race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,planned_stake_yen_100unit,settled_stake_yen_100unit,horse_refunded,prediction_issued,race_status,result_resolved,payout_resolved,payout_final,actual_execution_date,evaluable,evaluation_exclusion_reason,profit_loss_yen_100unit
20260920-06-01,06,01,,1800,15,1,イカルステソーロ,,,27.2,6,28.8,6,0.0347,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,2,アイビークロノス,,,31.2,9,29.1,7,0.0344,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,3,コスモセイント,,,133.0,13,115.7,12,0.0086,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,4,ノシェリー,,,5.9,2,5.9,2,0.1695,,,,False,2,0,150,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,5,サイモントレノ,,,107.2,12,122.5,13,0.0082,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,6,オーケーエース,,,14.6,3,11.6,3,0.0862,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,7,ゴルトシェーン,,,91.7,11,82.6,11,0.0121,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,8,ウィンターブリーズ,◎,1,1.4,1,1.4,1,0.7143,0.402,0.56,接戦,False,1,140,110,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,9,リュウノタキノボリ,○,2,16.6,4,17.2,5,0.0581,0.071,1.19,接戦,False,15,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,10,ニシノツムジカゼ,☆,5,30.4,7,32.9,9,0.0304,0.033,1.0,接戦,False,14,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,11,ニシノハクシャ,,,187.7,15,209.2,15,0.0048,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,12,サスケソルトバーン,,,46.5,10,51.2,10,0.0195,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,13,ミクニルミナス,,,145.5,14,155.0,14,0.0065,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,14,コーズウルルン,△,4,30.9,8,32.4,8,0.0309,0.02,0.62,接戦,False,11,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-01,06,01,,1800,15,15,ラインホルト,▲,3,12.8,4,12.8,4,0.0781,0.08199999999999999,1.05,接戦,False,3,0,230,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,1,ホワイトホール,▲,3,23.5,7,29.7,7,0.0337,0.027999999999999997,0.65,混戦,False,4,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,2,フォンターナドーロ,,,8.0,5,8.0,5,0.125,,,,False,2,0,230,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,3,セレスティナ,○,2,4.6,2,5.5,3,0.1818,0.19699999999999998,0.9,混戦,False,5,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,4,ベールダウン,,,8.7,4,5.4,2,0.1852,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,5,リアスハート,☆,5,32.8,8,39.4,9,0.0254,0.018000000000000002,0.57,混戦,False,6,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,6,カラスアゲハ,,,132.8,13,175.6,13,0.0057,,,,False,14,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,7,レイナクリューソス,,,34.1,8,34.1,8,0.0293,,,,False,3,0,660,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,8,アヴァンデセール,,,16.7,6,21.2,6,0.0472,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,9,ラヴレイン,,,84.7,12,86.7,11,0.0115,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,10,セイウンコハルタ,,,74.8,11,100.5,12,0.01,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,11,アテナブレイブ,◎,1,2.4,1,2.4,1,0.4167,0.285,0.69,混戦,False,1,240,140,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,12,ジェイエルキール,,,5.1,3,5.9,4,0.1695,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,13,セールデュクール,△,4,47.8,10,48.3,10,0.0207,0.017,0.83,混戦,False,8,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-02,06,02,,1600,14,14,ヌンエリン,,,140.3,14,190.2,14,0.0053,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,1,オオルリ,,,97.9,12,144.3,12,0.0069,,,,False,0,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,2,ハンデンブレイズ,,,17.2,5,15.3,6,0.0654,,,,False,3,0,280,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,3,セイウンオオゾラ,○,2,7.7,3,5.5,3,0.1818,0.057999999999999996,0.45,標準,False,6,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,4,オペレッタテソーロ,,,85.6,11,127.3,11,0.0079,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,5,ポッドレーヴ,,,32.0,9,41.2,9,0.0243,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,6,スーパーユタカ,☆,5,7.2,2,5.1,2,0.1961,0.094,0.68,標準,False,4,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,7,スカーレットクラン,▲,3,18.0,6,13.9,5,0.0719,0.043,0.77,標準,False,7,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,8,マイネルヘルリッヒ,,,73.0,10,94.4,10,0.0106,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,9,ティアラスピリット,,,30.1,8,36.1,8,0.0277,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,10,タイセイソアリング,,,9.2,4,9.0,4,0.1111,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,11,マイネルシードル,,,145.3,13,196.4,13,0.0051,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,12,タッカーヴィーナス,△,4,21.7,7,25.9,7,0.0386,0.052000000000000005,1.14,標準,False,2,0,420,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-03,06,03,,2000,13,13,サウンズオーサム,◎,1,1.6,1,1.9,1,0.5263,0.379,0.61,標準,False,1,190,120,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,1,ロードベラヴィータ,○,2,17.9,9,29.6,11,0.0338,0.075,1.35,接戦,False,13,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,2,ワンダーマーベル,,,18.1,10,14.9,8,0.0671,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,3,マートングレイス,,,8.9,3,10.2,5,0.098,,,,False,1,1020,280,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,4,シャローオネスト,,,14.0,8,26.4,10,0.0379,,,,False,3,0,650,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,5,レガシーマインド,△,4,21.5,12,36.8,13,0.0272,0.07400000000000001,1.58,接戦,False,12,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
20260920-06-04,06,04,,1800,16,6,アフォーダビリティ,,,84.1,16,200.8,16,0.005,,,,False,16,0,0,0,0,False,True,RUN,True,True,True,20260920,True,,0
