race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,planned_stake_yen_100unit,settled_stake_yen_100unit,horse_refunded,prediction_issued,race_status,result_resolved,payout_resolved,payout_final,actual_execution_date,evaluable,evaluation_exclusion_reason,profit_loss_yen_100unit
20260919-06-04,06,04,,1200,16,9,ニホンノヨアケゼヨ,,,21.1,9,29.6,9,0.0338,,,,False,3,0,790,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,10,フクチャンヨシ,◎,1,5.5,3,4.2,2,0.2381,0.218,1.2,接戦,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,11,プリマラクーン,,,32.3,12,67.3,11,0.0149,,,,False,14,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,12,ニシノハナカケル,,,30.1,11,109.0,16,0.0092,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,13,シクラメン,,,16.9,7,27.5,8,0.0364,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,14,ペルラビアンカ,,,11.0,6,12.4,5,0.0806,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,15,イキデイナセ,,,49.8,15,103.8,14,0.0096,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-04,06,04,,1200,16,16,キャンディメモリー,,,29.3,10,59.4,10,0.0168,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,1,ディヴァンパーレ,,,27.3,9,40.9,6,0.0244,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,2,レインボーフライト,▲,3,2.8,2,2.6,2,0.3846,0.183,0.51,標準,False,2,0,110,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,3,トパーズプレミア,,,24.4,8,18.5,4,0.0541,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,4,メイダイ,,,51.7,11,120.1,11,0.0083,,,,False,3,0,820,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,5,ツェルプスト,,,49.7,10,82.1,10,0.0122,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,6,プルヴィナル,◎,1,2.0,1,1.6,1,0.625,0.23399999999999999,0.47,標準,False,1,160,110,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,7,ルージュルフラン,○,2,11.7,3,15.4,3,0.0649,0.136,1.59,標準,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,8,ドッグズノーズ,,,20.4,5,42.9,7,0.0233,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,9,フレッシュオレンジ,☆,5,14.4,4,26.0,5,0.0385,0.032,0.46,標準,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,10,セイウンガレス,△,4,24.0,7,47.1,8,0.0212,0.054000000000000006,1.29,標準,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,11,セイウンランウェイ,,,23.8,6,57.0,9,0.0175,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-05,06,05,,1800,12,12,バーチディダーマ,,,97.1,12,232.7,12,0.0043,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,1,ムードメーカー,▲,3,36.3,11,60.0,10,0.0167,0.055999999999999994,2.03,標準,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,2,キタノエフロレス,,,17.6,7,37.0,7,0.027,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,3,エクランレーヴ,,,12.3,6,9.2,3,0.1087,,,,False,3,0,140,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,4,ルスカーレット,,,29.2,10,54.5,8,0.0183,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,5,ニシノイケガミ,,,21.6,9,32.2,6,0.0311,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,6,ライジングファイト,,,9.7,5,55.5,9,0.018,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,7,ケイツーズウォティ,,,51.4,12,221.1,12,0.0045,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,8,ローブリッター,,,20.2,8,86.2,11,0.0116,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,9,サクセスメロディー,○,2,9.2,4,12.9,4,0.0775,0.08199999999999999,0.75,標準,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,10,ユウライクスター,◎,1,2.1,1,1.4,1,0.7143,0.312,0.65,標準,False,1,140,110,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,11,ブレイズリー,△,4,8.0,3,22.8,5,0.0439,0.107,0.86,標準,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-06,06,06,,1200,12,12,イトウカカリチョウ,☆,5,7.4,2,4.9,2,0.2041,0.096,0.71,標準,False,2,0,130,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,1,ダイシンパルス,,,19.7,10,65.0,11,0.0154,,,,False,14,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,2,ステイアンビシャス,◎,1,6.5,3,5.7,4,0.1754,0.295,1.92,標準,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,3,ブレイクザアイス,,,14.7,8,18.9,8,0.0529,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,4,ターフクリスタル,,,16.8,9,11.2,6,0.0893,,,,False,3,0,380,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,5,サトノリアン,△,4,7.0,4,5.0,3,0.2,0.063,0.44,標準,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,6,エクストラプッシュ,☆,5,6.0,2,4.6,2,0.2174,0.08900000000000001,0.53,標準,False,2,0,200,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,7,ラブトゥエニイワン,,,40.0,14,79.4,12,0.0126,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,8,ノーマジック,,,32.2,13,126.6,14,0.0079,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,9,ブライトラン,○,2,11.9,6,14.6,7,0.0685,0.057,0.68,標準,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,10,ゴーントゥファー,,,29.7,12,125.6,13,0.008,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,11,タケルゴールド,,,10.5,5,9.1,5,0.1099,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,12,リオンサーガ,,,14.5,7,21.0,9,0.0476,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,13,モヴレクス,,,29.6,11,60.5,10,0.0165,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-07,06,07,,2400,14,14,デールエルバハリ,▲,3,4.1,1,4.2,1,0.2381,0.20199999999999999,0.83,標準,False,1,420,160,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,1,ティルベリー,,,9.6,4,7.0,3,0.1429,,,,False,2,0,160,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,2,テンクウハット,,,99.0,14,377.0,13,0.0027,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,3,ルージュカエラ,,,22.5,8,67.4,9,0.0148,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,4,カサビセンス,,,25.5,10,81.8,10,0.0122,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,5,ヴァレンティーニ,,,3.8,2,3.3,2,0.303,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,6,マタミカンサン,◎,1,3.1,1,2.1,1,0.4762,0.327,1.01,高信頼,False,1,210,110,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,7,アスコットヴェール,☆,5,7.2,3,7.2,3,0.1389,0.07200000000000001,0.52,高信頼,False,0,0,0,0,0,True,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,8,デルマホダカ,△,4,23.5,9,17.7,5,0.0565,0.040999999999999995,0.97,高信頼,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,9,エウテルペ,,,12.9,6,28.3,7,0.0353,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,10,ビスケットマリー,,,53.0,12,212.7,11,0.0047,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,11,ジャストキュート,,,58.0,13,259.6,12,0.0039,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,12,キタノエピックアン,○,2,10.7,5,7.7,4,0.1299,0.08800000000000001,0.94,高信頼,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,13,エコロストーム,▲,3,15.7,7,18.0,6,0.0556,0.039,0.62,高信頼,False,3,0,300,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-08,06,08,,1800,13,14,ペプロス,,,30.9,11,57.9,8,0.0173,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,1,マルモリムソウ,,,12.1,6,16.5,7,0.0606,,,,False,2,0,370,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,2,ジャスパートレノ,,,3.0,1,2.4,1,0.4167,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,3,ダイシンドラゴン,◎,1,6.1,3,6.0,3,0.1667,0.233,1.42,標準,False,3,0,180,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,4,セタキト,☆,5,13.4,7,8.2,4,0.122,0.069,0.93,標準,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,5,ダイメイビッグボス,▲,3,10.9,5,14.4,6,0.0694,0.052000000000000005,0.56,標準,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,6,ジオパークカツキ,○,2,3.3,2,3.8,2,0.2632,0.187,0.62,標準,False,1,380,150,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,7,ピクニックマーチ,,,21.9,9,67.7,9,0.0148,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,8,ニシノイサリビ,,,15.9,8,40.9,8,0.0244,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-09,06,09,カンナステークス,1200,9,9,ショウナンハーヴェ,△,4,9.3,4,8.4,5,0.119,0.10800000000000001,1.0,標準,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,1,ノラリクラリ,△,4,10.2,5,8.3,5,0.1205,0.05,0.51,標準,False,2,0,250,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,2,トリニティ,,,5.6,2,5.5,2,0.1818,,,,False,3,0,220,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,3,カレンラップスター,,,16.0,6,9.9,6,0.101,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,4,モルトマエストーソ,,,66.1,12,162.4,12,0.0062,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,5,レイヤードレッド,,,62.0,11,102.8,11,0.0097,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,6,ウイナーズナイン,,,16.8,7,18.2,7,0.0549,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,7,ブリヤディアマンテ,▲,3,61.4,10,78.7,10,0.0127,0.025,1.52,標準,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,8,リュクスパトロール,☆,5,17.0,8,27.7,8,0.0361,0.025,0.43,標準,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,9,アロンズロッド,◎,1,2.5,1,2.5,1,0.4,0.32799999999999996,0.82,標準,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,10,ダノンピクチャー,○,2,20.5,9,29.5,9,0.0339,0.053,1.09,標準,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,11,キンググローリー,,,5.9,3,6.0,3,0.1667,,,,False,1,600,190,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-10,06,10,九十九里特別,2500,12,12,マイバレンタイン,,,7.5,4,7.0,4,0.1429,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,1,ハナウマビーチ,☆,5,33.8,11,61.8,12,0.0162,0.032,1.09,接戦,False,1,6180,880,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,2,イミグラントソング,,,15.2,8,23.8,8,0.042,,,,False,0,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,3,モンブランミノル,,,10.8,5,14.8,5,0.0676,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,4,イムホテプ,,,7.3,3,7.3,4,0.137,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,5,カンピオーネ,,,27.2,9,43.3,10,0.0231,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,6,レアンダー,,,33.3,10,55.7,11,0.018,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,7,マーズオデッセイ,△,4,4.5,2,3.3,2,0.303,0.14300000000000002,0.64,接戦,False,2,0,150,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,8,アクションプラン,▲,3,12.7,6,15.4,6,0.0649,0.042,0.54,接戦,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,9,ドバイブルース,○,2,7.5,4,6.6,3,0.1515,0.162,1.21,接戦,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,10,ショウナンライシン,,,35.8,12,40.2,9,0.0249,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,11,バラジ,,,63.0,14,122.6,14,0.0082,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,12,マンマリアーレ,,,44.2,13,75.0,13,0.0133,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,13,ゴールデンクラウド,◎,1,3.5,1,2.9,1,0.3448,0.249,0.87,接戦,False,3,0,150,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-11,06,11,ながつきステークス,1800,14,14,ハビレ,,,12.8,7,18.4,7,0.0543,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,1,シュヴァルツシルト,◎,1,6.4,3,4.1,1,0.2439,0.198,1.27,接戦,False,3,0,170,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,2,ヴェネチアンキング,,,22.3,10,59.7,12,0.0168,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,3,リアライズタキオン,,,32.0,13,73.7,14,0.0136,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,4,ベアハンドキャッチ,,,35.6,14,55.8,11,0.0179,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,5,エアサロメ,,,5.8,2,4.2,2,0.2381,,,,False,1,420,150,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,6,トモジャオーリー,▲,3,13.3,7,10.1,5,0.099,0.085,1.13,接戦,False,5,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,7,ラベンダーヘイズ,△,4,10.5,5,4.5,3,0.2222,0.08900000000000001,0.94,接戦,False,2,0,160,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,8,タイセイブルーム,,,10.7,6,23.2,8,0.0431,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,9,プルシャプラ,,,28.1,11,31.5,9,0.0317,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,10,アースミューズ,☆,5,30.0,12,61.0,13,0.0164,0.016,0.49,接戦,False,14,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,11,ダノンゴーイチ,,,7.7,4,17.2,7,0.0581,,,,False,15,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,12,ナンナンプー,,,38.5,15,95.2,15,0.0105,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,13,トウタツ,,,14.1,8,15.6,6,0.0641,,,,False,12,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
20260919-06-12,06,12,,1200,16,14,マロンカラノテガミ,,,62.2,16,177.0,16,0.0056,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260919,True,,0
