race_id,horse_num,date,won,lead_min,final_odds_confirmed,p_t10,p_offset,margin,z_t10,edge,odds_t10,payout_odds,z2,z3
2026-0509-08-03-05-01,01,20260509,0,14.33,0,0.0074249289831323515,0.00711920921290572,-0.04770741772339124,-4.895459527923339,-0.0003057197702266319,106.4,0.0,23.9655239895354,-117.32225275624641
2026-0509-08-03-05-01,02,20260509,0,14.33,0,0.016356365296175616,0.016187988772260537,-0.015920967458257707,-4.096646535271958,-0.00016837652391507932,48.3,0.0,16.78251283495574,-68.7520230584786
2026-0509-08-03-05-01,03,20260509,0,14.33,0,0.05000078758261279,0.0449662847590601,-0.11697580063773039,-2.944422398603568,-0.005034502823552688,15.8,0.0,8.669623261398387,-25.527032918315925
2026-0509-08-03-05-01,04,20260509,0,14.33,0,0.06869673424393759,0.07037279997255655,0.020190302817909393,-2.606883304565271,0.0016760657286189612,11.5,0.0,6.795840563621148,-17.715963305791412
2026-0509-08-03-05-01,05,20260509,0,14.33,0,0.16122702934801678,0.1568357980634218,-0.03913626163135243,-1.64912658280658,-0.004391231284594982,4.9,0.0,2.7196184861193076,-4.484995140551538
2026-0509-08-03-05-01,06,20260509,0,14.33,0,0.007692428858863507,0.007451157766563836,-0.03746504420912298,-4.859796530727634,-0.00024127109229967088,102.7,0.0,23.617622320072343,-114.7768390151231
2026-0509-08-03-05-01,07,20260509,0,14.33,0,0.12154037597004343,0.13531962911261405,0.11705889312807868,-1.9779234263580143,0.013779253142570627,6.5,0.0,3.9121810805358272,-7.7379946073464225
2026-0509-08-03-05-01,08,20260509,0,14.33,0,0.014442640654575544,0.014484393023364761,-0.0024637854699951266,-4.223022340630873,4.175236878921698e-05,54.7,0.0,17.83391768946746,-75.3130328235932
2026-0509-08-03-05-01,09,20260509,0,14.33,0,0.01165210094108086,0.01151383165795729,-0.017454052701238655,-4.440548258277212,-0.00013826928312356962,67.8,0.0,19.718468834088778,-87.5608124371064
2026-0509-08-03-05-01,10,20260509,0,14.33,0,0.18809820090601956,0.20732301451783083,0.11457699221716665,-1.4624152240718769,0.019224813611811276,4.2,0.0,2.1386582875971976,-3.1276064388696323
2026-0509-08-03-05-01,11,20260509,0,14.33,0,0.008531451876946892,0.007660927405050294,-0.1138600441531179,-4.755427670609799,-0.0008705244718965983,92.6,0.0,22.614092330401338,-107.53968041371535
2026-0509-08-03-05-01,12,20260509,0,14.33,0,0.004630788064509275,0.004457195149108109,-0.04372048601208725,-5.37038667367032,-0.00017359291540116565,170.6,0.0,28.841053024735768,-154.88760681866006
2026-0509-08-03-05-01,13,20260509,0,14.33,0,0.022701507005898916,0.02140096099524123,-0.06575625663350984,-3.7623608151252474,-0.0013005460106576862,34.8,0.0,14.155358903189917,-53.257567661396045
2026-0509-08-03-05-01,14,20260509,0,14.33,0,0.07181931307320748,0.07026758287592268,-0.029228794477480807,-2.5590729953826794,-0.0015517301972848008,11.0,0.0,6.548854595696879,-16.75899694653564
2026-0509-08-03-05-01,15,20260509,1,14.33,0,0.23939771024402492,0.21914265601658928,-0.12148672064374824,-1.1559843774329255,-0.020255054227435648,3.3,3.5,1.3362998808689883,-1.5447417858500299
2026-0509-08-03-05-01,16,20260509,0,14.33,0,0.0057876369509544485,0.0054965706995529625,-0.05723669289772664,-5.146226746392053,-0.000291066251401486,136.5,0.0,26.48364972528093,-136.29086655831927
2026-0509-05-02-05-01,01,20260509,0,18.55,0,0.0168568595997985,0.017840498281369074,0.06510758788699046,-4.0659970535488075,0.0009836386815705728,46.9,0.0,16.532332039467583,-67.22041336076575
2026-0509-05-02-05-01,02,20260509,0,18.55,0,0.01647055656730312,0.01630053205909906,-0.0031678635431561485,-4.08957323836906,-0.00017002450820405995,48.0,0.0,16.724609271984402,-68.39651450088647
2026-0509-05-02-05-01,03,20260509,0,18.55,0,0.03711674719392252,0.03308784016973657,-0.1115676875086179,-3.25586389703678,-0.00402890702418595,21.3,0.0,10.60064971602753,-34.51427269554723
2026-0509-05-02-05-01,04,20260509,0,18.55,0,0.025502797265501604,0.025064396777550572,-0.010341348276576453,-3.643133505646729,-0.00043840048795103226,31.0,0.0,13.272421739965827,-48.35320434194356
2026-0509-05-02-05-01,05,20260509,0,18.55,0,0.10541156203073997,0.10362021841449177,-0.0110367083802015,-2.1384914398915713,-0.0017913436162481922,7.5,0.0,4.573145638489526,-9.779632801287326
2026-0509-05-02-05-01,06,20260509,0,18.55,0,0.018385737563501158,0.018482891122491053,0.012767300788038154,-3.977623191449619,9.715355898989517e-05,43.0,0.0,15.821486253157854,-62.93191064376202
2026-0509-05-02-05-01,07,20260509,0,18.55,0,0.026441027265235777,0.02772942146467983,0.05637006661278562,-3.6060415341076695,0.0012883941994440533,29.9,0.0,13.003535545709594,-46.89128926807424
2026-0509-05-02-05-01,08,20260509,0,18.55,0,0.11626275223978674,0.11123213038530262,-0.041736495693921814,-2.028307052277698,-0.005030621854484121,6.8,0.0,4.114029498319445,-8.34451504471981
2026-0509-05-02-05-01,09,20260509,0,18.55,0,0.005908719844772419,0.005081964717589361,-0.1442645383870258,-5.125399833956938,-0.0008267551271830586,133.8,0.0,26.269723457925807,-134.6428362493476
2026-0509-05-02-05-01,10,20260509,0,18.55,0,0.05813137611989337,0.05499438852845096,-0.05111447848741855,-2.7851602451771575,-0.0031369875914424097,13.6,0.0,7.757117591315284,-21.604815532495717
2026-0509-05-02-05-01,11,20260509,0,18.55,0,0.008833371119894412,0.009302776557612106,0.059579138853176256,-4.720345940316408,0.00046940543771769455,89.5,0.0,22.281665796261592,-105.17717068487036
2026-0509-05-02-05-01,12,20260509,0,18.55,0,0.008621447276232822,0.009049853055211471,0.056255149470256706,-4.744843483972457,0.0004284057789786487,91.7,0.0,22.513539687395884,-106.82322208689567
2026-0509-05-02-05-01,13,20260509,0,18.55,0,0.05201228389674669,0.0493644619243829,-0.04739905061184081,-2.902861625006688,-0.0026478219723637883,15.2,0.0,8.426605613936468,-24.461270065762093
2026-0509-05-02-05-01,14,20260509,1,18.55,0,0.1197858659440227,0.1185822527398272,-0.0032236427954723135,-1.9944595137385754,-0.0012036132041955,6.6,5.4,3.9778687519423146,-7.933698176714743
2026-0509-05-02-05-01,15,20260509,0,18.55,0,0.007789031677148274,0.00785221883691616,0.015461777378377464,-4.847219205516395,6.318715976788656e-05,101.5,0.0,23.49553402632699,-113.88800377627614
2026-0509-05-02-05-01,16,20260509,0,18.55,0,0.3764698643954999,0.39241415496528936,0.07936187381125803,-0.5045590943281649,0.015944290569789465,2.1,0.0,0.25457987966925805,-0.12845059352009405
2026-0509-04-01-03-02,01,20260509,0,13.52,0,0.1382209900905883,0.13787344866020898,0.03883479234078124,-1.8301450869933769,-0.0003475414303793223,5.7,0.0,3.349431039445995,-6.129944761065207
2026-0509-04-01-03-02,02,20260509,0,13.52,0,0.07097834626273455,0.07057021684293335,0.032466763396005405,-2.5717571988839443,-0.0004081294198012009,11.1,0.0,6.613935090011391,-17.009435180687923
2026-0509-04-01-03-02,03,20260509,1,13.52,0,0.3751712588173111,0.36845746442266697,0.028701212653560987,-0.5100949861812925,-0.006713794394644146,2.1,2.2,0.2601968949272929,-0.13272513152235269
2026-0509-04-01-03-02,04,20260509,0,13.52,0,0.009799249297467082,0.008389472452730381,-0.12054771490013572,-4.615601920616121,-0.0014097768447367005,80.4,0.0,21.303781089595226,-98.32977291352113
2026-0509-04-01-03-02,05,20260509,0,13.52,0,0.057508003176376166,0.058834359556751724,0.062391259833977065,-2.796603304058308,0.0013263563803755582,13.7,0.0,7.820990040269845,-21.87220658762577
2026-0509-04-01-03-02,06,20260509,0,13.52,0,0.012466133599942298,0.011514452510707276,-0.044056203019295116,-4.372195135800628,-0.0009516810892350215,63.2,0.0,19.11609030551867,-83.57927704931429
2026-0509-04-01-03-02,07,20260509,0,13.52,0,0.00559162273609903,0.005506757796991762,0.020717434836679507,-5.1808784268783565,-8.486493910726811e-05,140.9,0.0,26.841501274093556,-139.06255489597922
2026-0509-04-01-03-02,08,20260509,0,13.52,0,0.17507992078141185,0.18094258644801314,0.08406976209044192,-1.5500439481158954,0.005862665666601291,4.5,0.0,2.4026362410907125,-3.7241917650265823
2026-0509-04-01-03-02,09,20260509,0,13.52,0,0.08952950494504015,0.09586312891130351,0.11511021876521914,-2.319393258287233,0.0063336239662633576,8.8,0.0,5.379585086588268,-12.47737338221537
2026-0509-04-01-03-02,10,20260509,0,13.52,0,0.06565497029302944,0.062048112397692826,-0.022041655011519445,-2.6554324739945687,-0.0036068578953366154,12.0,0.0,7.051321623944916,-18.724308424803446
2026-0509-08-03-05-02,01,20260509,0,23.5,0,0.047164251231568,0.043423259216125006,-0.076155242582751,-3.0058063205696914,-0.0037409920154429926,16.9,0.0,9.034871636776707,-27.15707427135926
2026-0509-08-03-05-02,02,20260509,0,23.5,0,0.14492288105699985,0.14292023301591997,-0.004635329844307579,-1.7749899163070126,-0.0020026480410798853,5.5,0.0,3.1505892029915756,-5.592264065735795
2026-0509-08-03-05-02,03,20260509,0,23.5,0,0.009037141108996588,0.009679572626852817,0.07937130873437874,-4.6973341798309045,0.000642431517856229,88.2,0.0,22.064948397007676,-103.64643628146928
2026-0509-08-03-05-02,04,20260509,0,23.5,0,0.12856062029249984,0.12666752401340303,-0.005603223076387049,-1.913745757628486,-0.001893096279096812,6.2,0.0,3.6624228248410278,-7.008946143681253
2026-0509-08-03-05-02,05,20260509,1,23.5,0,0.09377362891923519,0.09795699785523564,0.05930855815862626,-2.2684054576402843,0.004183368936000451,8.5,5.7,5.145663320252228,-11.672450758839581
2026-0509-08-03-05-02,06,20260509,0,23.5,0,0.060384533773749936,0.058918578519110955,-0.015559043955566839,-2.744737704283467,-0.0014659552546389815,13.2,0.0,7.533585065315276,-20.677714977197663
2026-0509-08-03-05-02,07,20260509,0,23.5,0,0.05993051472281948,0.05554469635672364,-0.07011387040473455,-2.752767989872644,-0.004385818366095841,13.3,0.0,7.577731606067476,-20.85973700102877
2026-0509-08-03-05-02,08,20260509,0,23.5,0,0.009804130944815487,0.010789516070273253,0.106826008354121,-4.615098949248882,0.0009853851254577658,81.3,0.0,21.299138311358135,-98.29763084065553
2026-0509-08-03-05-02,09,20260509,0,23.5,0,0.14233497246669627,0.1415177703256763,0.004889674977201302,-1.7960303718038162,-0.0008172021410199626,5.6,0.0,3.2257250964417543,-5.793500244299185
2026-0509-08-03-05-02,10,20260509,0,23.5,0,0.025465681974872176,0.025282188767474695,0.0027897330729910984,-3.644627993512881,-0.00018349320739748098,31.3,0.0,13.28331321109773,-48.412735175766265
2026-0509-08-03-05-02,11,20260509,0,23.5,0,0.14492288105699985,0.15101926845421773,0.060091437021333606,-1.7749899163070126,0.006096387397217878,5.5,0.0,3.1505892029915756,-5.592264065735795
2026-0509-08-03-05-02,12,20260509,0,23.5,0,0.020757183484726542,0.019531623725077964,-0.05195884063189675,-3.8538872580174366,-0.0012255597596485777,38.4,0.0,14.852446997509157,-57.239656234079874
2026-0509-08-03-05-02,13,20260509,0,23.5,0,0.054594236014623224,0.05585379204093629,0.03468422488092418,-2.851685905534812,0.0012595560263130648,14.6,0.0,8.1321125038259,-23.190230609383725
2026-0509-08-03-05-02,14,20260509,0,23.5,0,0.05109460550086534,0.054750419020192106,0.08349576664192687,-2.9216301798270545,0.00365581351932677,15.6,0.0,8.535922907676268,-24.93880997974409
2026-0509-08-03-05-02,15,20260509,0,23.5,0,0.007252737450532293,0.006144559992780569,-0.15691547676265605,-4.919097135580381,-0.0011081774577517247,109.9,0.0,24.197516629275114,-119.02993473922587
2026-0509-05-02-05-02,01,20260509,0,16.13,0,0.048545478698275676,0.04267690880857748,-0.11116437045874322,-2.9754908250569034,-0.005868569889698194,16.3,0.0,8.853545649997812,-26.34364385079095
2026-0509-05-02-05-02,02,20260509,0,16.13,0,0.04420621803250802,0.046307147118681086,0.07255091861959412,-3.0736767218860606,0.002100929086173063,17.9,0.0,9.44748859066424,-29.038525761408817
2026-0509-05-02-05-02,03,20260509,0,16.13,0,0.23273273611232162,0.24923169744717852,0.12071452576874692,-1.1929444543584187,0.0164989613348569,3.4,0.0,1.4231164711845052,-1.6976989022056779
2026-0509-05-02-05-02,04,20260509,0,16.13,0,0.01280406638805653,0.012923486178632313,0.03250560901064387,-4.3451057269891455,0.00011941979057578274,61.8,0.0,18.87994377871387,-82.03535183812272
2026-0509-05-02-05-02,05,20260509,0,16.13,0,0.06880793937233856,0.06351304973287501,-0.0613793689228229,-2.605146414847324,-0.005294889639463549,11.5,0.0,6.786787842791866,-17.680576016978634
2026-0509-05-02-05-02,06,20260509,1,16.13,0,0.07992841442241348,0.07631293161716514,-0.02550462986794553,-2.443320063062537,-0.0036154828052483434,9.9,11.9,5.969812930563919,-14.586163705976984
