race_id,horse_num,date,won,lead_min,final_odds_confirmed,p_t10,p_fund,p_final,delta_ai,delta_market,odds_t10,odds_final,payout_odds,z_t10,z_fund,z_final
2026-0509-05-02-05-01,05,20260509,0,18.55,0,0.10541156203073997,0.15022216779511033,0.10541156203073997,0.04481060576437036,0.0,7.5,7.5,0.0,-2.1384914398915713,-1.7328596244876886,
2026-0509-05-02-05-01,06,20260509,0,18.55,0,0.018385737563501158,0.02497082847837705,0.018385737563501158,0.006585090914875892,0.0,43.0,43.0,0.0,-3.977623191449619,-3.6647591073685297,
2026-0509-05-02-05-01,07,20260509,0,18.55,0,0.026441027265235777,0.036349693633220034,0.026441027265235777,0.009908666367984258,0.0,29.9,29.9,0.0,-3.6060415341076695,-3.277542700371333,
2026-0509-05-02-05-01,08,20260509,0,18.55,0,0.11626275223978674,0.09192071916863195,0.11626275223978674,-0.02434203307115479,0.0,6.8,6.8,0.0,-2.028307052277698,-2.2904052311170164,
2026-0509-05-02-05-01,09,20260509,0,18.55,0,0.005908719844772419,0.005958905324042803,0.005908719844772419,5.018547927038326e-05,0.0,133.8,133.8,0.0,-5.125399833956938,-5.116891754789182,
2026-0509-05-02-05-01,10,20260509,0,18.55,0,0.05813137611989337,0.03412869098834884,0.05813137611989337,-0.024002685131544528,0.0,13.6,13.6,0.0,-2.7851602451771575,-3.3428921963661495,
2026-0509-05-02-05-01,11,20260509,0,18.55,0,0.008833371119894412,0.03869325751424086,0.008833371119894412,0.029859886394346447,0.0,89.5,89.5,0.0,-4.720345940316408,-3.2126281885531407,
2026-0509-05-02-05-01,12,20260509,0,18.55,0,0.008621447276232822,0.013072009403486346,0.008621447276232822,0.004450562127253524,0.0,91.7,91.7,0.0,-4.744843483972457,-4.32412382143798,
2026-0509-05-02-05-01,13,20260509,0,18.55,0,0.05201228389674669,0.05181980938606147,0.05201228389674669,-0.0001924745106852213,0.0,15.2,15.2,0.0,-2.902861625006688,-2.9067720619387707,
2026-0509-05-02-05-01,14,20260509,1,18.55,0,0.1197858659440227,0.14546581762274266,0.1197858659440227,0.02567995167871996,0.0,6.6,6.6,5.4,-1.9944595137385754,-1.7706153759544145,
2026-0509-05-02-05-01,15,20260509,0,18.55,0,0.007789031677148274,0.03708819823933454,0.007789031677148274,0.029299166562186268,0.0,101.5,101.5,0.0,-4.847219205516395,-3.256663008396829,
2026-0509-05-02-05-01,16,20260509,0,18.55,0,0.3764698643954999,0.23960810707803185,0.3764698643954999,-0.13686175731746805,0.0,2.1,2.1,0.0,-0.5045590943281649,-1.1548292474070543,
2026-0509-04-01-03-02,01,20260509,0,13.52,0,0.1382209900905883,0.07492783273013492,0.1382209900905883,-0.06329315736045338,0.0,5.7,5.7,0.0,-1.8301450869933769,-2.5133463331085366,
2026-0509-04-01-03-02,02,20260509,0,13.52,0,0.07097834626273455,0.10598932633351604,0.07097834626273455,0.03501098007078149,0.0,11.1,11.1,0.0,-2.5717571988839443,-2.132379320251338,
2026-0509-04-01-03-02,03,20260509,1,13.52,0,0.3751712588173111,0.2635507787438458,0.3751712588173111,-0.11162048007346531,0.0,2.1,2.1,2.2,-0.5100949861812925,-1.0275942293848648,
2026-0509-04-01-03-02,04,20260509,0,13.52,0,0.009799249297467082,0.011668904659536102,0.009799249297467082,0.0018696553620690202,0.0,80.4,80.4,0.0,-4.615601920616121,-4.4390901759652435,
2026-0509-04-01-03-02,05,20260509,0,13.52,0,0.057508003176376166,0.08881628547690258,0.057508003176376166,0.031308282300526416,0.0,13.7,13.7,0.0,-2.796603304058308,-2.328174511219524,
2026-0509-04-01-03-02,06,20260509,0,13.52,0,0.012466133599942298,0.02254917283493042,0.012466133599942298,0.010083039234988121,0.0,63.2,63.2,0.0,-4.372195135800628,-3.769249602005631,
2026-0509-04-01-03-02,07,20260509,0,13.52,0,0.00559162273609903,0.009050813394985226,0.00559162273609903,0.0034591906588861965,0.0,140.9,140.9,0.0,-5.1808784268783565,-4.695808626574604,
2026-0509-04-01-03-02,08,20260509,0,13.52,0,0.17507992078141185,0.2878870673301854,0.17507992078141185,0.11280714654877352,0.0,4.5,4.5,0.0,-1.5500439481158954,-0.905668236226341,
2026-0509-04-01-03-02,09,20260509,0,13.52,0,0.08952950494504015,0.07118902451872695,0.08952950494504015,-0.0183404804263132,0.0,8.8,8.8,0.0,-2.319393258287233,-2.568566590636451,
2026-0509-04-01-03-02,10,20260509,0,13.52,0,0.06565497029302944,0.06437079397723662,0.06565497029302944,-0.0012841763157928204,0.0,12.0,12.0,0.0,-2.6554324739945687,-2.676559230005443,
2026-0509-08-03-05-02,01,20260509,0,23.5,0,0.047164251231568,0.027881454621180295,0.04911807758712486,-0.019282796610387704,0.0019538263555568605,16.9,16.2,0.0,-3.0058063205696914,-3.5515159983980347,
2026-0509-08-03-05-02,02,20260509,0,23.5,0,0.14492288105699985,0.12587438179438104,0.1657735118565464,-0.019048499262618812,0.02085063079954655,5.5,4.8,0.0,-1.7749899163070126,-1.9379396534911393,
2026-0509-08-03-05-02,03,20260509,0,23.5,0,0.009037141108996588,0.014440516198903486,0.005074699342547338,0.005403375089906898,-0.00396244176644925,88.2,156.8,0.0,-4.6973341798309045,-4.223171603105694,
2026-0509-08-03-05-02,04,20260509,0,23.5,0,0.12856062029249984,0.10758159813379616,0.14735423276137458,-0.02097902215870369,0.018793612468874732,6.2,5.4,0.0,-1.913745757628486,-2.115685470953154,
2026-0509-08-03-05-02,05,20260509,1,23.5,0,0.09377362891923519,0.07710802695779988,0.11367326527306038,-0.01666560196143531,0.01989963635382519,8.5,7.0,5.7,-2.2684054576402843,-2.482304802549512,
2026-0509-08-03-05-02,06,20260509,0,23.5,0,0.060384533773749936,0.04795735586740814,0.06522236532060842,-0.012427177906341798,0.004837831546858483,13.2,12.2,0.0,-2.744737704283467,-2.9882976314446,
2026-0509-08-03-05-02,07,20260509,0,23.5,0,0.05993051472281948,0.03982732291092559,0.03998557069906647,-0.020103191811893892,-0.019944944023753013,13.3,19.9,0.0,-2.752767989872644,-3.182559958201586,
2026-0509-08-03-05-02,08,20260509,0,23.5,0,0.009804130944815487,0.025059831692293914,0.007732875188643564,0.015255700747478427,-0.002071255756171924,81.3,102.9,0.0,-4.615098949248882,-3.6611098700206575,
2026-0509-08-03-05-02,09,20260509,0,23.5,0,0.14233497246669627,0.17226035053263944,0.19892821422785567,0.02992537806594317,0.0565932417611594,5.6,4.0,0.0,-1.7960303718038162,-1.569691673667001,
2026-0509-08-03-05-02,10,20260509,0,23.5,0,0.025465681974872176,0.12181684520142845,0.020195757789630016,0.09635116322655628,-0.005269924185242161,31.3,39.4,0.0,-3.644627993512881,-1.9753365285750824,
2026-0509-08-03-05-02,11,20260509,0,23.5,0,0.14492288105699985,0.05921438540159053,0.09042191555811621,-0.08570849565540932,-0.05450096549888364,5.5,8.8,0.0,-1.7749899163070126,-2.765550777402483,
2026-0509-08-03-05-02,12,20260509,0,23.5,0,0.020757183484726542,0.02052090274538361,0.013239814590872256,-0.00023628073934293253,-0.007517368893854286,38.4,60.1,0.0,-3.8538872580174366,-3.8655768841623654,
2026-0509-08-03-05-02,13,20260509,0,23.5,0,0.054594236014623224,0.08618910405601173,0.04546930610922415,0.0315948680413885,-0.009124929905399072,14.6,17.5,0.0,-2.851685905534812,-2.361079886213727,
2026-0509-08-03-05-02,14,20260509,0,23.5,0,0.05109460550086534,0.05614170620391873,0.03274538505808324,0.005047100703053392,-0.018349220442782095,15.6,24.3,0.0,-2.9216301798270545,-2.8220970799541774,
2026-0509-08-03-05-02,15,20260509,0,23.5,0,0.007252737450532293,0.018126217682339074,0.005065008637246484,0.01087348023180678,-0.0021877288132858093,109.9,157.1,0.0,-4.919097135580381,-3.992103387890896,
2026-0509-05-02-05-02,01,20260509,0,16.13,0,0.048545478698275676,0.060632148381994495,0.050696536305286886,0.012086669683718819,0.00215105760701121,16.3,15.6,0.0,-2.9754908250569034,-2.740381896994716,
2026-0509-05-02-05-02,02,20260509,0,16.13,0,0.04420621803250802,0.16867448492397827,0.04822353453429728,0.12446826689147025,0.004017316501789256,17.9,16.4,0.0,-3.0736767218860606,-1.5950507001988312,
2026-0509-05-02-05-02,03,20260509,0,16.13,0,0.23273273611232162,0.24602763268572575,0.23965635344317435,0.01329489657340413,0.006923617330852727,3.4,3.3,0.0,-1.1929444543584187,-1.119911861597291,
2026-0509-05-02-05-02,04,20260509,0,16.13,0,0.01280406638805653,0.029414218632466425,0.011751351654717317,0.016610152244409895,-0.0010527147333392137,61.8,67.3,0.0,-4.3451057269891455,-3.496421603151811,
2026-0509-05-02-05-02,05,20260509,0,16.13,0,0.06880793937233856,0.04718277200102826,0.0767831035303374,-0.021625167371310303,0.007975164157998843,11.5,10.3,0.0,-2.605146414847324,-3.005394273336119,
2026-0509-05-02-05-02,06,20260509,1,16.13,0,0.07992841442241348,0.08887769017355938,0.07830356102598766,0.008949275751145902,-0.0016248533964258183,9.9,10.1,11.9,-2.443320063062537,-2.3274159902661054,
2026-0509-05-02-05-02,07,20260509,0,16.13,0,0.006220843575329351,0.00887784188343267,0.005991408836079359,0.0026569983081033187,-0.00022943473924999253,127.2,132.0,0.0,-5.07360948473813,-4.7152792979352025,
2026-0509-05-02-05-02,08,20260509,0,16.13,0,0.23978524326724046,0.061025489964030594,0.23965635344317435,-0.17875975330320987,-0.00012888982406611404,3.3,3.3,0.0,-1.153857264980042,-2.7334966878247404,
2026-0509-05-02-05-02,09,20260509,0,16.13,0,0.028774229192068852,0.07660977933721001,0.024869998942216205,0.04783555014514116,-0.003904230249852647,27.5,31.8,0.0,-3.5190787881376755,-2.489327183256201,
2026-0509-05-02-05-02,10,20260509,0,16.13,0,0.19782282569547338,0.19012917921211736,0.1839223177587152,-0.00769364648335602,-0.013900507936758177,4.0,4.3,0.0,-1.3999576886753877,-1.449171022709652,
2026-0509-05-02-05-02,11,20260509,0,16.13,0,0.040372005243974156,0.022548762804456796,0.04014548052601397,-0.01782324243951736,-0.00022652471796018314,19.6,19.7,0.0,-3.1684090986317965,-3.7692682054970583,
2026-0509-04-01-03-03,01,20260509,0,18.65,0,0.0229391022018519,0.02283223924513481,0.0229391022018519,-0.0001068629567170902,0.0,34.5,34.5,0.0,-3.7517060073838135,-3.7564848082085756,
2026-0509-04-01-03-03,02,20260509,0,18.65,0,0.009421416975760601,0.016719255987240084,0.009421416975760601,0.007297839011479483,0.0,84.0,84.0,0.0,-4.655303700383449,-4.074333570274959,
2026-0509-04-01-03-03,03,20260509,0,18.65,0,0.19302415267411968,0.06281051886323367,0.19302415267411968,-0.13021363381088602,0.0,4.1,4.1,0.0,-1.4304784143935296,-2.7027629255881327,
2026-0509-04-01-03-03,04,20260509,0,18.65,0,0.008158752844988562,0.009953206474069866,0.008158752844988562,0.001794453629081304,0.0,97.0,97.0,0.0,-4.800471741697136,-4.599857450242625,
2026-0509-04-01-03-03,05,20260509,0,18.65,0,0.046828344731591164,0.07028951267817919,0.046828344731591164,0.023461167946588028,0.0,16.9,16.9,0.0,-3.01330633214202,-2.58225062558115,
2026-0509-04-01-03-03,06,20260509,0,18.65,0,0.011146465154420995,0.10011527037537397,0.011146465154420995,0.08896880522095298,0.0,71.0,71.0,0.0,-4.485423805331895,-2.1959444510377777,
2026-0509-04-01-03-03,07,20260509,0,18.65,0,0.00700353120322027,0.00877886447543803,0.00700353120322027,0.00177533327221776,0.0,113.0,113.0,0.0,-4.954312628480711,-4.726590584788681,
2026-0509-04-01-03-03,08,20260509,0,18.65,0,0.06041213938655653,0.039112948652081043,0.06041213938655653,-0.02129919073447549,0.0,13.1,13.1,0.0,-2.7442512649950364,-3.201403289906651,
2026-0509-04-01-03-03,09,20260509,0,18.65,0,0.1236560978068579,0.1404059504148549,0.1236560978068579,0.016749852607996996,0.0,6.4,6.4,0.0,-1.9582542884993794,-1.8119223698718676,
2026-0509-04-01-03-03,10,20260509,0,18.65,0,0.08075500264937657,0.09372945289485606,0.08075500264937657,0.012974450245479482,0.0,9.8,9.8,0.0,-2.432132765569652,-2.2689254068716855,
2026-0509-04-01-03-03,11,20260509,0,18.65,0,0.014932057093658312,0.004713382003819078,0.014932057093658312,-0.010218675089839233,0.0,53.0,53.0,0.0,-4.18920023174067,-5.3526250560898685,
2026-0509-04-01-03-03,12,20260509,0,18.65,0,0.08696692593009786,0.08442689608155719,0.08696692593009786,-0.0025400298485406675,0.0,9.1,9.1,0.0,-2.351244220993405,-2.383664187496575,
2026-0509-04-01-03-03,13,20260509,0,18.65,0,0.07913990259638906,0.11348316589154622,0.07913990259638906,0.03434326329515716,0.0,10.0,10.0,0.0,-2.454090916608671,-2.055645606954927,
2026-0509-04-01-03-03,14,20260509,0,18.65,0,0.057766352260138,0.07155496385836578,0.057766352260138,0.013788611598227779,0.0,13.7,13.7,0.0,-2.791846812174704,-2.5630453029657043,
2026-0509-04-01-03-03,15,20260509,1,18.65,0,0.19784975649097264,0.16107437210425013,0.19784975649097264,-0.03677538438672251,0.0,4.0,4.0,3.4,-1.39978798931278,-1.650255861931082,
2026-0509-08-03-05-03,01,20260509,0,28.63,0,0.03449531381721292,0.016809739027620077,0.03449531381721292,-0.017685574789592845,0.0,22.9,22.9,0.0,-3.331827472063657,-4.0688442302930214,
2026-0509-08-03-05-03,02,20260509,0,28.63,0,0.011599745762322701,0.013933259711651054,0.011599745762322701,0.0023335139493283526,0.0,68.1,68.1,0.0,-4.445104550504877,-4.259445273235284,
2026-0509-08-03-05-03,03,20260509,0,28.63,0,0.35906485746098904,0.21863643332785618,0.35906485746098904,-0.14042842413313286,0.0,2.2,2.2,0.0,-0.5794252364928604,-1.2736303273297305,
2026-0509-08-03-05-03,04,20260509,0,28.63,0,0.01278224411673424,0.020091249169446688,0.01278224411673424,0.007309005052712448,0.0,61.8,61.8,0.0,-4.346833609571978,-3.887175100369931,
2026-0509-08-03-05-03,05,20260509,0,28.63,0,0.004781735389916319,0.03489284524679185,0.004781735389916319,0.03011110985687553,0.0,165.2,165.2,0.0,-5.338158541619985,-3.3199573354331293,
2026-0509-08-03-05-03,06,20260509,0,28.63,0,0.16121279314575016,0.200000476256971,0.16121279314575016,0.038787683111220855,0.0,4.9,4.9,0.0,-1.6492318583179866,-1.38629138451648,
2026-0509-08-03-05-03,07,20260509,0,28.63,0,0.008457630475526508,0.012504122760343949,0.008457630475526508,0.004046492284817441,0.0,93.4,93.4,0.0,-4.764192631048045,-4.36911391106254,
2026-0509-08-03-05-03,08,20260509,0,28.63,0,0.017323304526626664,0.020649171971271855,0.017323304526626664,0.003325867444645192,0.0,45.6,45.6,0.0,-4.038227492828526,-3.8592147114288595,
2026-0509-08-03-05-03,09,20260509,0,28.63,0,0.006582855720118132,0.008872732693032154,0.006582855720118132,0.0022898769729140216,0.0,120.0,120.0,0.0,-5.016682009503814,-4.715860117683942,
2026-0509-08-03-05-03,10,20260509,1,28.63,0,0.06694429545882846,0.066118352497054,0.06694429545882846,-0.0008259429617744618,0.0,11.8,11.8,7.9,-2.6346040413103458,-2.6479033586841907,
2026-0509-08-03-05-03,11,20260509,0,28.63,0,0.03623590304652183,0.029470797347289926,0.03623590304652183,-0.006765105699231902,0.0,21.8,21.8,0.0,-3.2807961277682316,-3.4944416398533247,
2026-0509-08-03-05-03,12,20260509,0,28.63,0,0.12741011071196384,0.13685262458230613,0.12741011071196384,0.009442513870342284,0.0,6.2,6.2,0.0,-1.9240545718064244,-1.8416808337192427,
2026-0509-08-03-05-03,13,20260509,0,28.63,0,0.004420496286593039,0.007467404572450438,0.004420496286593039,0.0030469082858573995,0.0,178.7,178.7,0.0,-5.417073011591634,-4.889712361785351,
2026-0509-08-03-05-03,14,20260509,0,28.63,0,0.039896095273443226,0.07266330852609203,0.039896095273443226,0.0327672132526488,0.0,19.8,19.8,0.0,-3.1807630564091913,-2.5464801449867447,
2026-0509-08-03-05-03,15,20260509,0,28.63,0,0.0759560275398246,0.057117594759868724,0.0759560275398246,-0.018838432779955873,0.0,10.4,10.4,0.0,-2.498605071912836,-2.803829363437745,
2026-0509-08-03-05-03,16,20260509,0,28.63,0,0.024010416000430877,0.030459662423860098,0.024010416000430877,0.006449246423429221,0.0,32.9,32.9,0.0,-3.704964178009425,-3.460418815593028,
2026-0509-08-03-05-03,17,20260509,0,28.63,0,0.008826175267197497,0.053460225126093934,0.008826175267197497,0.044634049858896435,0.0,89.5,89.5,0.0,-4.7211681536060395,-2.8738750710619643,
2026-0509-05-02-05-03,01,20260509,0,38.63,0,0.010395574074453172,0.01413364832462626,0.0035089608681709815,0.003738074250173088,-0.006886613206282191,75.5,224.3,0.0,,,
2026-0509-05-02-05-03,02,20260509,0,38.63,0,0.004736667728552894,0.0021107130206214054,0.0017218550048802256,-0.002625954707931489,-0.0030148127236726686,165.7,457.1,0.0,,,
2026-0509-05-02-05-03,03,20260509,0,38.63,0,0.03944049460408113,0.04254395827722113,0.06558832689422925,0.003103463673139996,0.026147832290148117,19.9,12.0,0.0,,,
2026-0509-05-02-05-03,04,20260509,0,38.63,0,0.006713993521139559,0.012808280695370872,0.00216820915352824,0.006094287174231313,-0.004545784367611319,116.9,363.0,0.0,,,
2026-0509-05-02-05-03,05,20260509,0,38.63,0,0.011928052319471345,0.020152463881469396,0.0056541661115714886,0.008224411561998051,-0.006273886207899856,65.8,139.2,0.0,,,
2026-0509-05-02-05-03,06,20260509,0,38.63,0,0.06278926740969716,0.21161111556956372,0.10635944901766906,0.14882184815986654,0.043570181607971895,12.5,7.4,0.0,,,
2026-0509-05-02-05-03,07,20260509,0,38.63,0,0.00741138661587549,0.006223849237841173,0.0022096011306309686,-0.0011875373780343172,-0.005201785485244522,105.9,356.2,0.0,,,
2026-0509-05-02-05-03,08,20260509,0,38.63,0,0.010206317849430616,0.02869395491870468,0.0033209279440116076,0.018487637069274063,-0.006885389905419008,76.9,237.0,0.0,,,
2026-0509-05-02-05-03,09,20260509,0,38.63,0,0.3567572011914611,0.22782075973154425,0.3421999664046744,-0.12893644145991684,-0.014557234786786666,2.2,2.3,0.0,,,
2026-0509-05-02-05-03,10,20260509,0,38.63,0,0.0054315975267904115,0.0043908757463758386,0.001658015426018014,-0.001040721780414573,-0.0037735821007723975,144.5,474.7,0.0,,,
2026-0509-05-02-05-03,11,20260509,0,38.63,0,0.01241876333261415,0.007605588721588253,0.004796221345099032,-0.004813174611025898,-0.007622541987515119,63.2,164.1,0.0,,,
2026-0509-05-02-05-03,12,20260509,0,38.63,0,0.031022365320996618,0.030603159492899632,0.028936026570983497,-0.0004192058280969857,-0.002086338750013121,25.3,27.2,0.0,,,
2026-0509-05-02-05-03,13,20260509,1,38.63,0,0.1706230092654814,0.16834496016836312,0.2127188980353381,-0.00227804909711829,0.042095888769856704,4.6,3.7,3.8,,,
2026-0509-05-02-05-03,14,20260509,0,38.63,0,0.02556566262609819,0.03112437995986197,0.013808068819837737,0.005558717333763778,-0.011757593806260453,30.7,57.0,0.0,,,
2026-0509-05-02-05-03,15,20260509,0,38.63,0,0.11374867284365427,0.09612088530501264,0.06965132059564169,-0.017627787538641623,-0.044097352248012575,6.9,11.3,0.0,,,
2026-0509-05-02-05-03,16,20260509,0,38.63,0,0.1308109737702024,0.0957114069489357,0.1356999866777157,-0.03509956682126669,0.004889012907513313,6.0,5.8,0.0,,,
2026-0509-04-01-03-04,01,20260509,0,10.65,0,0.016527262566076742,0.00987501967405325,0.01583464832772123,-0.0066522428920234924,-0.0006926142383555135,48.3,50.2,0.0,-4.086078623368756,-4.607822874819781,
2026-0509-04-01-03-04,02,20260509,0,10.65,0,0.16984399615776735,0.1326797847388947,0.16912752043651186,-0.03716421141887266,-0.000716475721255494,4.7,4.7,0.0,-1.5867332934919762,-1.8774696540176405,
2026-0509-04-01-03-04,03,20260509,0,10.65,0,0.14782718184101973,0.11024779287602135,0.1472035826021492,-0.03757938896499838,-0.0006235992388705369,5.4,5.4,0.0,-1.7517454432559134,-2.0882125101371543,
2026-0509-04-01-03-04,04,20260509,0,10.65,0,0.015652289841990324,0.05972439207710719,0.014019388819252304,0.044072102235116865,-0.0016329010227380206,51.0,56.7,0.0,-4.141361976550441,-2.756432517747846,
2026-0509-04-01-03-04,05,20260509,0,10.65,0,0.016159246598006206,0.07294808951040171,0.015464967822015676,0.05678884291239551,-0.0006942787759905301,49.4,51.4,0.0,-4.108971617386185,-2.542261476770883,
2026-0509-04-01-03-04,06,20260509,0,10.65,0,0.1140381117059295,0.0792198627519691,0.11355704943594366,-0.03481824895396041,-0.00048106226998584356,7.0,7.0,0.0,-2.050141228476249,-2.452994226284691,
2026-0509-04-01-03-04,07,20260509,0,10.65,0,0.19956669548537664,0.1735079878509457,0.20918403843463307,-0.02605870763443094,0.009617342949256424,4.0,3.8,0.0,-1.3890047180126563,-1.560966614729087,
2026-0509-04-01-03-04,08,20260509,0,10.65,0,0.026172681375131367,0.016600646561775505,0.02589248684207185,-0.009572034813355862,-0.00028019453305951764,30.5,30.7,0.0,-3.616517825808937,-4.081573653393214,
2026-0509-04-01-03-04,09,20260509,0,10.65,0,0.038750814657354686,0.07355712075079912,0.03896565421821597,0.034806306093444435,0.00021483956086128242,20.6,20.4,0.0,-3.2110818943276245,-2.5332901341745266,
2026-0509-04-01-03-04,10,20260509,0,10.65,0,0.12875270676475914,0.1603707933223311,0.13031136820518127,0.03161808655757195,0.0015586614404221322,6.2,6.1,0.0,-1.9120322925713207,-1.6554717814272555,
2026-0509-04-01-03-04,11,20260509,1,10.65,0,0.12670901300658835,0.11126850988570122,0.12043929485630389,-0.015440503120887128,-0.006269718150284459,6.3,6.6,9.3,-1.93037559734394,-2.077848865823321,
2026-0509-08-03-05-04,01,20260509,0,17.78,0,0.017710219506674615,0.021204097180289663,0.014723635734465463,0.0034938776736150486,-0.0029865837722091518,44.9,53.8,0.0,-4.015744510752977,-3.832128719411676,
2026-0509-08-03-05-04,02,20260509,0,17.78,0,0.08934706245502137,0.0919896703674492,0.10704481115057321,0.002642607912427833,0.017697748695551838,8.9,7.4,0.0,-2.3216334917740946,-2.289579462653245,
2026-0509-08-03-05-04,03,20260509,0,17.78,0,0.0057789887779774,0.010087257570725731,0.004134298551744477,0.004308268792748331,-0.0016446902262329229,137.6,191.6,0.0,-5.147730811763916,-4.586343799618373,
2026-0509-08-03-05-04,04,20260509,0,17.78,0,0.016740818017888216,0.02847678081665191,0.01667645478977351,0.011735962798763693,-6.436322811470552e-05,47.5,47.5,0.0,-4.073022819738594,-3.5297761218431405,
2026-0509-08-03-05-04,05,20260509,0,17.78,0,0.004908573184257347,0.008950215412625941,0.003625316258646416,0.004041642228368595,-0.0012832569256109308,162.0,218.5,0.0,-5.311851313446037,-4.707087169339052,
2026-0509-08-03-05-04,06,20260509,0,17.78,0,0.1347777721779136,0.08281420363618959,0.1616595107171922,-0.051963568541724,0.02688173853927861,5.9,4.9,0.0,-1.8593590946539742,-2.4047104768184298,
2026-0509-08-03-05-04,07,20260509,0,17.78,0,0.03285904363015249,0.05229768979935374,0.02799051598990254,0.019438646169201247,-0.004868527640249951,24.2,28.3,0.0,-3.3821172436923272,-2.8970882361663377,
2026-0509-08-03-05-04,08,20260509,1,17.78,0,0.11524476171734642,0.19204933588220868,0.13202193375237364,0.07680457416486226,0.016777172035027224,6.9,6.0,5.3,-2.0382528104765707,-1.4367487006571058,
