race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,planned_stake_yen_100unit,settled_stake_yen_100unit,horse_refunded,prediction_issued,race_status,result_resolved,payout_resolved,payout_final,actual_execution_date,evaluable,evaluation_exclusion_reason,profit_loss_yen_100unit
20260906-01-01,01,01,,1700,13,1,ルージュエピック,,,58.8,11,68.3,11,0.0146,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,2,テンレッドサン,◎,1,6.0,4,5.8,4,0.1724,0.20199999999999999,1.21,接戦,False,2,0,200,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,3,エリカビアリッツ,○,2,3.6,1,3.2,1,0.3125,0.215,0.77,接戦,False,4,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,4,ルージュリヴィエラ,▲,3,9.3,5,10.6,5,0.0943,0.079,0.74,接戦,False,12,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,5,サンセリテ,,,14.6,7,16.4,6,0.061,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,6,ウォータースパウト,△,4,5.7,3,5.6,3,0.1786,0.10300000000000001,0.59,接戦,False,3,0,210,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,7,ワンダーアスク,,,23.7,9,19.4,9,0.0515,,,,False,1,1940,490,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,8,クリコイーコ,,,14.5,6,17.3,8,0.0578,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,9,シンデレラカラー,,,222.6,12,287.4,12,0.0035,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,10,セラサイト,☆,5,4.2,2,4.3,2,0.2326,0.12300000000000001,0.52,接戦,False,8,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,11,マスカルポーネ,,,15.8,8,16.6,7,0.0602,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,12,ティンクルバレット,,,44.5,10,56.9,10,0.0176,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-01,01,01,,1700,13,13,サマースプラッシュ,,,274.0,13,365.1,13,0.0027,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,1,マイネルリコルディ,,,7.5,4,7.5,4,0.1333,,,,False,1,750,160,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,2,ロゼプレミア,△,4,3.0,1,3.0,1,0.3333,0.20600000000000002,0.62,接戦,False,2,0,120,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,3,ソフィーサンライズ,☆,5,96.0,10,120.1,10,0.0083,0.021,2.01,接戦,False,10,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,4,アオイゲート,◎,1,3.2,2,3.3,3,0.303,0.187,0.6,接戦,False,7,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,5,ラヴァンドローリエ,,,93.9,9,99.9,9,0.01,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,6,イッペイ,○,2,3.2,2,3.2,2,0.3125,0.235,0.75,接戦,False,3,0,130,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,7,マサノブルスカイ,,,23.5,7,23.5,7,0.0426,,,,False,5,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,8,バトルナイト,,,22.4,7,20.7,6,0.0483,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,9,アオイノリプー,▲,3,15.9,5,15.9,5,0.0629,0.063,1.01,接戦,False,4,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-02,01,02,,2000,10,10,ブライトシーン,,,79.4,8,95.0,8,0.0105,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,1,ニシノモリミチ,,,44.1,8,49.8,10,0.0201,,,,False,14,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,2,アオイミズホ,◎,1,10.4,6,10.4,6,0.0962,0.158,1.64,標準,False,5,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,3,ゴンフィンガー,○,2,4.2,2,4.5,3,0.2222,0.198,0.83,標準,False,12,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,4,シンエンドーツダ,☆,5,10.1,6,9.9,5,0.101,0.059000000000000004,0.59,標準,False,7,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,5,ブルーアンビエンス,,,52.8,9,36.3,8,0.0275,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,6,ツクバヴァンガード,,,18.6,7,18.6,7,0.0538,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,7,ロスニーニョス,,,302.1,13,426.6,13,0.0023,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,8,マコトアディントン,,,6.9,4,6.9,4,0.1449,,,,False,2,0,210,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,9,アメリカンダンス,,,153.2,12,191.6,12,0.0052,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,10,イセッセイ,,,404.9,14,586.0,14,0.0017,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,11,ジャストグレース,△,4,54.8,10,48.7,9,0.0205,0.038,2.06,標準,False,10,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,12,ヘイジュード,,,3.2,1,3.2,1,0.3125,,,,False,1,320,180,0,0,False,True,RUN,True,True,True,20260906,True,,0
20260906-01-03,01,03,,1700,14,13,ブラックパロット,,,88.5,11,123.8,11,0.0081,,,,False,11,0,0,0,0,False,True,RUN,True,True,True,20260906,True,,0
