race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260906-01-01,01,01,1,ルージュエピック,7
20260906-01-01,01,01,2,テンレッドサン,2
20260906-01-01,01,01,3,エリカビアリッツ,4
20260906-01-01,01,01,4,ルージュリヴィエラ,12
20260906-01-01,01,01,5,サンセリテ,6
20260906-01-01,01,01,6,ウォータースパウト,3
20260906-01-01,01,01,7,ワンダーアスク,1
20260906-01-01,01,01,8,クリコイーコ,5
20260906-01-01,01,01,9,シンデレラカラー,10
20260906-01-01,01,01,10,セラサイト,8
20260906-01-01,01,01,11,マスカルポーネ,11
20260906-01-01,01,01,12,ティンクルバレット,13
20260906-01-01,01,01,13,サマースプラッシュ,9
20260906-01-02,01,02,1,マイネルリコルディ,1
20260906-01-02,01,02,2,ロゼプレミア,2
20260906-01-02,01,02,3,ソフィーサンライズ,10
20260906-01-02,01,02,4,アオイゲート,7
20260906-01-02,01,02,5,ラヴァンドローリエ,8
20260906-01-02,01,02,6,イッペイ,3
20260906-01-02,01,02,7,マサノブルスカイ,5
20260906-01-02,01,02,8,バトルナイト,9
20260906-01-02,01,02,9,アオイノリプー,4
20260906-01-02,01,02,10,ブライトシーン,6
20260906-01-03,01,03,1,ニシノモリミチ,14
20260906-01-03,01,03,2,アオイミズホ,5
20260906-01-03,01,03,3,ゴンフィンガー,12
20260906-01-03,01,03,4,シンエンドーツダ,7
20260906-01-03,01,03,5,ブルーアンビエンス,6
20260906-01-03,01,03,6,ツクバヴァンガード,4
20260906-01-03,01,03,7,ロスニーニョス,13
20260906-01-03,01,03,8,マコトアディントン,2
20260906-01-03,01,03,9,アメリカンダンス,8
20260906-01-03,01,03,10,イセッセイ,9
20260906-01-03,01,03,11,ジャストグレース,10
20260906-01-03,01,03,12,ヘイジュード,1
20260906-01-03,01,03,13,ブラックパロット,11
20260906-01-03,01,03,14,ロードステラート,3
20260906-01-04,01,04,1,ロジスカヤ,6
20260906-01-04,01,04,2,メイショウテンジン,1
20260906-01-04,01,04,3,グローリアスダンス,12
20260906-01-04,01,04,4,ブラックジャック,7
20260906-01-04,01,04,5,テンタイムトップ,9
20260906-01-04,01,04,6,ドラリズム,11
20260906-01-04,01,04,7,フルムーン,16
20260906-01-04,01,04,8,リアララ,3
20260906-01-04,01,04,9,エンジェルサン,4
20260906-01-04,01,04,10,ヒルノボローニャ,8
20260906-01-04,01,04,11,スピットブレイク,13
20260906-01-04,01,04,12,ソレイユルヴァン,5
20260906-01-04,01,04,13,メーレスブリーゼ,15
20260906-01-04,01,04,14,ルージュフィーリア,2
20260906-01-04,01,04,15,アドマイヤパープル,10
20260906-01-04,01,04,16,メメボス,14
20260906-01-05,01,05,1,カタカムナ,13
20260906-01-05,01,05,2,スチョウプリンセス,12
20260906-01-05,01,05,3,ゴールドエンバー,8
20260906-01-05,01,05,4,レッドレグルス,1
20260906-01-05,01,05,5,ラッキーシグネチャ,5
20260906-01-05,01,05,6,ダイナソーコー,3
20260906-01-05,01,05,7,アージュドール,11
20260906-01-05,01,05,8,デイズインザサン,9
20260906-01-05,01,05,9,ブライスフェアリー,2
20260906-01-05,01,05,10,ゴコウコイコイ,0
20260906-01-05,01,05,11,フォーチュンローズ,4
20260906-01-05,01,05,12,ブリリアンブルーム,15
20260906-01-05,01,05,13,スリールーディカ,14
20260906-01-05,01,05,14,サクセスブルー,7
20260906-01-05,01,05,15,フクチャンブラック,10
20260906-01-05,01,05,16,インテンスゲイズ,6
20260906-01-06,01,06,1,キャンドルマス,4
20260906-01-06,01,06,2,ステラノヴァ,2
20260906-01-06,01,06,3,シェイプオブユー,8
20260906-01-06,01,06,4,アドリアフレイバー,9
20260906-01-06,01,06,5,パドゼフィール,5
20260906-01-06,01,06,6,ディアフリーゼ,6
20260906-01-06,01,06,7,レストプレドゥモア,7
20260906-01-06,01,06,8,ヒナノムサシ,10
20260906-01-06,01,06,9,マカニ,11
20260906-01-06,01,06,10,ロードヴィゴラス,1
20260906-01-06,01,06,11,ドリームガッサン,12
20260906-01-06,01,06,12,スパークルジョイ,3
20260906-01-07,01,07,1,ネネキリマル,11
20260906-01-07,01,07,2,ダブルチャレンジ,13
20260906-01-07,01,07,3,ライトニングロッド,14
20260906-01-07,01,07,4,スプリングデイ,3
20260906-01-07,01,07,5,ペガサスノース,4
20260906-01-07,01,07,6,バレンタインビスタ,10
20260906-01-07,01,07,7,フレンドモナコ,15
20260906-01-07,01,07,8,コスモファーブロス,5
20260906-01-07,01,07,9,レッドアイスピア,6
20260906-01-07,01,07,10,クレセントウイング,8
20260906-01-07,01,07,11,カリヨンアヴォン,7
20260906-01-07,01,07,12,ウィングブルー,1
20260906-01-07,01,07,13,ジャンヌローサ,9
20260906-01-07,01,07,14,ディーズメンフィス,12
20260906-01-07,01,07,15,ルージュナリッシュ,16
20260906-01-07,01,07,16,ラヴノー,2
20260906-01-08,01,08,1,ザカリナン,8
20260906-01-08,01,08,2,コスモキャバリエ,2
20260906-01-08,01,08,3,シュガービスケッツ,6
20260906-01-08,01,08,4,タイキプレジール,5
20260906-01-08,01,08,5,グロリアスマーチ,3
20260906-01-08,01,08,6,アルマロクザン,4
20260906-01-08,01,08,7,アクアアイ,9
20260906-01-08,01,08,8,ゴーゴーリチャード,10
20260906-01-08,01,08,9,クラウンアールシー,14
20260906-01-08,01,08,10,レッドカメリア,12
20260906-01-08,01,08,11,ルールザウェイヴ,1
20260906-01-08,01,08,12,トクシージェネラル,13
20260906-01-08,01,08,13,ブライトフレア,7
20260906-01-08,01,08,14,クリスレジーナ,11
20260906-01-09,01,09,1,ヒミノエトワール,6
