race_id,track_code,race_num,horse_num,horse_name,final_odds,final_popularity,odds_fetched_at
20260808-01-01,01,01,1,ルージュエピック,11.1,7,
20260808-01-01,01,01,2,セラサイト,10.7,6,
20260808-01-01,01,01,3,ジェイストリーク,9.7,4,
20260808-01-01,01,01,4,アルデバローズ,187.3,13,
20260808-01-01,01,01,5,サマースプラッシュ,118.7,12,
20260808-01-01,01,01,6,ルージュボニート,2.8,1,
20260808-01-01,01,01,7,ハスカップジャム,364.0,14,
20260808-01-01,01,01,8,サンエンジェルス,12.2,8,
20260808-01-01,01,01,9,フィーユレアル,21.0,9,
20260808-01-01,01,01,10,マーゴットクリュグ,10.6,5,
20260808-01-01,01,01,11,ルパピヨンブラン,46.3,10,
20260808-01-01,01,01,12,ワイルドカグラ,57.4,11,
20260808-01-01,01,01,13,シャドウルーラー,7.6,3,
20260808-01-01,01,01,14,ジーティービキニ,4.7,2,
20260808-01-02,01,02,1,ランダムナンバー,16.9,7,2026-08-08T10:30:02
20260808-01-02,01,02,2,ショパンコンクール,9.3,4,2026-08-08T10:30:02
20260808-01-02,01,02,3,アルデシンザン,3.2,2,2026-08-08T10:30:02
20260808-01-02,01,02,4,リアルジャパン,11.2,6,2026-08-08T10:30:02
20260808-01-02,01,02,5,トルネードサンダー,9.4,5,2026-08-08T10:30:02
20260808-01-02,01,02,6,アズライトティアラ,65.3,10,2026-08-08T10:30:02
20260808-01-02,01,02,7,チカバリエンテ,3.0,1,2026-08-08T10:30:02
20260808-01-02,01,02,8,サンシルヴァリー,106.6,11,2026-08-08T10:30:02
20260808-01-02,01,02,9,ライフイズアート,8.1,3,2026-08-08T10:30:02
20260808-01-02,01,02,10,ジャストワナフライ,24.7,9,2026-08-08T10:30:02
20260808-01-02,01,02,11,ルギッドドランジュ,17.8,8,2026-08-08T10:30:02
20260808-01-02,01,02,12,ゴートゥービッツン,147.9,12,2026-08-08T10:30:02
20260808-01-02,01,02,13,リラカリス,256.3,13,2026-08-08T10:30:02
20260808-01-03,01,03,1,ホウオウチャールズ,184.5,11,2026-08-08T11:00:02
20260808-01-03,01,03,2,ジングアップ,46.8,9,2026-08-08T11:00:02
20260808-01-03,01,03,3,ロスニーニョス,292.8,13,2026-08-08T11:00:02
20260808-01-03,01,03,4,シンエンドーツダ,3.6,1,2026-08-08T11:00:02
20260808-01-03,01,03,5,フロムザムーン,48.5,10,2026-08-08T11:00:02
20260808-01-03,01,03,6,ニシノモリミチ,8.2,5,2026-08-08T11:00:02
20260808-01-03,01,03,7,ダディーズソード,283.3,12,2026-08-08T11:00:02
20260808-01-03,01,03,8,デルマバンダイサン,16.3,7,2026-08-08T11:00:02
20260808-01-03,01,03,9,ヘリオポリス,449.1,14,2026-08-08T11:00:02
20260808-01-03,01,03,10,リン,5.1,4,2026-08-08T11:00:02
20260808-01-03,01,03,11,ビレッジルイーザ,15.3,6,2026-08-08T11:00:02
20260808-01-03,01,03,12,マルシュボヌール,23.3,8,2026-08-08T11:00:02
20260808-01-03,01,03,13,イトシサ,4.4,2,2026-08-08T11:00:02
20260808-01-03,01,03,14,インタノン,4.6,3,2026-08-08T11:00:02
20260808-01-04,01,04,1,サンウリエル,47.5,9,2026-08-08T11:30:02
20260808-01-04,01,04,2,アセンブリールーム,7.0,5,2026-08-08T11:30:02
20260808-01-04,01,04,3,アッシュバーグ,177.7,12,2026-08-08T11:30:02
20260808-01-04,01,04,4,ダノンフィオーレ,6.9,4,2026-08-08T11:30:02
20260808-01-04,01,04,5,コスモレッド,72.9,11,2026-08-08T11:30:02
