race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260628-02-01,02,01,,1200,8,1,チカバリエンテ,◎,1,7.4,5,7.4,5,0.1351,0.114,0.84,混戦,False,2,0,210,0
20260628-02-01,02,01,,1200,8,2,パンジャケリー,,,5.2,4,5.2,4,0.1923,,,,False,8,0,0,0
20260628-02-01,02,01,,1200,8,3,ウィルレーヴィア,,,73.1,7,73.1,7,0.0137,,,,False,4,0,0,0
20260628-02-01,02,01,,1200,8,4,キセキノユニコーン,△,4,3.8,2,3.8,2,0.2632,0.16699999999999998,0.63,混戦,False,7,0,0,0
20260628-02-01,02,01,,1200,8,5,シークレットタワー,▲,3,5.0,3,5.0,3,0.2,0.132,0.66,混戦,False,5,0,0,0
20260628-02-01,02,01,,1200,8,6,ガーシュウィン,,,85.1,8,85.1,8,0.0118,,,,False,3,0,1790,0
20260628-02-01,02,01,,1200,8,7,ダイシンドラゴン,○,2,2.4,1,2.4,1,0.4167,0.192,0.46,混戦,False,1,240,120,0
20260628-02-01,02,01,,1200,8,8,アイルドフルール,☆,5,37.6,6,37.6,6,0.0266,0.06,2.27,混戦,False,6,0,0,0
20260628-02-02,02,02,,1700,14,1,メイショウタイザン,,,7.7,4,7.7,4,0.1299,,,,False,4,0,0,0
20260628-02-02,02,02,,1700,14,2,ロジクリスエス,,,41.4,10,41.4,10,0.0242,,,,False,9,0,0,0
20260628-02-02,02,02,,1700,14,3,ライカ,○,2,4.8,2,4.8,2,0.2083,0.09,0.43,標準,False,1,480,160,0
20260628-02-02,02,02,,1700,14,4,テリコス,,,12.5,6,12.5,6,0.08,,,,False,14,0,0,0
20260628-02-02,02,02,,1700,14,5,テンレッドサン,◎,1,2.6,1,2.6,1,0.3846,0.21899999999999997,0.57,標準,False,3,0,120,0
20260628-02-02,02,02,,1700,14,6,アドフランマム,,,72.7,11,72.7,11,0.0138,,,,False,10,0,0,0
20260628-02-02,02,02,,1700,14,7,マルシュボヌール,▲,3,21.7,7,21.7,7,0.0461,0.053,1.15,標準,False,6,0,0,0
20260628-02-02,02,02,,1700,14,8,サンオブザサン,,,32.3,8,32.3,8,0.031,,,,False,2,0,500,0
20260628-02-02,02,02,,1700,14,9,スマートイデアル,,,177.4,13,177.4,13,0.0056,,,,False,12,0,0,0
20260628-02-02,02,02,,1700,14,10,ヒルノボローニャ,△,4,5.5,3,5.5,3,0.1818,0.086,0.47,標準,False,7,0,0,0
20260628-02-02,02,02,,1700,14,11,モノノケ,,,209.8,14,209.8,14,0.0048,,,,False,11,0,0,0
20260628-02-02,02,02,,1700,14,12,ロスニーニョス,☆,5,37.7,9,37.7,9,0.0265,0.004,0.16,標準,False,8,0,0,0
20260628-02-02,02,02,,1700,14,13,ルナノーヴァ,,,129.7,12,129.7,12,0.0077,,,,False,13,0,0,0
20260628-02-02,02,02,,1700,14,14,ヤマメイッカ,,,8.4,5,8.4,5,0.119,,,,False,5,0,0,0
20260628-02-03,02,03,,1000,11,1,エコロセレナ,☆,5,7.2,3,7.2,3,0.1389,0.096,0.69,標準,False,3,0,150,0
20260628-02-03,02,03,,1000,11,2,アジーザム,,,132.2,10,132.2,10,0.0076,,,,False,5,0,0,0
20260628-02-03,02,03,,1000,11,3,ビップアリス,,,191.9,11,191.9,11,0.0052,,,,False,9,0,0,0
20260628-02-03,02,03,,1000,11,4,ブザービーター,,,60.2,7,60.2,7,0.0166,,,,False,10,0,0,0
20260628-02-03,02,03,,1000,11,5,ホワイトラバーズ,,,87.4,9,87.4,9,0.0114,,,,False,4,0,0,0
20260628-02-03,02,03,,1000,11,6,ハナイロマヒナ,▲,3,29.0,6,29.0,6,0.0345,0.047,1.36,標準,False,7,0,0,0
20260628-02-03,02,03,,1000,11,7,イングラム,◎,1,1.6,1,1.6,1,0.625,0.242,0.39,標準,False,1,160,110,0
20260628-02-03,02,03,,1000,11,8,ビタミンドロップ,△,4,4.9,2,4.9,2,0.2041,0.084,0.41,標準,False,2,0,130,0
20260628-02-03,02,03,,1000,11,9,ジャーナーリア,○,2,,,,0,,0.002,,標準,False,0,0,0,0
20260628-02-03,02,03,,1000,11,10,ウィズアツインクル,,,10.4,5,10.4,5,0.0962,,,,False,8,0,0,0
20260628-02-03,02,03,,1000,11,11,コシタンタン,,,70.7,8,70.7,8,0.0141,,,,False,6,0,0,0
20260628-02-03,02,03,,1000,11,12,ヴェンデボヌール,,,7.6,4,7.6,4,0.1316,,,,False,11,0,0,0
20260628-02-04,02,04,,2600,16,1,ミカレオス,,,180.8,16,194.6,16,0.0051,,,,False,15,0,0,0
20260628-02-04,02,04,,2600,16,2,ブリックアブラック,,,95.2,13,100.2,13,0.01,,,,False,13,0,0,0
20260628-02-04,02,04,,2600,16,3,フォーチュンローズ,▲,3,4.5,2,4.3,2,0.2326,0.07,0.32,接戦,False,4,0,0,0
20260628-02-04,02,04,,2600,16,4,ウインブリザード,,,27.6,9,28.7,9,0.0348,,,,False,10,0,0,0
20260628-02-04,02,04,,2600,16,5,ブッチギレ,,,82.6,12,86.2,12,0.0116,,,,False,16,0,0,0
20260628-02-04,02,04,,2600,16,6,アルタティール,,,46.6,11,49.8,11,0.0201,,,,False,11,0,0,0
