race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260628-02-01,02,01,1,チカバリエンテ,2
20260628-02-01,02,01,2,パンジャケリー,8
20260628-02-01,02,01,3,ウィルレーヴィア,4
20260628-02-01,02,01,4,キセキノユニコーン,7
20260628-02-01,02,01,5,シークレットタワー,5
20260628-02-01,02,01,6,ガーシュウィン,3
20260628-02-01,02,01,7,ダイシンドラゴン,1
20260628-02-01,02,01,8,アイルドフルール,6
20260628-02-02,02,02,1,メイショウタイザン,4
20260628-02-02,02,02,2,ロジクリスエス,9
20260628-02-02,02,02,3,ライカ,1
20260628-02-02,02,02,4,テリコス,14
20260628-02-02,02,02,5,テンレッドサン,3
20260628-02-02,02,02,6,アドフランマム,10
20260628-02-02,02,02,7,マルシュボヌール,6
20260628-02-02,02,02,8,サンオブザサン,2
20260628-02-02,02,02,9,スマートイデアル,12
20260628-02-02,02,02,10,ヒルノボローニャ,7
20260628-02-02,02,02,11,モノノケ,11
20260628-02-02,02,02,12,ロスニーニョス,8
20260628-02-02,02,02,13,ルナノーヴァ,13
20260628-02-02,02,02,14,ヤマメイッカ,5
20260628-02-03,02,03,1,エコロセレナ,3
20260628-02-03,02,03,2,アジーザム,5
20260628-02-03,02,03,3,ビップアリス,9
20260628-02-03,02,03,4,ブザービーター,10
20260628-02-03,02,03,5,ホワイトラバーズ,4
20260628-02-03,02,03,6,ハナイロマヒナ,7
20260628-02-03,02,03,7,イングラム,1
20260628-02-03,02,03,8,ビタミンドロップ,2
20260628-02-03,02,03,9,ジャーナーリア,0
20260628-02-03,02,03,10,ウィズアツインクル,8
20260628-02-03,02,03,11,コシタンタン,6
20260628-02-03,02,03,12,ヴェンデボヌール,11
20260628-02-04,02,04,1,ミカレオス,15
20260628-02-04,02,04,2,ブリックアブラック,13
20260628-02-04,02,04,3,フォーチュンローズ,4
20260628-02-04,02,04,4,ウインブリザード,10
20260628-02-04,02,04,5,ブッチギレ,16
20260628-02-04,02,04,6,アルタティール,11
20260628-02-04,02,04,7,カノープス,14
20260628-02-04,02,04,8,ソルトハッピー,8
20260628-02-04,02,04,9,ウインアトム,9
20260628-02-04,02,04,10,ホウオウファミリー,6
20260628-02-04,02,04,11,ヴィラジョヴィス,2
20260628-02-04,02,04,12,タビニュ,3
20260628-02-04,02,04,13,ジングアップ,5
20260628-02-04,02,04,14,ノリマル,1
20260628-02-04,02,04,15,ティラユール,12
