race_id,track_code,race_num,horse_num,horse_name,final_odds,final_popularity,odds_fetched_at
20260719-02-01,02,01,1,ステラトップガン,1.7,1,2026-07-19T09:40:03
20260719-02-01,02,01,2,リーゼントエース,17.8,5,2026-07-19T09:40:03
20260719-02-01,02,01,3,リアルジャパン,20.8,6,2026-07-19T09:40:03
20260719-02-01,02,01,4,ショパンコンクール,6.0,4,2026-07-19T09:40:03
20260719-02-01,02,01,5,タイフーンナイン,4.9,2,2026-07-19T09:40:03
20260719-02-01,02,01,6,ゴートゥービッツン,132.0,8,2026-07-19T09:40:03
20260719-02-01,02,01,7,アイルドフルール,114.0,7,2026-07-19T09:40:03
20260719-02-01,02,01,8,キチロクタワー,5.1,3,2026-07-19T09:40:03
20260719-02-02,02,02,1,デルマハルナ,44.9,8,2026-07-19T10:10:03
20260719-02-02,02,02,2,ラブデウザ,37.2,7,2026-07-19T10:10:03
20260719-02-02,02,02,3,ハネマン,97.9,9,2026-07-19T10:10:03
20260719-02-02,02,02,4,ジャーナーリア,2.1,1,2026-07-19T10:10:03
20260719-02-02,02,02,5,ミスマラッカ,16.2,5,2026-07-19T10:10:03
20260719-02-02,02,02,6,ホワイトラバーズ,24.8,6,2026-07-19T10:10:03
20260719-02-02,02,02,7,ミスチヴマリアンヌ,12.8,4,2026-07-19T10:10:03
20260719-02-02,02,02,8,エコロセレナ,2.7,2,2026-07-19T10:10:03
20260719-02-02,02,02,9,アルマフレイヤ,102.6,10,2026-07-19T10:10:03
20260719-02-02,02,02,10,トルークマクト,6.1,3,2026-07-19T10:10:03
20260719-02-03,02,03,1,サクセスゴールド,24.4,8,2026-07-19T10:40:03
20260719-02-03,02,03,2,デルマバンダイサン,8.9,6,2026-07-19T10:40:03
20260719-02-03,02,03,3,ルージュリヴィエラ,5.7,4,2026-07-19T10:40:03
20260719-02-03,02,03,4,ロジクリスエス,67.2,10,2026-07-19T10:40:03
20260719-02-03,02,03,5,マスカルポーネ,40.2,9,2026-07-19T10:40:03
20260719-02-03,02,03,6,キヨタリート,82.0,11,2026-07-19T10:40:03
20260719-02-03,02,03,7,キセログラフィカ,12.7,7,2026-07-19T10:40:03
20260719-02-03,02,03,8,トーレス,347.6,14,2026-07-19T10:40:03
20260719-02-03,02,03,9,ブレイズランナー,5.0,2,2026-07-19T10:40:03
20260719-02-03,02,03,10,ドゥブルヴェ,185.4,13,2026-07-19T10:40:03
20260719-02-03,02,03,11,ホウオウファラオ,5.0,3,2026-07-19T10:40:03
20260719-02-03,02,03,12,スマートコーラル,8.5,5,2026-07-19T10:40:03
20260719-02-03,02,03,13,ニシノモリミチ,3.7,1,2026-07-19T10:40:03
20260719-02-03,02,03,14,ダイユウアドバンス,129.4,12,2026-07-19T10:40:03
20260719-02-04,02,04,1,フクチャンブラック,109.0,12,2026-07-19T11:10:03
20260719-02-04,02,04,2,プリュイドール,14.1,7,2026-07-19T11:10:03
20260719-02-04,02,04,3,ウインカトリーヌ,5.8,2,2026-07-19T11:10:03
20260719-02-04,02,04,4,フィエスタ,85.8,11,2026-07-19T11:10:03
20260719-02-04,02,04,5,ヤクジョ,129.5,13,2026-07-19T11:10:03
20260719-02-04,02,04,6,ワダツミ,13.9,6,2026-07-19T11:10:03
