race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260719-02-01,02,01,,1200,8,1,ステラトップガン,○,2,1.5,1,1.7,1,0.5882,0.325,0.49,接戦,False,1,170,110,0
20260719-02-01,02,01,,1200,8,2,リーゼントエース,,,18.2,5,17.8,5,0.0562,,,,False,8,0,0,0
20260719-02-01,02,01,,1200,8,3,リアルジャパン,☆,5,21.2,6,20.8,6,0.0481,0.039,0.83,接戦,False,3,0,270,0
20260719-02-01,02,01,,1200,8,4,ショパンコンクール,▲,3,6.0,3,6.0,4,0.1667,0.157,0.94,接戦,False,5,0,0,0
20260719-02-01,02,01,,1200,8,5,タイフーンナイン,△,4,7.3,4,4.9,2,0.2041,0.16399999999999998,1.2,接戦,False,2,0,170,0
20260719-02-01,02,01,,1200,8,6,ゴートゥービッツン,,,86.3,8,132.0,8,0.0076,,,,False,6,0,0,0
20260719-02-01,02,01,,1200,8,7,アイルドフルール,,,54.2,7,114.0,7,0.0088,,,,False,7,0,0,0
20260719-02-01,02,01,,1200,8,8,キチロクタワー,◎,1,5.5,2,5.1,3,0.1961,0.138,0.76,接戦,False,4,0,0,0
20260719-02-02,02,02,,1000,10,1,デルマハルナ,,,,,44.9,8,0.0223,,,,False,3,0,870,0
20260719-02-02,02,02,,1000,10,2,ラブデウザ,☆,5,,,37.2,7,0.0269,0.025,,標準,False,5,0,0,0
20260719-02-02,02,02,,1000,10,3,ハネマン,,,,,97.9,9,0.0102,,,,False,10,0,0,0
20260719-02-02,02,02,,1000,10,4,ジャーナーリア,○,2,,,2.1,1,0.4762,0.27899999999999997,,標準,False,2,0,130,0
20260719-02-02,02,02,,1000,10,5,ミスマラッカ,,,,,16.2,5,0.0617,,,,False,8,0,0,0
20260719-02-02,02,02,,1000,10,6,ホワイトラバーズ,△,4,,,24.8,6,0.0403,0.067,,標準,False,7,0,0,0
20260719-02-02,02,02,,1000,10,7,ミスチヴマリアンヌ,,,,,12.8,4,0.0781,,,,False,1,1280,300,0
