race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260802-01-01,01,01,1,タガノシルフィー,2
20260802-01-01,01,01,2,ヒマラヤミュサ,12
20260802-01-01,01,01,3,ワンダーアスク,5
20260802-01-01,01,01,4,ダノンルミエール,13
20260802-01-01,01,01,5,ローゾフィア,1
20260802-01-01,01,01,6,フレンチブラッサム,4
20260802-01-01,01,01,7,ザンシュトーム,10
20260802-01-01,01,01,8,ストリートクイーン,3
20260802-01-01,01,01,9,ドゥブルヴェ,7
20260802-01-01,01,01,10,アインプロージット,14
20260802-01-01,01,01,11,クルサール,11
20260802-01-01,01,01,12,ヨドノサファイア,6
20260802-01-01,01,01,13,レーヌペスカ,8
20260802-01-01,01,01,14,テリオスリコ,9
20260802-01-02,01,02,1,スカイピア,5
20260802-01-02,01,02,2,ニシノマーレ,7
20260802-01-02,01,02,3,ペカリーナ,4
20260802-01-02,01,02,4,シーシェル,6
20260802-01-02,01,02,5,モンテール,13
20260802-01-02,01,02,6,ロックフラワー,9
20260802-01-02,01,02,7,ポセイドンテソーロ,10
20260802-01-02,01,02,8,エグジスタンス,1
20260802-01-02,01,02,9,ミアエッテ,12
20260802-01-02,01,02,10,グローリーバローズ,3
20260802-01-02,01,02,11,ショウナンバーボン,2
20260802-01-02,01,02,12,ブルーエ,8
20260802-01-02,01,02,13,アトリ,11
20260802-01-02,01,02,14,メイショウタダツグ,14
20260802-01-03,01,03,1,モズヴイ,9
20260802-01-03,01,03,2,ワンダーゾルダート,6
20260802-01-03,01,03,3,ワンダーブリッツ,1
20260802-01-03,01,03,4,エースオブゴールド,5
20260802-01-03,01,03,5,イーサンミラー,3
20260802-01-03,01,03,6,ヘリオポリス,8
20260802-01-03,01,03,7,イントゥゴールデン,10
20260802-01-03,01,03,8,ゴンフィンガー,2
20260802-01-03,01,03,9,ハイランダー,7
20260802-01-03,01,03,10,カンフージョン,11
20260802-01-03,01,03,11,ホウオウロレンシア,4
20260802-01-04,01,04,1,エナジーショット,12
20260802-01-04,01,04,2,ワンダフルデイズ,4
20260802-01-04,01,04,3,ジーティートシオー,11
20260802-01-04,01,04,4,グランアルト,7
20260802-01-04,01,04,5,クオンタムスター,2
20260802-01-04,01,04,6,タケルフォーカス,3
20260802-01-04,01,04,7,ペリプルス,5
20260802-01-04,01,04,8,ランブリングマン,13
20260802-01-04,01,04,9,ニヒトツーゼーア,10
20260802-01-04,01,04,10,レイデラティエラ,1
20260802-01-04,01,04,11,サイモンイロハニー,8
20260802-01-04,01,04,12,テイクザクラウン,6
20260802-01-04,01,04,13,シャインバオバブ,9
20260802-01-05,01,05,1,ジューンガレン,7
20260802-01-05,01,05,2,ホウオウプレマ,1
20260802-01-05,01,05,3,オンザボー,3
20260802-01-05,01,05,4,スワッグウォーク,4
20260802-01-05,01,05,5,サーギュスターヴ,5
20260802-01-05,01,05,6,ボンジュールパリ,10
20260802-01-05,01,05,7,ロゼプレミア,2
20260802-01-05,01,05,8,チャームジュネーヴ,8
20260802-01-05,01,05,9,デルマハッコウダ,6
20260802-01-05,01,05,10,グラブザクラウン,9
20260802-01-06,01,06,1,ステイアンビシャス,2
20260802-01-06,01,06,2,アスクガンバーレ,3
20260802-01-06,01,06,3,ロードアマルフィ,4
20260802-01-06,01,06,4,マテンロウカナロア,9
