race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260617-45-11,45,11,1,ブレイズエッジ,3
20260617-45-11,45,11,2,ナーサリーテイル,5
20260617-45-11,45,11,3,グッドディーズ,10
20260617-45-11,45,11,4,ペンダント,1
20260617-45-11,45,11,5,カトレアノクターン,6
20260617-45-11,45,11,6,ミスティライズ,11
20260617-45-11,45,11,7,アップタウン,13
20260617-45-11,45,11,8,タマモフリージア,4
20260617-45-11,45,11,9,ティーズセラフ,8
20260617-45-11,45,11,10,アンジュルナ,9
20260617-45-11,45,11,11,サキドリトッケン,14
20260617-45-11,45,11,12,リノカ,12
20260617-45-11,45,11,13,ジュワネング,2
20260617-45-11,45,11,14,フルールドール,7
20260617-48-10,48,10,1,ブルームザスマイル,1
20260617-48-10,48,10,2,センリョウヤクシャ,11
20260617-48-10,48,10,3,イヌボウノツキ,2
20260617-48-10,48,10,4,ガビーズデトワール,3
20260617-48-10,48,10,5,エコロラヴァー,10
20260617-48-10,48,10,6,ベアフォースワン,8
20260617-48-10,48,10,7,ヤマヤロード,5
20260617-48-10,48,10,8,ソルテソーロ,9
20260617-48-10,48,10,9,エイシンピリオド,12
20260617-48-10,48,10,10,フークフォルモサ,6
20260617-48-10,48,10,11,ゴナビーオーライト,4
20260617-48-10,48,10,12,ワンダーミューズ,7
20260617-50-08,50,08,1,キイチオータム,4
20260617-50-08,50,08,2,ライトニングブルー,5
20260617-50-08,50,08,3,ベラジオドリーム,1
20260617-50-08,50,08,4,ヨドノタイヨウ,2
20260617-50-08,50,08,5,ヤマニンリジッド,6
20260617-50-08,50,08,6,ドンアチェカ,3
