race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260621-02-01,02,01,,1200,16,1,ソルトアイリス,△,4,2.4,1,2.4,1,0.4167,0.096,0.23,接戦,False,13,0,0,0
20260621-02-01,02,01,,1200,16,2,キミノナハオリョウ,,,56.7,9,56.7,9,0.0176,,,,False,9,0,0,0
20260621-02-01,02,01,,1200,16,3,バレンタインビスタ,▲,3,3.3,2,3.3,2,0.303,0.087,0.29,接戦,False,3,0,130,0
20260621-02-01,02,01,,1200,16,4,スワトウ,☆,5,30.7,7,30.7,7,0.0326,0.02,0.62,接戦,False,7,0,0,0
20260621-02-01,02,01,,1200,16,5,エビスディアーナ,,,325.4,16,325.4,16,0.0031,,,,False,16,0,0,0
20260621-02-01,02,01,,1200,16,6,クリーンブーケ,,,113.1,14,113.1,14,0.0088,,,,False,11,0,0,0
20260621-02-01,02,01,,1200,16,7,ルージュフローラ,,,32.5,8,32.5,8,0.0308,,,,False,5,0,0,0
20260621-02-01,02,01,,1200,16,8,ファインコンダクト,,,8.4,4,8.4,4,0.119,,,,False,1,840,180,0
20260621-02-01,02,01,,1200,16,9,エコロアビス,,,16.2,6,16.2,6,0.0617,,,,False,8,0,0,0
20260621-02-01,02,01,,1200,16,10,スプリングドリーム,,,15.4,5,15.4,5,0.0649,,,,False,15,0,0,0
20260621-02-01,02,01,,1200,16,11,ハルヒメ,◎,1,6.6,3,6.6,3,0.1515,0.19399999999999998,1.28,接戦,True,2,0,160,-100
20260621-02-01,02,01,,1200,16,12,ノーブルマドンナ,,,203.6,15,203.6,15,0.0049,,,,False,12,0,0,0
20260621-02-01,02,01,,1200,16,13,トリアングルレディ,,,78.3,11,78.3,11,0.0128,,,,False,10,0,0,0
20260621-02-01,02,01,,1200,16,14,ミレニアルピンク,,,58.7,10,58.7,10,0.017,,,,False,6,0,0,0
20260621-02-01,02,01,,1200,16,15,ブリリアンブルーム,,,87.4,13,87.4,13,0.0114,,,,False,14,0,0,0
20260621-02-01,02,01,,1200,16,16,チャーミングアイ,○,2,87.1,12,87.1,12,0.0115,0.005,0.46,接戦,False,4,0,0,0
20260621-02-02,02,02,,2400,11,1,ハイドパーク,,,8.6,5,6.1,4,0.1639,,,,False,1,610,230,0
20260621-02-02,02,02,,2400,11,2,ポップアップ,☆,5,4.3,2,4.4,2,0.2273,0.105,0.45,混戦,False,2,0,160,0
20260621-02-02,02,02,,2400,11,3,ウインモンクール,,,5.9,4,6.3,5,0.1587,,,,False,9,0,0,0
20260621-02-02,02,02,,2400,11,4,キヨタリート,○,2,5.1,3,5.1,3,0.1961,0.111,0.57,混戦,False,10,0,0,0
20260621-02-02,02,02,,2400,11,5,ラヴィニアパーク,,,18.9,6,17.9,6,0.0559,,,,False,8,0,0,0
20260621-02-02,02,02,,2400,11,6,マーゴットデウス,,,96.4,10,56.7,9,0.0176,,,,False,4,0,0,0
20260621-02-02,02,02,,2400,11,7,テンカフブ,△,4,52.9,9,60.8,10,0.0164,0.005,0.24,混戦,False,0,0,0,0
20260621-02-02,02,02,,2400,11,8,ロードステラート,◎,1,2.7,1,3.0,1,0.3333,0.14300000000000002,0.39,混戦,False,5,0,0,0
20260621-02-02,02,02,,2400,11,9,ジャストグレース,▲,3,24.5,8,25.1,8,0.0398,0.042,1.04,混戦,False,3,0,470,0
20260621-02-02,02,02,,2400,11,10,トーセンアミューズ,,,123.9,11,134.4,11,0.0074,,,,False,7,0,0,0
20260621-02-02,02,02,,2400,11,11,フクチャンブラック,,,20.4,7,22.4,7,0.0446,,,,False,6,0,0,0
20260621-02-03,02,03,,1000,12,1,ステキサプライズ,,,49.0,9,151.4,10,0.0066,,,,False,7,0,0,0
20260621-02-03,02,03,,1000,12,2,ユーベルジーク,,,44.2,8,114.9,9,0.0087,,,,False,11,0,0,0
20260621-02-03,02,03,,1000,12,3,エコロデュラン,,,19.5,6,21.4,6,0.0467,,,,False,8,0,0,0
20260621-02-03,02,03,,1000,12,4,マーマレードスカイ,,,3.4,2,6.2,2,0.1613,,,,False,4,0,0,0
