race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260718-02-01,02,01,,1800,8,1,サンゴート,,,55.0,8,136.9,8,0.0073,,,,False,8,0,0,0
20260718-02-01,02,01,,1800,8,2,ロジクラウン,○,2,1.3,1,1.2,1,0.8333,0.34,0.44,標準,False,1,120,100,0
20260718-02-01,02,01,,1800,8,3,アートオブブライト,△,4,14.2,3,19.0,3,0.0526,0.068,0.96,標準,False,3,0,130,0
20260718-02-01,02,01,,1800,8,4,ロードレスポンス,▲,3,20.4,4,28.4,4,0.0352,0.059000000000000004,1.21,標準,False,5,0,0,0
20260718-02-01,02,01,,1800,8,5,レインボースター,,,23.5,5,54.7,5,0.0183,,,,False,7,0,0,0
20260718-02-01,02,01,,1800,8,6,イッペイ,◎,1,3.4,2,3.2,2,0.3125,0.276,0.94,標準,False,2,0,100,0
20260718-02-01,02,01,,1800,8,7,ハイビスカス,☆,5,34.3,6,67.2,6,0.0149,0.034,1.16,標準,False,6,0,0,0
20260718-02-01,02,01,,1800,8,8,ガーシュウィン,,,43.6,7,79.3,7,0.0126,,,,False,4,0,0,0
20260718-02-02,02,02,,1000,12,1,レディリリス,,,,,23.6,7,0.0424,,,,False,12,0,0,0
20260718-02-02,02,02,,1000,12,2,メモリーデイズ,,,,,8.5,4,0.1176,,,,False,1,850,240,0
20260718-02-02,02,02,,1000,12,3,ジェッディンデデン,,,,,26.7,8,0.0375,,,,False,7,0,0,0
20260718-02-02,02,02,,1000,12,4,ブルーメンフェスト,,,,,86.5,11,0.0116,,,,False,11,0,0,0
20260718-02-02,02,02,,1000,12,5,チュラヴェール,◎,1,,,6.1,3,0.1639,0.18899999999999997,,接戦,False,6,0,0,0
20260718-02-02,02,02,,1000,12,6,メメボス,△,4,,,13.6,5,0.0735,0.048,,接戦,False,8,0,0,0
20260718-02-02,02,02,,1000,12,7,ドリームガッサン,○,2,,,2.3,1,0.4348,0.23600000000000002,,接戦,False,2,0,150,0
20260718-02-02,02,02,,1000,12,8,クリーンブーケ,,,,,45.0,10,0.0222,,,,False,9,0,0,0
20260718-02-02,02,02,,1000,12,9,ジャストキュート,,,,,123.7,12,0.0081,,,,False,5,0,0,0
20260718-02-02,02,02,,1000,12,10,コシタンタン,☆,5,,,20.1,6,0.0498,0.031,,接戦,False,4,0,0,0
20260718-02-02,02,02,,1000,12,11,マーマレードスカイ,▲,3,,,3.5,2,0.2857,0.171,,接戦,False,10,0,0,0
20260718-02-02,02,02,,1000,12,12,ペイシャクロス,,,,,41.7,9,0.024,,,,False,3,0,770,0
20260718-02-03,02,03,,2400,12,1,ジャストグレース,○,2,,,19.7,8,0.0508,0.052000000000000005,,接戦,False,8,0,0,0
20260718-02-03,02,03,,2400,12,2,ザンテソーロ,,,,,6.1,4,0.1639,,,,False,4,0,0,0
20260718-02-03,02,03,,2400,12,3,マーゴットデウス,,,,,16.4,6,0.061,,,,False,6,0,0,0
20260718-02-03,02,03,,2400,12,4,ウインガネーシャ,▲,3,,,4.4,2,0.2273,0.253,,接戦,False,2,0,140,0
20260718-02-03,02,03,,2400,12,5,ハイランダー,,,,,10.4,5,0.0962,,,,False,5,0,0,0
20260718-02-03,02,03,,2400,12,6,リベンジャー,,,,,30.2,9,0.0331,,,,False,12,0,0,0
20260718-02-03,02,03,,2400,12,7,エトワールブルー,,,,,128.4,12,0.0078,,,,False,10,0,0,0
20260718-02-03,02,03,,2400,12,8,リバーソニック,△,4,,,4.7,3,0.2128,0.18,,接戦,False,1,470,150,0
20260718-02-03,02,03,,2400,12,9,フェンリル,,,,,54.8,10,0.0182,,,,False,7,0,0,0
20260718-02-03,02,03,,2400,12,10,ゴールデンボブ,☆,5,,,16.7,7,0.0599,0.040999999999999995,,接戦,False,11,0,0,0
20260718-02-03,02,03,,2400,12,11,ポップアップ,◎,1,,,3.1,1,0.3226,0.145,,接戦,False,3,0,130,0
20260718-02-03,02,03,,2400,12,12,エースオブゴールド,,,,,121.0,11,0.0083,,,,False,9,0,0,0
