race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260725-01-01,01,01,1,カプリースカラー,6
20260725-01-01,01,01,2,テイクマイハート,8
20260725-01-01,01,01,3,カッサンドラ,3
20260725-01-01,01,01,4,クリコイーコ,5
20260725-01-01,01,01,5,アイビーミャーオ,2
20260725-01-01,01,01,6,ロングフルスペック,4
20260725-01-01,01,01,7,カレンココナ,1
20260725-01-01,01,01,8,レヴヴィ,7
20260725-01-02,01,02,1,サノノベリー,8
20260725-01-02,01,02,2,ヴィヴィアンリーチ,6
20260725-01-02,01,02,3,テイクケア,7
20260725-01-02,01,02,4,コックニー,4
20260725-01-02,01,02,5,ヌーンベルク,1
20260725-01-02,01,02,6,ライフイズアート,5
20260725-01-02,01,02,7,シガレス,3
20260725-01-02,01,02,8,トーセンルルド,2
20260725-01-03,01,03,1,ゴーントゥファー,8
20260725-01-03,01,03,2,クロームクロス,7
20260725-01-03,01,03,3,ヤマメイッカ,1
20260725-01-03,01,03,4,ダンツアラーム,6
20260725-01-03,01,03,5,メイショウシンガン,10
20260725-01-03,01,03,6,アオイミズホ,3
20260725-01-03,01,03,7,メイショウノヴァス,4
20260725-01-03,01,03,8,ブルーフレア,2
20260725-01-03,01,03,9,ワンダーゾルダート,9
20260725-01-03,01,03,10,マクローリン,5
20260725-01-04,01,04,1,レイナデルアイレ,4
20260725-01-04,01,04,2,サンエンジェルス,5
20260725-01-04,01,04,3,アロハ,7
20260725-01-04,01,04,4,エアヴァイブス,3
20260725-01-04,01,04,5,スパークルレイ,11
20260725-01-04,01,04,6,ペカリーナ,2
20260725-01-04,01,04,7,ビップジョワ,10
20260725-01-04,01,04,8,サンセリテ,6
20260725-01-04,01,04,9,イノリ,8
20260725-01-04,01,04,10,フローズンクイーン,12
20260725-01-04,01,04,11,フレッチャアズーラ,1
20260725-01-04,01,04,12,イヌボウノシオカゼ,14
20260725-01-04,01,04,13,カスタニッチャ,13
20260725-01-04,01,04,14,ロジマギー,9
20260725-01-05,01,05,1,レガメデルヴェント,1
20260725-01-05,01,05,2,アンバーバレット,3
20260725-01-05,01,05,3,ホウオウシュウ,2
20260725-01-05,01,05,4,カナデ,4
20260725-01-05,01,05,5,トロフィアス,6
20260725-01-05,01,05,6,ディアファザー,5
20260725-01-06,01,06,1,インフィオラータ,5
20260725-01-06,01,06,2,フォルストランキル,7
20260725-01-06,01,06,3,トランスマリーン,9
20260725-01-06,01,06,4,ケナゲ,3
20260725-01-06,01,06,5,グランフルス,4
20260725-01-06,01,06,6,ヘクセンハウス,8
20260725-01-06,01,06,7,アート,6
20260725-01-06,01,06,8,ウインアベリア,13
20260725-01-06,01,06,9,テンレディーゴー,1
20260725-01-06,01,06,10,コワンニシタガウ,2
20260725-01-06,01,06,11,ルナティックブルー,12
20260725-01-06,01,06,12,ギルランダ,14
20260725-01-06,01,06,13,ルージュアイラ,11
20260725-01-06,01,06,14,セイントクーヤ,10
20260725-01-07,01,07,1,ペイシャアーサー,9
20260725-01-07,01,07,2,ハッピーラッキー,3
20260725-01-07,01,07,3,ナンナンプー,5
20260725-01-07,01,07,4,シュークリーム,6
20260725-01-07,01,07,5,ランプローグ,11
20260725-01-07,01,07,6,セガンティーニ,12
20260725-01-07,01,07,7,ニシノサリーナ,2
20260725-01-07,01,07,8,サトノカスターニャ,14
20260725-01-07,01,07,9,カイショー,7
20260725-01-07,01,07,10,アイアムステキ,8
20260725-01-07,01,07,11,ペガサスノース,15
20260725-01-07,01,07,12,ジーティーエスピ,4
20260725-01-07,01,07,13,グランテレーズ,1
20260725-01-07,01,07,14,イズルード,10
20260725-01-07,01,07,15,マティンデ,13
20260725-01-08,01,08,1,ビービーバザーク,4
20260725-01-08,01,08,2,マーベリックシチー,12
20260725-01-08,01,08,3,カフェブーケット,6
20260725-01-08,01,08,4,リュミナーズ,7
20260725-01-08,01,08,5,ジェネラスキング,3
20260725-01-08,01,08,6,ザハント,2
20260725-01-08,01,08,7,オンザムービー,1
20260725-01-08,01,08,8,タイキルッジェーロ,9
20260725-01-08,01,08,9,ハイライトニング,8
20260725-01-08,01,08,10,ファンタイムギフト,10
20260725-01-08,01,08,11,アルニラム,11
20260725-01-08,01,08,12,ピエナオルカ,5
20260725-01-09,01,09,1,ガーネットフレア,1
20260725-01-09,01,09,2,ニシノエピカリ,4
20260725-01-09,01,09,3,ルーチェフィオーレ,9
20260725-01-09,01,09,4,ジェルブロア,8
