race_id,track_code,race_num,tan_horse_num1,tan_payout1,fuku_horse_num1,fuku_payout1,fuku_horse_num2,fuku_payout2,fuku_horse_num3,fuku_payout3
20260711-02-01,02,01,1,270,1,110,5,110,10,140
20260711-02-02,02,02,7,600,7,160,3,220,4,310
20260711-02-03,02,03,6,290,6,150,5,440,4,860
20260711-02-04,02,04,14,350,14,140,4,210,2,190
20260711-02-05,02,05,8,130,8,110,11,130,6,410
20260711-02-06,02,06,9,200,9,110,4,170,3,190
20260711-02-07,02,07,4,580,4,190,6,200,1,460
20260711-02-08,02,08,8,1000,8,190,1,180,4,150
20260711-02-09,02,09,4,1870,4,490,8,320,9,410
20260711-02-10,02,10,7,320,7,190,2,150,6,620
20260711-02-11,02,11,1,450,1,190,3,190,2,690
20260711-02-12,02,12,1,150,1,110,4,140,8,370
20260711-03-01,03,01,6,740,6,190,3,120,11,920
20260711-03-02,03,02,6,280,6,120,2,180,5,140
20260711-03-03,03,03,1,260,1,140,9,160,4,170
20260711-03-04,03,04,13,510,13,150,5,140,4,140
20260711-03-05,03,05,1,150,1,110,10,150,4,230
20260711-03-06,03,06,9,1200,9,430,6,370,1,370
20260711-03-07,03,07,6,220,6,120,9,310,4,140
20260711-03-08,03,08,12,320,12,190,9,190,1,250
20260711-03-09,03,09,13,600,13,190,5,200,3,460
20260711-03-10,03,10,8,200,8,110,9,230,5,260
20260711-03-11,03,11,5,590,5,210,7,740,9,200
20260711-03-12,03,12,6,1050,6,280,13,220,15,170
20260711-10-01,10,01,10,180,10,110,12,250,2,410
20260711-10-02,10,02,8,440,8,130,9,250,6,170
20260711-10-03,10,03,10,1100,10,370,14,320,7,280
20260711-10-04,10,04,1,560,1,190,3,390,2,110
20260711-10-05,10,05,1,200,1,140,5,760,9,1020
20260711-10-06,10,06,16,470,16,130,17,110,1,150
20260711-10-07,10,07,6,400,6,190,5,240,1,770
20260711-10-08,10,08,10,790,10,320,8,200,4,200
20260711-10-09,10,09,4,1810,4,430,3,180,10,260
20260711-10-10,10,10,14,650,14,250,3,3710,16,200
20260711-10-11,10,11,5,570,5,210,1,370,7,250
20260711-10-12,10,12,11,940,11,350,2,440,16,370
