race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260607-05-01,05,01,1,カゼノオモイデ,16
20260607-05-01,05,01,2,ハクサンミレイ,5
20260607-05-01,05,01,3,キタノローズ,7
20260607-05-01,05,01,4,ユキノサイエンス,2
20260607-05-01,05,01,5,カーボフリオ,6
20260607-05-01,05,01,6,ダイユウレゾナンス,12
20260607-05-01,05,01,7,エリースノー,3
20260607-05-01,05,01,8,ビリキナータ,13
20260607-05-01,05,01,9,ルクリーシア,10
20260607-05-01,05,01,10,アジーザム,9
20260607-05-01,05,01,11,テンハートビート,1
20260607-05-01,05,01,12,ロンバスブレス,4
20260607-05-01,05,01,13,パウラメロディーア,15
20260607-05-01,05,01,14,フィーユレアル,8
20260607-05-01,05,01,15,グラデュエール,11
20260607-05-01,05,01,16,ペリバジャ,14
20260607-05-02,05,02,1,クリムゾンリーフ,3
20260607-05-02,05,02,2,キョウエイシュバル,14
20260607-05-02,05,02,3,ホグホグナナハン,10
20260607-05-02,05,02,4,アイムスティルミー,9
20260607-05-02,05,02,5,タートルインメイ,6
20260607-05-02,05,02,6,マスカルポーネ,11
20260607-05-02,05,02,7,ネイティヴプライド,5
20260607-05-02,05,02,8,インナーパッション,1
20260607-05-02,05,02,9,ブルーフレア,7
20260607-05-02,05,02,10,アルティシエル,16
20260607-05-02,05,02,11,ワンダーブリッツ,2
20260607-05-02,05,02,12,ロジキセキ,13
20260607-05-02,05,02,13,マイネルスラーヴァ,15
20260607-05-02,05,02,14,ウォーレーションズ,4
20260607-05-02,05,02,15,ブラックパロット,12
20260607-05-02,05,02,16,キタイノホシ,8
20260607-05-03,05,03,1,レッドリファインド,13
20260607-05-03,05,03,2,カンフーヒーロー,15
20260607-05-03,05,03,3,ナンヨーロイヤル,9
20260607-05-03,05,03,4,レディトゥランブル,12
20260607-05-03,05,03,5,ピクシーゲイル,16
20260607-05-03,05,03,6,クワッドマリニン,10
20260607-05-03,05,03,7,ウインビギニング,2
20260607-05-03,05,03,8,ブルーアンビエンス,7
20260607-05-03,05,03,9,ナムラドガ,8
20260607-05-03,05,03,10,ロイヤルタイム,6
20260607-05-03,05,03,11,ウェスケンジントン,3
20260607-05-03,05,03,12,ハタノグランクリュ,11
20260607-05-03,05,03,13,シンギュラリティ,1
20260607-05-03,05,03,14,ビンバラ,5
20260607-05-03,05,03,15,オーキーベルセルク,14
20260607-05-03,05,03,16,エターナルホープ,4
20260607-05-04,05,04,1,カレリアフレイバー,17
20260607-05-04,05,04,2,サイモンナイスラン,5
20260607-05-04,05,04,3,コーディアリー,1
20260607-05-04,05,04,4,デルマテイネ,11
20260607-05-04,05,04,5,ニシノトップダノン,10
20260607-05-04,05,04,6,メイヨシュア,15
20260607-05-04,05,04,7,セルリア,4
20260607-05-04,05,04,8,ロードクラシコ,9
20260607-05-04,05,04,9,ファイナルフォーム,12
20260607-05-04,05,04,10,ワイズファミリア,6
20260607-05-04,05,04,11,バトルモクオ,8
20260607-05-04,05,04,12,ショウナンサイオウ,18
20260607-05-04,05,04,13,コスモマウイ,16
20260607-05-04,05,04,14,エナノムスメ,13
20260607-05-04,05,04,15,クールフィデル,7
20260607-05-04,05,04,16,バンオンタイム,3
20260607-05-04,05,04,17,ルモンテ,2
20260607-05-04,05,04,18,アグネスブリッツ,14
20260607-05-05,05,05,1,セイルトゥグローリ,7
20260607-05-05,05,05,2,ジョドレルバンク,1
20260607-05-05,05,05,3,サノノキセキ,3
20260607-05-05,05,05,4,レオンティウス,2
20260607-05-05,05,05,5,セイウンオオゾラ,8
20260607-05-05,05,05,6,ジュンヴォルティス,5
20260607-05-05,05,05,7,シアルナーレ,9
20260607-05-05,05,05,8,ヴィラーニ,6
20260607-05-05,05,05,9,ヴェントリナ,4
20260607-05-05,05,05,10,マテンロウアルカナ,10
20260607-05-06,05,06,1,エクスプレスナイト,9
20260607-05-06,05,06,2,ダイユウサルターレ,14
20260607-05-06,05,06,3,ヴェロシスタ,6
