race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260607-05-01,05,01,,1400,16,1,カゼノオモイデ,,,65.3,13,65.3,13,0.0153,,,,False,16,0,0,0
20260607-05-01,05,01,,1400,16,2,ハクサンミレイ,,,26.2,9,26.2,9,0.0382,,,,False,5,0,0,0
20260607-05-01,05,01,,1400,16,3,キタノローズ,,,9.1,5,9.1,5,0.1099,,,,False,7,0,0,0
20260607-05-01,05,01,,1400,16,4,ユキノサイエンス,,,30.5,10,30.5,10,0.0328,,,,False,2,0,760,0
20260607-05-01,05,01,,1400,16,5,カーボフリオ,▲,3,3.1,1,3.1,1,0.3226,0.094,0.29,標準,False,6,0,0,0
20260607-05-01,05,01,,1400,16,6,ダイユウレゾナンス,☆,5,81.1,16,81.1,16,0.0123,,,,False,12,0,0,0
20260607-05-01,05,01,,1400,16,7,エリースノー,○,2,4.5,2,4.5,2,0.2222,0.078,0.35,標準,False,3,0,190,0
20260607-05-01,05,01,,1400,16,8,ビリキナータ,,,18.9,7,18.9,7,0.0529,,,,False,13,0,0,0
20260607-05-01,05,01,,1400,16,9,ルクリーシア,◎,1,26.0,8,26.0,8,0.0385,0.27,7.02,標準,True,10,0,0,-100
20260607-05-01,05,01,,1400,16,10,アジーザム,,,69.0,15,69.0,15,0.0145,,,,False,9,0,0,0
20260607-05-01,05,01,,1400,16,11,テンハートビート,,,8.9,4,8.9,4,0.1124,,,,False,1,750,220,0
20260607-05-01,05,01,,1400,16,12,ロンバスブレス,,,6.2,3,6.2,3,0.1613,,,,False,4,0,0,0
20260607-05-01,05,01,,1400,16,13,パウラメロディーア,,,43.9,12,43.9,12,0.0228,,,,False,15,0,0,0
20260607-05-01,05,01,,1400,16,14,フィーユレアル,△,4,15.0,6,15.0,6,0.0667,,,,False,8,0,0,0
20260607-05-01,05,01,,1400,16,15,グラデュエール,,,68.4,14,68.4,14,0.0146,,,,False,11,0,0,0
20260607-05-01,05,01,,1400,16,16,ペリバジャ,,,43.2,11,43.2,11,0.0231,,,,False,14,0,0,0
20260607-05-02,05,02,,2100,16,1,クリムゾンリーフ,,,4.6,2,4.6,2,0.2174,,,,False,3,0,160,0
20260607-05-02,05,02,,2100,16,2,キョウエイシュバル,,,53.0,13,53.0,13,0.0189,,,,False,14,0,0,0
20260607-05-02,05,02,,2100,16,3,ホグホグナナハン,,,76.4,15,76.4,15,0.0131,,,,False,10,0,0,0
20260607-05-02,05,02,,2100,16,4,アイムスティルミー,,,21.5,9,21.5,9,0.0465,,,,False,9,0,0,0
20260607-05-02,05,02,,2100,16,5,タートルインメイ,,,84.7,16,84.7,16,0.0118,,,,False,6,0,0,0
20260607-05-02,05,02,,2100,16,6,マスカルポーネ,,,19.8,8,19.8,8,0.0505,,,,False,11,0,0,0
20260607-05-02,05,02,,2100,16,7,ネイティヴプライド,,,13.2,6,13.2,6,0.0758,,,,False,5,0,0,0
20260607-05-02,05,02,,2100,16,8,インナーパッション,,,7.9,4,7.9,4,0.1266,,,,False,1,750,290,0
20260607-05-02,05,02,,2100,16,9,ブルーフレア,○,2,6.5,3,6.5,3,0.1538,0.1,0.65,混戦,False,7,0,0,0
20260607-05-02,05,02,,2100,16,10,アルティシエル,,,39.6,11,39.6,11,0.0253,,,,False,16,0,0,0
20260607-05-02,05,02,,2100,16,11,ワンダーブリッツ,△,4,3.2,1,3.2,1,0.3125,,,,False,2,0,140,0
20260607-05-02,05,02,,2100,16,12,ロジキセキ,,,50.6,12,50.6,12,0.0198,,,,False,13,0,0,0
