race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260614-02-01,02,01,,1200,16,1,シバノパージャン,,,156.6,14,156.6,14,0.0064,,,,False,11,0,0,0
20260614-02-01,02,01,,1200,16,2,アゲンストオッズ,,,3.9,2,3.9,2,0.2564,,,,False,15,0,0,0
20260614-02-01,02,01,,1200,16,3,サンエンジェルス,,,6.7,4,6.7,4,0.1493,,,,False,7,0,0,0
20260614-02-01,02,01,,1200,16,4,ハイバーニアン,,,158.9,15,158.9,15,0.0063,,,,False,8,0,0,0
20260614-02-01,02,01,,1200,16,5,ミルトメロディー,,,9.5,5,9.5,5,0.1053,,,,False,5,0,0,0
20260614-02-01,02,01,,1200,16,6,ヴェンデボヌール,△,4,6.6,3,6.6,3,0.1515,,,,False,6,0,0,0
20260614-02-01,02,01,,1200,16,7,コシタンタン,▲,3,14.5,7,14.5,7,0.069,0.09300000000000001,1.36,混戦,False,9,0,0,0
20260614-02-01,02,01,,1200,16,8,ルナノーヴァ,,,39.2,11,39.2,11,0.0255,,,,False,13,0,0,0
20260614-02-01,02,01,,1200,16,9,マテンロウブリッジ,,,31.7,10,31.7,10,0.0315,,,,False,10,0,0,0
20260614-02-01,02,01,,1200,16,10,ニシノオールワン,◎,1,3.8,1,3.8,1,0.2632,0.158,0.6,混戦,False,3,0,190,0
20260614-02-01,02,01,,1200,16,11,デルマアサマ,,,238.0,16,238.0,16,0.0042,,,,False,14,0,0,0
20260614-02-01,02,01,,1200,16,12,ビップアリス,,,93.3,13,93.3,13,0.0107,,,,False,16,0,0,0
20260614-02-01,02,01,,1200,16,13,カガラプンツェル,,,11.6,6,11.6,6,0.0862,,,,False,1,770,220,0
20260614-02-01,02,01,,1200,16,14,フリーダムスタイル,○,2,27.3,9,27.3,9,0.0366,0.078,2.12,混戦,False,4,0,0,0
20260614-02-01,02,01,,1200,16,15,マメーアップル,☆,5,21.3,8,21.3,8,0.0469,,,,False,2,0,540,0
20260614-02-01,02,01,,1200,16,16,アルマフレイヤ,,,80.8,12,80.8,12,0.0124,,,,False,12,0,0,0
20260614-02-02,02,02,,1700,11,1,ライヴマルガリータ,,,74.2,10,74.2,10,0.0135,,,,False,8,0,0,0
20260614-02-02,02,02,,1700,11,2,ホワイトラバーズ,,,67.9,9,67.9,9,0.0147,,,,False,9,0,0,0
20260614-02-02,02,02,,1700,11,3,マルシュボヌール,☆,5,9.7,6,9.7,6,0.1031,,,,False,7,0,0,0
20260614-02-02,02,02,,1700,11,4,ダンツアラーム,,,19.6,8,19.6,8,0.051,,,,False,5,0,0,0
20260614-02-02,02,02,,1700,11,5,サトノフレイ,△,4,4.4,2,4.4,2,0.2273,,,,False,6,0,0,0
20260614-02-02,02,02,,1700,11,6,キタノオンザバス,,,93.2,11,93.2,11,0.0107,,,,False,11,0,0,0
20260614-02-02,02,02,,1700,11,7,テリコス,,,8.1,5,8.1,5,0.1235,,,,False,10,0,0,0
20260614-02-02,02,02,,1700,11,8,ペガサスウィンド,○,2,10.8,7,10.8,7,0.0926,0.127,1.37,接戦,False,2,0,240,0
