race_id,track_code,race_num,horse_num,horse_name,final_odds,final_popularity,odds_fetched_at
20260614-02-01,02,01,1,シバノパージャン,156.6,14,2026-06-14T09:39:49
20260614-02-01,02,01,2,アゲンストオッズ,3.9,2,2026-06-14T09:39:49
20260614-02-01,02,01,3,サンエンジェルス,6.7,4,2026-06-14T09:39:49
20260614-02-01,02,01,4,ハイバーニアン,158.9,15,2026-06-14T09:39:49
20260614-02-01,02,01,5,ミルトメロディー,9.5,5,2026-06-14T09:39:49
20260614-02-01,02,01,6,ヴェンデボヌール,6.6,3,2026-06-14T09:39:49
20260614-02-01,02,01,7,コシタンタン,14.5,7,2026-06-14T09:39:49
20260614-02-01,02,01,8,ルナノーヴァ,39.2,11,2026-06-14T09:39:49
20260614-02-01,02,01,9,マテンロウブリッジ,31.7,10,2026-06-14T09:39:49
20260614-02-01,02,01,10,ニシノオールワン,3.8,1,2026-06-14T09:39:49
20260614-02-01,02,01,11,デルマアサマ,238.0,16,2026-06-14T09:39:49
20260614-02-01,02,01,12,ビップアリス,93.3,13,2026-06-14T09:39:49
20260614-02-01,02,01,13,カガラプンツェル,11.6,6,2026-06-14T09:39:49
20260614-02-01,02,01,14,フリーダムスタイル,27.3,9,2026-06-14T09:39:49
20260614-02-01,02,01,15,マメーアップル,21.3,8,2026-06-14T09:39:49
20260614-02-01,02,01,16,アルマフレイヤ,80.8,12,2026-06-14T09:39:49
20260614-02-02,02,02,1,ライヴマルガリータ,74.2,10,2026-06-14T09:39:50
20260614-02-02,02,02,2,ホワイトラバーズ,67.9,9,2026-06-14T09:39:50
20260614-02-02,02,02,3,マルシュボヌール,9.7,6,2026-06-14T09:39:50
20260614-02-02,02,02,4,ダンツアラーム,19.6,8,2026-06-14T09:39:50
20260614-02-02,02,02,5,サトノフレイ,4.4,2,2026-06-14T09:39:50
20260614-02-02,02,02,6,キタノオンザバス,93.2,11,2026-06-14T09:39:50
20260614-02-02,02,02,7,テリコス,8.1,5,2026-06-14T09:39:50
20260614-02-02,02,02,8,ペガサスウィンド,10.8,7,2026-06-14T09:39:50
20260614-02-02,02,02,9,ユマハム,6.3,4,2026-06-14T09:39:50
20260614-02-02,02,02,10,ストロングボーイ,5.8,3,2026-06-14T09:39:50
20260614-02-02,02,02,11,セスティーナ,3.4,1,2026-06-14T09:39:50
20260614-02-03,02,03,1,ビタミンドロップ,7.9,4,2026-06-14T09:39:50
20260614-02-03,02,03,2,ホウオウバトラー,53.0,9,2026-06-14T09:39:50
20260614-02-03,02,03,3,タマモキャロル,59.8,11,2026-06-14T09:39:50
20260614-02-03,02,03,4,ヒューザー,25.4,8,2026-06-14T09:39:50
20260614-02-03,02,03,5,ライトニングロッド,19.2,7,2026-06-14T09:39:50
