race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,planned_stake_yen_100unit,settled_stake_yen_100unit,horse_refunded,prediction_issued,race_status,result_resolved,payout_resolved,payout_final,actual_execution_date,evaluable,evaluation_exclusion_reason,profit_loss_yen_100unit
20260913-06-01,06,01,,2880,10,1,ヴィーデ,,,72.0,9,72.0,9,0.0139,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,2,シークレットキー,▲,3,7.8,6,7.8,6,0.1282,0.162,1.26,接戦,False,5,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,3,スノーリン,,,219.1,10,219.1,10,0.0046,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,4,モナコブル,,,5.8,2,5.8,2,0.1724,,,,False,1,580,180,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,5,セイウンビッグバン,,,6.9,3,6.9,3,0.1449,,,,False,2,0,210,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,6,プレミアブルー,△,4,7.3,5,7.3,5,0.137,0.094,0.68,接戦,False,0,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,7,グロリアラウス,,,9.6,8,9.6,8,0.1042,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,8,サラフィエル,◎,1,7.1,4,7.1,4,0.1408,0.15,1.07,接戦,False,3,0,180,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,9,ストラクチャー,☆,5,7.9,7,7.9,7,0.1266,0.079,0.62,接戦,False,7,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-01,06,01,,2880,10,10,ゴールデンルーキー,○,2,3.5,1,3.5,1,0.2857,0.125,0.44,接戦,False,4,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,1,ライヴテキーラ,,,96.5,8,110.7,8,0.009,,,,False,7,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,2,マイネルリシャール,,,6.2,3,6.4,3,0.1562,,,,False,6,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,3,テキサス,○,2,2.6,2,2.5,2,0.4,0.22899999999999998,0.59,混戦,False,1,250,120,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,4,サンタンヌ,▲,3,13.0,5,14.1,5,0.0709,0.07,0.92,混戦,False,5,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,5,サーギュスターヴ,☆,5,58.5,7,64.6,7,0.0155,0.023,1.33,混戦,False,2,0,420,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,6,ギガントシュラーク,,,145.2,10,163.0,10,0.0061,,,,False,4,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,7,ウィナーズチェック,△,4,6.8,4,6.8,4,0.1471,0.161,1.09,混戦,False,0,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,8,シュートザワークス,◎,1,2.2,1,2.3,1,0.4348,0.248,0.55,混戦,False,3,0,110,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,9,マイネルウルカヌス,,,134.8,9,152.0,9,0.0066,,,,False,9,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-02,06,02,,2000,10,10,アルバスタキヤ,,,48.8,6,56.2,6,0.0178,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-03,06,03,,1200,16,1,ブレイヴアーサー,,,19.8,5,30.4,11,0.0329,,,,False,15,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-03,06,03,,1200,16,2,キンバリー,,,57.0,12,75.7,12,0.0132,,,,False,13,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-03,06,03,,1200,16,3,コスモベスケーデン,,,22.7,7,28.6,9,0.035,,,,False,10,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-03,06,03,,1200,16,4,アルニタク,,,22.7,7,17.9,5,0.0559,,,,False,2,0,320,0,0,False,True,RUN,True,True,True,20260913,True,,0
20260913-06-03,06,03,,1200,16,5,ソラティオ,,,79.4,14,110.8,14,0.009,,,,False,8,0,0,0,0,False,True,RUN,True,True,True,20260913,True,,0
