race_id,track_code,race_num,horse_num,horse_name,confirmed_order
20260913-06-01,06,01,1,ヴィーデ,6
20260913-06-01,06,01,2,シークレットキー,5
20260913-06-01,06,01,3,スノーリン,9
20260913-06-01,06,01,4,モナコブル,1
20260913-06-01,06,01,5,セイウンビッグバン,2
20260913-06-01,06,01,6,プレミアブルー,0
20260913-06-01,06,01,7,グロリアラウス,8
20260913-06-01,06,01,8,サラフィエル,3
20260913-06-01,06,01,9,ストラクチャー,7
20260913-06-01,06,01,10,ゴールデンルーキー,4
20260913-06-02,06,02,1,ライヴテキーラ,7
20260913-06-02,06,02,2,マイネルリシャール,6
20260913-06-02,06,02,3,テキサス,1
20260913-06-02,06,02,4,サンタンヌ,5
20260913-06-02,06,02,5,サーギュスターヴ,2
20260913-06-02,06,02,6,ギガントシュラーク,4
20260913-06-02,06,02,7,ウィナーズチェック,0
20260913-06-02,06,02,8,シュートザワークス,3
20260913-06-02,06,02,9,マイネルウルカヌス,9
20260913-06-02,06,02,10,アルバスタキヤ,8
20260913-06-03,06,03,1,ブレイヴアーサー,15
20260913-06-03,06,03,2,キンバリー,13
20260913-06-03,06,03,3,コスモベスケーデン,10
20260913-06-03,06,03,4,アルニタク,2
20260913-06-03,06,03,5,ソラティオ,8
20260913-06-03,06,03,6,ラフエルガ,3
20260913-06-03,06,03,7,アレックスケー,1
20260913-06-03,06,03,8,サイモンオリエント,5
20260913-06-03,06,03,9,アドバンスアゲイン,14
20260913-06-03,06,03,10,パレスラン,6
20260913-06-03,06,03,11,サンアンドスターズ,11
20260913-06-03,06,03,12,キセキノユニコーン,9
20260913-06-03,06,03,13,シュネルアステリア,7
20260913-06-03,06,03,14,ヴァンデエス,12
20260913-06-03,06,03,15,セイカタカキヤチク,4
20260913-06-03,06,03,16,イサチルサリーレ,16
20260913-06-04,06,04,1,ジャジャミン,0
20260913-06-04,06,04,2,ランウェイミューズ,3
20260913-06-04,06,04,3,ブライティアロード,14
20260913-06-04,06,04,4,ダイユウルミナス,4
20260913-06-04,06,04,5,グランマエストロ,8
20260913-06-04,06,04,6,ショウナンバーボン,1
20260913-06-04,06,04,7,ピコプリンセス,6
20260913-06-04,06,04,8,ワインダークシー,2
20260913-06-04,06,04,9,ワッフル,0
20260913-06-04,06,04,10,ウインドオブヘヴン,11
20260913-06-04,06,04,11,ロジタイガー,9
20260913-06-04,06,04,12,ニシノオールワン,12
20260913-06-04,06,04,13,オンナキュヌヴィ,7
20260913-06-04,06,04,14,アリアス,10
20260913-06-04,06,04,15,ポポラヴィスタ,5
20260913-06-04,06,04,16,ラグアイリータ,13
20260913-06-05,06,05,1,セイルクルーズ,10
20260913-06-05,06,05,2,ラルコ,4
20260913-06-05,06,05,3,ストロングボイス,5
20260913-06-05,06,05,4,カシノデスティニー,8
20260913-06-05,06,05,5,コッディ,3
20260913-06-05,06,05,6,コスモコリウス,6
20260913-06-05,06,05,7,マイサマーガール,9
20260913-06-05,06,05,8,タンタトリス,2
20260913-06-05,06,05,9,サトノアニマ,7
20260913-06-05,06,05,10,ホウフクゼットウ,11
20260913-06-05,06,05,11,スローブギ,1
20260913-06-06,06,06,1,マイネルオランチア,9
20260913-06-06,06,06,2,ヨーゼフ,5
20260913-06-06,06,06,3,ギャニミード,13
20260913-06-06,06,06,4,タニセンローマ,8
20260913-06-06,06,06,5,ヨドノサファイア,2
20260913-06-06,06,06,6,パワポケウォーズ,14
20260913-06-06,06,06,7,オートカリテ,1
20260913-06-06,06,06,8,ルシアージュ,11
20260913-06-06,06,06,9,ホウオウファミリー,4
20260913-06-06,06,06,10,ヤマトスイフト,16
20260913-06-06,06,06,11,レッドフリーマン,10
20260913-06-06,06,06,12,ロンバルドシチー,15
20260913-06-06,06,06,13,フィクセルリリア,6
