race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260620-02-01,02,01,,1200,16,1,ナオミニオールイン,,,5.1,2,5.1,4,0.1961,,,,False,16,0,0,0
20260620-02-01,02,01,,1200,16,2,チョウブク,,,18.1,6,23.2,7,0.0431,,,,False,13,0,0,0
20260620-02-01,02,01,,1200,16,3,ミルトメロディー,,,14.9,5,17.0,6,0.0588,,,,False,4,0,0,0
20260620-02-01,02,01,,1200,16,4,ハッピーローヴァー,○,2,3.0,1,3.1,1,0.3226,0.17600000000000002,0.53,混戦,False,6,0,0,0
20260620-02-01,02,01,,1200,16,5,ブルーハーツ,△,4,68.1,14,74.9,15,0.0134,0.064,4.33,混戦,False,11,0,0,0
20260620-02-01,02,01,,1200,16,6,テイクマイハート,,,54.5,12,67.1,13,0.0149,,,,False,6,0,0,0
20260620-02-01,02,01,,1200,16,7,メーテルリンク,☆,5,74.0,15,63.2,12,0.0158,0.063,4.69,混戦,False,9,0,0,0
20260620-02-01,02,01,,1200,16,8,ブラックジャック,,,18.4,7,13.5,5,0.0741,,,,False,2,0,510,0
20260620-02-01,02,01,,1200,16,9,クリオロゴールド,▲,3,5.3,4,4.9,2,0.2041,0.063,0.34,混戦,False,5,0,0,0
20260620-02-01,02,01,,1200,16,10,カンフージョン,,,100.5,16,139.4,16,0.0072,,,,False,15,0,0,0
20260620-02-01,02,01,,1200,16,11,テリオスルミ,,,51.3,11,70.7,14,0.0141,,,,False,14,0,0,0
20260620-02-01,02,01,,1200,16,12,ブレッティレディ,,,64.9,13,55.3,11,0.0181,,,,False,8,0,0,0
20260620-02-01,02,01,,1200,16,13,グランフィエルテ,,,38.7,9,37.8,9,0.0265,,,,False,1,3180,1220,0
20260620-02-01,02,01,,1200,16,14,ミスチヴマリアンヌ,,,45.2,10,47.3,10,0.0211,,,,False,10,0,0,0
20260620-02-01,02,01,,1200,16,15,ウインドトリック,,,27.3,8,34.1,8,0.0293,,,,False,12,0,0,0
20260620-02-01,02,01,,1200,16,16,ブルーエ,◎,1,5.2,3,5.0,3,0.2,0.138,0.71,混戦,False,3,0,190,0
20260620-02-02,02,02,,1700,14,1,ウォータースパウト,,,27.6,8,30.9,7,0.0324,,,,False,3,0,580,0
20260620-02-02,02,02,,1700,14,2,ティナンヴァランタ,,,47.7,9,41.1,9,0.0243,,,,False,8,0,0,0
20260620-02-02,02,02,,1700,14,3,アンミックス,△,4,9.4,4,8.0,4,0.125,0.037000000000000005,0.35,混戦,False,7,0,0,0
20260620-02-02,02,02,,1700,14,4,サチノブーケ,,,115.4,13,133.5,13,0.0075,,,,False,14,0,0,0
20260620-02-02,02,02,,1700,14,5,ダリアフレイバー,,,55.7,11,72.7,11,0.0138,,,,False,9,0,0,0
20260620-02-02,02,02,,1700,14,6,エーデルハイ,,,100.0,12,113.2,12,0.0088,,,,False,10,0,0,0
20260620-02-02,02,02,,1700,14,7,コイタマチャン,○,2,3.1,1,2.7,1,0.3704,0.183,0.57,混戦,False,1,300,150,0
20260620-02-02,02,02,,1700,14,8,ギンケイ,◎,1,3.2,2,3.5,2,0.2857,0.22,0.7,混戦,False,4,0,0,0
20260620-02-02,02,02,,1700,14,9,キトゥンズラスター,,,27.3,7,35.8,8,0.0279,,,,False,13,0,0,0
20260620-02-02,02,02,,1700,14,10,ストリートクイーン,☆,5,12.8,5,12.5,5,0.08,0.022000000000000002,0.28,混戦,False,6,0,0,0
20260620-02-02,02,02,,1700,14,11,マーゴットクリュグ,,,52.4,10,63.3,10,0.0158,,,,False,2,0,660,0
20260620-02-02,02,02,,1700,14,12,サラサチャチャチャ,▲,3,4.6,3,4.8,3,0.2083,0.19399999999999998,0.89,混戦,False,5,0,0,0
