race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260809-01-01,01,01,,1700,12,1,ベイビーブラザー,,,26.6,8,41.1,8,0.0243,,,,False,10,0,0,0
20260809-01-01,01,01,,1700,12,2,マーズエクレール,○,2,4.9,2,4.8,2,0.2083,0.099,0.48,混戦,False,6,0,0,0
20260809-01-01,01,01,,1700,12,3,シンゼンノト,,,12.0,5,14.3,5,0.0699,,,,False,5,0,0,0
20260809-01-01,01,01,,1700,12,4,エコロヴァルド,,,19.0,7,42.1,9,0.0238,,,,False,3,0,610,0
20260809-01-01,01,01,,1700,12,5,シャムスクッカ,△,4,30.9,9,34.8,7,0.0287,0.039,1.21,混戦,False,7,0,0,0
20260809-01-01,01,01,,1700,12,6,イチゴワタアメ,,,72.1,11,160.2,11,0.0062,,,,False,12,0,0,0
20260809-01-01,01,01,,1700,12,7,カナデ,,,47.6,10,90.8,10,0.011,,,,False,9,0,0,0
20260809-01-01,01,01,,1700,12,8,ヴァイタリズム,☆,5,10.9,3,11.0,4,0.0909,0.12300000000000001,1.34,混戦,False,11,0,0,0
20260809-01-01,01,01,,1700,12,9,ハイビスカス,▲,3,14.6,6,17.8,6,0.0562,0.046,0.67,混戦,False,4,0,0,0
20260809-01-01,01,01,,1700,12,10,テムファイア,,,11.5,4,7.8,3,0.1282,,,,False,1,780,210,0
20260809-01-01,01,01,,1700,12,11,モーモーワン,,,171.7,12,299.5,12,0.0033,,,,False,8,0,0,0
20260809-01-01,01,01,,1700,12,12,サルトヴェローチェ,◎,1,1.8,1,1.6,1,0.625,0.311,0.56,混戦,False,2,0,110,0
20260809-01-02,01,02,,1000,11,1,メイショウマドンナ,△,4,12.2,5,16.1,5,0.0621,0.049,0.59,接戦,False,3,0,180,0
20260809-01-02,01,02,,1000,11,2,フジコンフィデンス,,,17.6,6,8.6,4,0.1163,,,,False,9,0,0,0
20260809-01-02,01,02,,1000,11,3,ケイベエ,,,93.2,11,156.9,9,0.0064,,,,False,10,0,0,0
20260809-01-02,01,02,,1000,11,4,メイヨシュア,,,91.7,10,200.2,10,0.005,,,,False,8,0,0,0
20260809-01-02,01,02,,1000,11,5,スイーヴル,◎,1,1.8,1,2.1,1,0.4762,0.332,0.6,接戦,False,1,210,110,0
20260809-01-02,01,02,,1000,11,6,カッサンドラ,○,2,7.6,3,5.6,3,0.1786,0.17300000000000001,1.31,接戦,False,6,0,0,0
20260809-01-02,01,02,,1000,11,7,ラブデウザ,,,32.2,7,78.7,7,0.0127,,,,False,7,0,0,0
20260809-01-02,01,02,,1000,11,8,ルクスドリーム,,,11.6,4,11.1,4,0.0901,,,,False,0,0,0,0
20260809-01-02,01,02,,1000,11,9,マーゴットオネイロ,▲,3,3.8,2,2.7,2,0.3704,0.17300000000000001,0.66,接戦,False,2,0,120,0
20260809-01-02,01,02,,1000,11,10,ハクサンレイホウ,,,137.5,12,283.2,11,0.0035,,,,False,5,0,0,0
20260809-01-02,01,02,,1000,11,11,ロングフルスペック,☆,5,40.1,8,38.0,6,0.0263,0.03,1.2,接戦,False,4,0,0,0
20260809-01-02,01,02,,1000,11,12,テリオスルミ,,,79.5,9,111.9,8,0.0089,,,,False,11,0,0,0
20260809-01-03,01,03,,2000,10,1,エオアリイ,▲,3,15.0,7,11.2,6,0.0893,0.054000000000000006,0.81,接戦,False,5,0,0,0
20260809-01-03,01,03,,2000,10,2,グランツローゼ,,,40.4,10,69.6,10,0.0144,,,,False,9,0,0,0
20260809-01-03,01,03,,2000,10,3,マテンロウゼロ,○,2,2.8,1,6.4,4,0.1562,0.163,0.46,接戦,False,6,0,0,0
20260809-01-03,01,03,,2000,10,4,レジェンドシップ,,,4.3,2,4.2,2,0.2381,,,,False,1,420,160,0
20260809-01-03,01,03,,2000,10,5,デルシエロ,◎,1,7.1,4,5.1,3,0.1961,0.179,1.27,接戦,False,4,0,0,0
20260809-01-03,01,03,,2000,10,6,サウンドサンライズ,☆,5,10.7,6,8.6,5,0.1163,0.076,0.81,接戦,False,8,0,0,0
20260809-01-03,01,03,,2000,10,7,ストラニエーロ,,,10.6,5,34.3,8,0.0292,,,,False,10,0,0,0
20260809-01-03,01,03,,2000,10,8,ピティロディア,,,28.0,9,59.2,9,0.0169,,,,False,7,0,0,0
20260809-01-03,01,03,,2000,10,9,エイカイコバチ,△,4,19.4,8,13.3,7,0.0752,0.079,1.53,接戦,False,3,0,270,0
20260809-01-03,01,03,,2000,10,10,メイショウテンク,,,6.2,3,3.0,1,0.3333,,,,False,2,0,150,0
20260809-01-04,01,04,,1700,14,1,ロジクリスエス,,,28.9,11,41.1,9,0.0243,,,,False,6,0,0,0
20260809-01-04,01,04,,1700,14,2,コサージュ,,,23.1,10,50.4,10,0.0198,,,,False,13,0,0,0
20260809-01-04,01,04,,1700,14,3,オルビスケリー,,,22.9,9,111.1,11,0.009,,,,False,14,0,0,0
20260809-01-04,01,04,,1700,14,4,マイネルトレマーズ,,,8.6,6,7.6,5,0.1316,,,,False,7,0,0,0
20260809-01-04,01,04,,1700,14,5,サクセスブルー,,,20.4,8,19.2,7,0.0521,,,,False,3,0,350,0
20260809-01-04,01,04,,1700,14,6,メイショウセンドウ,△,4,6.4,3,5.4,3,0.1852,0.14800000000000002,0.94,標準,False,2,0,210,0
20260809-01-04,01,04,,1700,14,7,ブルーメンフェスト,,,92.7,14,199.3,14,0.005,,,,False,10,0,0,0
20260809-01-04,01,04,,1700,14,8,メイショウノヴァス,☆,5,7.6,4,10.4,6,0.0962,0.064,0.49,標準,False,5,0,0,0
20260809-01-04,01,04,,1700,14,9,ホウオウファラオ,○,2,4.4,2,3.9,2,0.2564,0.159,0.7,標準,False,4,0,0,0
20260809-01-04,01,04,,1700,14,10,バンダムソレール,◎,1,4.3,1,3.4,1,0.2941,0.24600000000000002,1.06,標準,True,1,340,150,240
20260809-01-04,01,04,,1700,14,11,サクセスゴールド,▲,3,8.5,5,7.1,4,0.1408,0.08800000000000001,0.75,標準,False,8,0,0,0
20260809-01-04,01,04,,1700,14,12,シーンオブドリーム,,,14.9,7,27.2,8,0.0368,,,,False,11,0,0,0
20260809-01-04,01,04,,1700,14,13,カプリースカラー,,,77.2,13,177.8,13,0.0056,,,,False,12,0,0,0
20260809-01-04,01,04,,1700,14,14,スナークホクサイ,,,69.5,12,155.2,12,0.0064,,,,False,9,0,0,0
20260809-01-05,01,05,,1500,13,1,ガザニア,,,17.4,5,19.5,4,0.0513,,,,False,12,0,0,0
20260809-01-05,01,05,,1500,13,2,アブリコース,△,4,3.2,1,19.8,5,0.0505,0.128,0.41,混戦,False,13,0,0,0
20260809-01-05,01,05,,1500,13,3,アスコットペスカ,,,100.5,13,152.4,13,0.0066,,,,False,11,0,0,0
20260809-01-05,01,05,,1500,13,4,ヌーベルフィズ,,,18.3,6,23.4,6,0.0427,,,,False,7,0,0,0
20260809-01-05,01,05,,1500,13,5,チェッリーニ,,,55.9,10,98.6,11,0.0101,,,,False,8,0,0,0
20260809-01-05,01,05,,1500,13,6,ソーハッピー,,,69.5,12,55.2,10,0.0181,,,,False,4,0,0,0
20260809-01-05,01,05,,1500,13,7,ルイスイメル,,,40.9,8,25.5,7,0.0392,,,,False,10,0,0,0
20260809-01-05,01,05,,1500,13,8,インサイドストーム,,,64.0,11,112.3,12,0.0089,,,,False,9,0,0,0
20260809-01-05,01,05,,1500,13,9,バタフライ,,,39.3,7,42.5,9,0.0235,,,,False,6,0,0,0
20260809-01-05,01,05,,1500,13,10,アヴレディール,☆,5,43.2,9,32.2,8,0.0311,0.051,2.19,混戦,False,3,0,400,0
20260809-01-05,01,05,,1500,13,11,ウィエダンド,▲,3,3.6,2,2.4,1,0.4167,0.162,0.58,混戦,False,1,240,120,0
20260809-01-05,01,05,,1500,13,12,セイレイカ,○,2,3.8,3,3.0,2,0.3333,0.114,0.43,混戦,False,5,0,0,0
20260809-01-05,01,05,,1500,13,13,フォルトゥナロッサ,◎,1,6.0,4,4.2,3,0.2381,0.18100000000000002,1.08,混戦,False,2,0,150,0
20260809-01-06,01,06,,2600,14,1,ダイナソーコー,,,29.4,9,51.2,9,0.0195,,,,False,7,0,0,0
20260809-01-06,01,06,,2600,14,2,マジックファイヤー,,,38.9,11,57.2,10,0.0175,,,,False,6,0,0,0
20260809-01-06,01,06,,2600,14,3,エコロゼルダ,,,85.7,13,228.4,12,0.0044,,,,False,10,0,0,0
20260809-01-06,01,06,,2600,14,4,ブリックアブラック,,,35.5,10,93.4,11,0.0107,,,,False,13,0,0,0
20260809-01-06,01,06,,2600,14,5,タビニュ,△,4,11.0,5,10.0,5,0.1,0.055,0.6,混戦,False,3,0,260,0
20260809-01-06,01,06,,2600,14,6,ハバタクジユウニ,,,98.3,14,280.7,14,0.0036,,,,False,9,0,0,0
20260809-01-06,01,06,,2600,14,7,ヘイジュード,,,3.1,1,2.5,1,0.4,,,,False,5,0,0,0
20260809-01-06,01,06,,2600,14,8,ミカレオス,,,61.0,12,243.5,13,0.0041,,,,False,14,0,0,0
20260809-01-06,01,06,,2600,14,9,フォーチュンローズ,☆,5,13.6,7,19.3,7,0.0518,0.077,1.04,混戦,False,11,0,0,0
20260809-01-06,01,06,,2600,14,10,シャンドラファール,▲,3,6.0,3,8.3,4,0.1205,0.099,0.59,混戦,False,2,0,240,0
20260809-01-06,01,06,,2600,14,11,ドンテスタマスター,○,2,7.0,4,4.4,2,0.2273,0.192,1.35,混戦,False,1,440,170,0
20260809-01-06,01,06,,2600,14,12,ラッキーシグネチャ,,,13.0,6,11.0,6,0.0909,,,,False,8,0,0,0
20260809-01-06,01,06,,2600,14,13,テイエムプレミラン,,,26.9,8,27.1,8,0.0369,,,,False,12,0,0,0
20260809-01-06,01,06,,2600,14,14,ギオンバヤシ,◎,1,4.5,2,5.6,3,0.1786,0.128,0.57,混戦,False,4,0,0,0
20260809-01-07,01,07,,2000,16,1,グランフルス,,,28.3,12,45.2,11,0.0221,,,,False,10,0,0,0
20260809-01-07,01,07,,2000,16,2,オートカリテ,☆,5,18.3,9,18.4,7,0.0543,0.049,0.9,接戦,False,14,0,0,0
20260809-01-07,01,07,,2000,16,3,デルマフジ,,,7.0,2,5.5,2,0.1818,,,,False,2,0,140,0
20260809-01-07,01,07,,2000,16,4,トリニタリオ,◎,1,3.1,1,1.8,1,0.5556,0.19699999999999998,0.61,接戦,False,1,180,110,0
20260809-01-07,01,07,,2000,16,5,フローレンスフーガ,△,4,9.9,3,13.1,4,0.0763,0.042,0.42,接戦,False,4,0,0,0
20260809-01-07,01,07,,2000,16,6,ショウナンアワード,,,28.8,13,39.8,10,0.0251,,,,False,8,0,0,0
20260809-01-07,01,07,,2000,16,7,メイショウローゼ,○,2,10.2,4,7.5,3,0.1333,0.107,1.09,接戦,False,3,0,180,0
20260809-01-07,01,07,,2000,16,8,シークレットシティ,,,15.8,8,30.8,8,0.0325,,,,False,7,0,0,0
20260809-01-07,01,07,,2000,16,9,ウインアトム,,,32.3,14,123.0,14,0.0081,,,,False,13,0,0,0
20260809-01-07,01,07,,2000,16,10,エイシンリーガル,,,14.2,7,65.7,12,0.0152,,,,False,5,0,0,0
20260809-01-07,01,07,,2000,16,11,ウインブリザード,,,19.3,10,90.7,13,0.011,,,,False,12,0,0,0
20260809-01-07,01,07,,2000,16,12,ピースフルマインド,▲,3,12.9,6,16.2,6,0.0617,0.08,1.04,接戦,False,9,0,0,0
20260809-01-07,01,07,,2000,16,13,ハートチャン,,,38.6,15,217.2,15,0.0046,,,,False,15,0,0,0
20260809-01-07,01,07,,2000,16,14,メイショウハーブス,,,25.9,11,31.3,9,0.0319,,,,False,11,0,0,0
20260809-01-07,01,07,,2000,16,15,レフィノス,,,97.1,16,459.0,16,0.0022,,,,False,16,0,0,0
20260809-01-07,01,07,,2000,16,16,ミリオングローリー,,,10.2,4,16.1,5,0.0621,,,,False,6,0,0,0
20260809-01-08,01,08,,1700,14,1,タイキフィアリーベ,,,13.9,6,39.2,8,0.0255,,,,False,5,0,0,0
20260809-01-08,01,08,,1700,14,2,ファミーユウルーズ,,,83.4,13,219.5,14,0.0046,,,,False,11,0,0,0
20260809-01-08,01,08,,1700,14,3,ノリノドラゴン,,,88.2,14,181.3,13,0.0055,,,,False,10,0,0,0
