race_id,track_code,race_num,horse_num,horse_name,final_odds,final_popularity,odds_fetched_at
20260809-01-01,01,01,1,ベイビーブラザー,41.1,8,2026-08-09T10:00:03
20260809-01-01,01,01,2,マーズエクレール,4.8,2,2026-08-09T10:00:03
20260809-01-01,01,01,3,シンゼンノト,14.3,5,2026-08-09T10:00:03
20260809-01-01,01,01,4,エコロヴァルド,42.1,9,2026-08-09T10:00:03
20260809-01-01,01,01,5,シャムスクッカ,34.8,7,2026-08-09T10:00:03
20260809-01-01,01,01,6,イチゴワタアメ,160.2,11,2026-08-09T10:00:03
20260809-01-01,01,01,7,カナデ,90.8,10,2026-08-09T10:00:03
20260809-01-01,01,01,8,ヴァイタリズム,11.0,4,2026-08-09T10:00:03
20260809-01-01,01,01,9,ハイビスカス,17.8,6,2026-08-09T10:00:03
20260809-01-01,01,01,10,テムファイア,7.8,3,2026-08-09T10:00:03
20260809-01-01,01,01,11,モーモーワン,299.5,12,2026-08-09T10:00:03
20260809-01-01,01,01,12,サルトヴェローチェ,1.6,1,2026-08-09T10:00:03
20260809-01-02,01,02,1,メイショウマドンナ,16.1,5,2026-08-09T10:30:02
20260809-01-02,01,02,2,フジコンフィデンス,8.6,4,2026-08-09T10:30:02
20260809-01-02,01,02,3,ケイベエ,156.9,9,2026-08-09T10:30:02
20260809-01-02,01,02,4,メイヨシュア,200.2,10,2026-08-09T10:30:02
20260809-01-02,01,02,5,スイーヴル,2.1,1,2026-08-09T10:30:02
20260809-01-02,01,02,6,カッサンドラ,5.6,3,2026-08-09T10:30:02
20260809-01-02,01,02,7,ラブデウザ,78.7,7,2026-08-09T10:30:02
20260809-01-02,01,02,8,ルクスドリーム,11.1,4,2026-08-09T10:25:02
20260809-01-02,01,02,9,マーゴットオネイロ,2.7,2,2026-08-09T10:30:02
20260809-01-02,01,02,10,ハクサンレイホウ,283.2,11,2026-08-09T10:30:02
20260809-01-02,01,02,11,ロングフルスペック,38.0,6,2026-08-09T10:30:02
20260809-01-02,01,02,12,テリオスルミ,111.9,8,2026-08-09T10:30:02
20260809-01-03,01,03,1,エオアリイ,11.2,6,2026-08-09T11:00:02
20260809-01-03,01,03,2,グランツローゼ,69.6,10,2026-08-09T11:00:02
20260809-01-03,01,03,3,マテンロウゼロ,6.4,4,2026-08-09T11:00:02
20260809-01-03,01,03,4,レジェンドシップ,4.2,2,2026-08-09T11:00:02
20260809-01-03,01,03,5,デルシエロ,5.1,3,2026-08-09T11:00:02
20260809-01-03,01,03,6,サウンドサンライズ,8.6,5,2026-08-09T11:00:02
20260809-01-03,01,03,7,ストラニエーロ,34.3,8,2026-08-09T11:00:02
20260809-01-03,01,03,8,ピティロディア,59.2,9,2026-08-09T11:00:02
20260809-01-03,01,03,9,エイカイコバチ,13.3,7,2026-08-09T11:00:02
20260809-01-03,01,03,10,メイショウテンク,3.0,1,2026-08-09T11:00:02
20260809-01-04,01,04,1,ロジクリスエス,41.1,9,2026-08-09T11:30:07
20260809-01-04,01,04,2,コサージュ,50.4,10,2026-08-09T11:30:07
20260809-01-04,01,04,3,オルビスケリー,111.1,11,2026-08-09T11:30:07
20260809-01-04,01,04,4,マイネルトレマーズ,7.6,5,2026-08-09T11:30:07
20260809-01-04,01,04,5,サクセスブルー,19.2,7,2026-08-09T11:30:07
20260809-01-04,01,04,6,メイショウセンドウ,5.4,3,2026-08-09T11:30:07
20260809-01-04,01,04,7,ブルーメンフェスト,199.3,14,2026-08-09T11:30:07
20260809-01-04,01,04,8,メイショウノヴァス,10.4,6,2026-08-09T11:30:07
20260809-01-04,01,04,9,ホウオウファラオ,3.9,2,2026-08-09T11:30:07
20260809-01-04,01,04,10,バンダムソレール,3.4,1,2026-08-09T11:30:07
20260809-01-04,01,04,11,サクセスゴールド,7.1,4,2026-08-09T11:30:07
20260809-01-04,01,04,12,シーンオブドリーム,27.2,8,2026-08-09T11:30:07
20260809-01-04,01,04,13,カプリースカラー,177.8,13,2026-08-09T11:30:07
20260809-01-04,01,04,14,スナークホクサイ,155.2,12,2026-08-09T11:30:07
20260809-01-05,01,05,1,ガザニア,19.5,4,2026-08-09T12:20:02
20260809-01-05,01,05,2,アブリコース,19.8,5,2026-08-09T12:20:02
20260809-01-05,01,05,3,アスコットペスカ,152.4,13,2026-08-09T12:20:02
20260809-01-05,01,05,4,ヌーベルフィズ,23.4,6,2026-08-09T12:20:02
20260809-01-05,01,05,5,チェッリーニ,98.6,11,2026-08-09T12:20:02
20260809-01-05,01,05,6,ソーハッピー,55.2,10,2026-08-09T12:20:02
20260809-01-05,01,05,7,ルイスイメル,25.5,7,2026-08-09T12:20:02
20260809-01-05,01,05,8,インサイドストーム,112.3,12,2026-08-09T12:20:02
20260809-01-05,01,05,9,バタフライ,42.5,9,2026-08-09T12:20:02
20260809-01-05,01,05,10,アヴレディール,32.2,8,2026-08-09T12:20:02
20260809-01-05,01,05,11,ウィエダンド,2.4,1,2026-08-09T12:20:02
20260809-01-05,01,05,12,セイレイカ,3.0,2,2026-08-09T12:20:02
20260809-01-05,01,05,13,フォルトゥナロッサ,4.2,3,2026-08-09T12:20:02
20260809-01-06,01,06,1,ダイナソーコー,51.2,9,2026-08-09T12:50:02
20260809-01-06,01,06,2,マジックファイヤー,57.2,10,2026-08-09T12:50:02
20260809-01-06,01,06,3,エコロゼルダ,228.4,12,2026-08-09T12:50:02
20260809-01-06,01,06,4,ブリックアブラック,93.4,11,2026-08-09T12:50:02
20260809-01-06,01,06,5,タビニュ,10.0,5,2026-08-09T12:50:02
20260809-01-06,01,06,6,ハバタクジユウニ,280.7,14,2026-08-09T12:50:02
20260809-01-06,01,06,7,ヘイジュード,2.5,1,2026-08-09T12:50:02
20260809-01-06,01,06,8,ミカレオス,243.5,13,2026-08-09T12:50:02
20260809-01-06,01,06,9,フォーチュンローズ,19.3,7,2026-08-09T12:50:02
20260809-01-06,01,06,10,シャンドラファール,8.3,4,2026-08-09T12:50:02
20260809-01-06,01,06,11,ドンテスタマスター,4.4,2,2026-08-09T12:50:02
20260809-01-06,01,06,12,ラッキーシグネチャ,11.0,6,2026-08-09T12:50:02
20260809-01-06,01,06,13,テイエムプレミラン,27.1,8,2026-08-09T12:50:02
20260809-01-06,01,06,14,ギオンバヤシ,5.6,3,2026-08-09T12:50:02
20260809-01-07,01,07,1,グランフルス,45.2,11,2026-08-09T13:20:02
20260809-01-07,01,07,2,オートカリテ,18.4,7,2026-08-09T13:20:02
20260809-01-07,01,07,3,デルマフジ,5.5,2,2026-08-09T13:20:02
20260809-01-07,01,07,4,トリニタリオ,1.8,1,2026-08-09T13:20:02
20260809-01-07,01,07,5,フローレンスフーガ,13.1,4,2026-08-09T13:20:02
20260809-01-07,01,07,6,ショウナンアワード,39.8,10,2026-08-09T13:20:02
20260809-01-07,01,07,7,メイショウローゼ,7.5,3,2026-08-09T13:20:02
20260809-01-07,01,07,8,シークレットシティ,30.8,8,2026-08-09T13:20:02
20260809-01-07,01,07,9,ウインアトム,123.0,14,2026-08-09T13:20:02
20260809-01-07,01,07,10,エイシンリーガル,65.7,12,2026-08-09T13:20:02
20260809-01-07,01,07,11,ウインブリザード,90.7,13,2026-08-09T13:20:02
20260809-01-07,01,07,12,ピースフルマインド,16.2,6,2026-08-09T13:20:02
20260809-01-07,01,07,13,ハートチャン,217.2,15,2026-08-09T13:20:02
20260809-01-07,01,07,14,メイショウハーブス,31.3,9,2026-08-09T13:20:02
20260809-01-07,01,07,15,レフィノス,459.0,16,2026-08-09T13:20:02
20260809-01-07,01,07,16,ミリオングローリー,16.1,5,2026-08-09T13:20:02
20260809-01-08,01,08,1,タイキフィアリーベ,39.2,8,2026-08-09T13:50:02
20260809-01-08,01,08,2,ファミーユウルーズ,219.5,14,2026-08-09T13:50:02
20260809-01-08,01,08,3,ノリノドラゴン,181.3,13,2026-08-09T13:50:02
20260809-01-08,01,08,4,ホノボノ,121.3,12,2026-08-09T13:50:02
20260809-01-08,01,08,5,メイショウコシュウ,6.3,4,2026-08-09T13:50:02
20260809-01-08,01,08,6,ポンピエ,5.6,3,2026-08-09T13:50:02
20260809-01-08,01,08,7,ピエナオルカ,3.5,1,2026-08-09T13:50:02
20260809-01-08,01,08,8,テイクオンミー,7.8,5,2026-08-09T13:50:02
20260809-01-08,01,08,9,クラウンアールシー,95.5,11,2026-08-09T13:50:02
20260809-01-08,01,08,10,サンデーパーティー,8.6,6,2026-08-09T13:50:02
20260809-01-08,01,08,11,ディアスポラ,40.7,10,2026-08-09T13:50:02
20260809-01-08,01,08,12,ローズマイスター,4.4,2,2026-08-09T13:50:02
20260809-01-08,01,08,13,ホウオウバローロ,39.2,9,2026-08-09T13:50:02
20260809-01-08,01,08,14,ブリオメンテ,16.0,7,2026-08-09T13:50:02
20260809-01-09,01,09,1,コスモファーブロス,8.6,4,2026-08-09T14:20:02
20260809-01-09,01,09,2,ニシノサリーナ,3.4,1,2026-08-09T14:20:02
20260809-01-09,01,09,3,アイアムステキ,22.5,8,2026-08-09T14:20:02
20260809-01-09,01,09,4,メラヴィリオーザ,99.7,14,2026-08-09T14:20:02
20260809-01-09,01,09,5,キタノクニカラ,124.5,15,2026-08-09T14:20:02
20260809-01-09,01,09,6,アトリウムチャペル,14.8,7,2026-08-09T14:20:02
20260809-01-09,01,09,7,スプリングデイ,36.4,11,2026-08-09T14:20:02
20260809-01-09,01,09,8,ハーモニーソング,6.3,3,2026-08-09T14:20:02
20260809-01-09,01,09,9,ラプランセス,24.3,9,2026-08-09T14:20:02
20260809-01-09,01,09,10,ルージュベルベット,9.8,5,2026-08-09T14:20:02
20260809-01-09,01,09,11,ウィングブルー,4.3,2,2026-08-09T14:20:02
20260809-01-09,01,09,12,マロンカラノテガミ,216.3,16,2026-08-09T14:20:02
20260809-01-09,01,09,13,アルマロクザン,97.9,13,2026-08-09T14:20:02
20260809-01-09,01,09,14,トレヴィ,28.6,10,2026-08-09T14:20:02
20260809-01-09,01,09,15,ノアールビーナス,10.8,6,2026-08-09T14:20:02
20260809-01-09,01,09,16,サトノカスターニャ,75.5,12,2026-08-09T14:20:02
20260809-01-10,01,10,1,マーゴットサンズ,14.4,5,2026-08-09T14:50:02
20260809-01-10,01,10,2,テイエムゴッホ,11.8,3,2026-08-09T14:50:02
20260809-01-10,01,10,3,プライベートアイズ,12.2,4,2026-08-09T14:50:02
20260809-01-10,01,10,4,テルアスワッド,112.1,10,2026-08-09T14:50:02
20260809-01-10,01,10,5,フォーワンセルフ,241.1,13,2026-08-09T14:50:02
20260809-01-10,01,10,6,ストラーダ,46.0,9,2026-08-09T14:50:02
20260809-01-10,01,10,7,マーウォルス,41.1,7,2026-08-09T14:50:02
20260809-01-10,01,10,8,ベラジオワールド,3.7,2,2026-08-09T14:50:02
20260809-01-10,01,10,9,レディゴディヴァ,153.2,12,2026-08-09T14:50:02
20260809-01-10,01,10,10,リメンバーヒム,43.5,8,2026-08-09T14:50:02
20260809-01-10,01,10,11,ウインハルモニア,151.7,11,2026-08-09T14:50:02
20260809-01-10,01,10,12,チザルピーノ,27.4,6,2026-08-09T14:50:02
20260809-01-10,01,10,13,タガノエルー,1.6,1,2026-08-09T14:50:02
20260809-01-10,01,10,14,ネクストダンサー,252.5,14,2026-08-09T14:50:02
20260809-01-11,01,11,1,クファシル,77.8,13,2026-08-09T15:25:02
20260809-01-11,01,11,2,アスティスプマンテ,20.2,7,2026-08-09T15:25:02
