date,track_code,race_num,grade_code,top_horse_num,top_rank,top_mark,p_win,p_raw_blended,ev,kelly,confidence,odds,popularity,tm_score,tm_rank,dm_rank,tan_payout,fuku_payout,y_win
20250330,07,06,,06,1,◎,0.331500,0.296915,0.663000,0.000000,接戦,2.00,20,3260,11,10,0,0,0
20250330,07,07,,07,1,◎,0.160600,0.591829,113.572000,0.159400,標準,707.10,2,3440,8,7,0,0,0
20250330,07,08,?,07,1,◎,0.157700,1.000000,3.186000,0.113900,標準,20.20,2,6890,1,3,260,140,1
20250330,07,09,,02,1,◎,0.080800,0.283310,0.000000,0.000000,混戦,0.00,5,3370,12,12,0,0,0
20250330,07,10,0,04,1,◎,0.223500,0.417546,24.587000,0.216400,標準,110.00,8,5950,5,6,0,220,0
20250330,07,11,0,09,1,◎,0.453000,0.314498,0.000000,0.000000,標準,0.00,15,2620,17,16,0,0,0
20250330,07,12,0,04,1,◎,0.075400,0.261089,0.000000,0.000000,混戦,0.00,1,5860,9,5,0,0,0
20250330,09,01,,09,1,◎,0.079600,0.454663,9.653000,0.072000,接戦,121.20,12,5350,5,5,0,0,0
20250330,09,02,,08,1,◎,0.092600,0.342289,0.000000,0.000000,混戦,0.00,1,4260,9,5,0,0,0
20250330,09,03,,07,1,◎,0.239600,0.274993,0.958000,0.000000,混戦,4.00,40,5160,4,5,0,0,0
20250330,09,04,,14,1,◎,0.172500,0.202767,0.000000,0.000000,接戦,0.00,0,0,0,10,0,0,0
20250330,09,05,,08,1,◎,0.120700,0.125062,0.000000,0.000000,混戦,0.00,0,4650,11,9,0,270,0
20250330,09,06,,12,1,◎,0.164800,0.246229,0.000000,0.000000,接戦,0.40,6,3930,14,16,0,0,0
20250330,09,07,,16,1,◎,0.380400,0.273562,0.647000,0.000000,接戦,1.70,17,2880,18,18,0,0,0
20250330,09,08,,05,1,◎,0.146200,0.342950,10.336000,0.133900,接戦,70.70,6,3320,8,9,0,0,0
20250330,09,09,e,09,1,◎,0.137900,0.256155,1.103000,0.014800,接戦,8.00,80,5230,6,8,0,0,0
20250330,09,10,�,11,1,◎,0.132000,0.588017,39.989000,0.129100,標準,303.00,40,4410,9,10,0,0,0
20250330,09,11,L,12,1,◎,0.129400,0.177031,0.000000,0.000000,混戦,0.00,7,7870,1,1,0,0,0
20250330,09,12,,01,1,◎,0.135000,0.408855,0.000000,0.000000,接戦,0.00,13,6400,3,7,0,0,0
20250405,06,01,,15,1,◎,0.064100,0.377985,3.890000,0.048400,接戦,60.70,4,4080,11,9,0,0,0
20250405,06,02,,16,1,◎,0.110600,0.249941,7.822000,0.097900,標準,70.70,7,5940,5,10,0,0,0
20250405,06,03,,07,1,◎,0.073700,0.293096,8.183000,0.065200,接戦,111.10,11,3260,9,9,0,0,0
20250405,06,04,,06,1,◎,0.073500,0.416702,5.932000,0.061900,接戦,80.70,5,0,0,9,0,0,0
20250405,06,05,,09,1,◎,0.152800,0.147484,2.002000,0.082800,接戦,13.10,41,3250,15,15,0,0,0
20250405,06,06,,06,1,◎,0.170400,0.239016,0.000000,0.000000,接戦,0.00,0,2350,16,16,0,0,0
20250405,06,07,,06,1,◎,0.112400,0.188354,0.899000,0.000000,混戦,8.00,90,5220,5,5,0,0,0
20250405,06,08,,09,1,◎,0.165100,0.317106,1.486000,0.060700,接戦,9.00,92,2890,13,13,0,0,0
20250405,06,09,E,05,1,◎,0.218500,1.000000,1.530000,0.088300,標準,7.00,60,6840,2,2,0,130,0
20250405,06,10,?,14,1,◎,0.098400,0.391573,5.955000,0.083300,接戦,60.50,7,6580,4,2,0,350,0
20250405,06,11,1,06,1,◎,0.125900,0.271113,0.000000,0.000000,接戦,0.00,40,2800,13,10,0,0,0
20250405,06,12,,03,1,◎,0.119500,0.270696,0.000000,0.000000,接戦,0.00,1,5460,7,7,0,0,0
20250405,09,01,,05,1,◎,0.064500,0.309454,6.513000,0.055100,混戦,101.00,11,4960,8,7,990,210,1
20250405,09,02,,12,1,◎,0.097200,0.564328,0.000000,0.000000,接戦,0.00,11,5020,8,10,0,0,0
20250405,09,03,,13,1,◎,0.157400,0.670177,0.315000,0.000000,標準,2.00,20,7210,3,5,0,0,0
20250405,09,04,,18,1,◎,0.108700,0.256623,0.000000,0.000000,接戦,0.00,13,5000,10,16,0,0,0
20250405,09,05,,11,1,◎,0.096900,0.237292,0.000000,0.000000,混戦,0.00,10,6440,3,3,0,270,0
20250405,09,06,,06,1,◎,0.162400,0.357761,0.000000,0.000000,混戦,1.00,10,5880,1,2,290,110,1
20250405,09,07,,08,1,◎,0.159000,0.224058,0.000000,0.000000,接戦,0.00,0,6850,1,1,0,0,0
20250405,09,08,,05,1,◎,0.292100,1.000000,2.045000,0.174100,標準,7.00,72,3040,7,6,0,0,0
20250405,09,09,E,05,1,◎,0.187700,0.712189,1.501000,0.071600,標準,8.00,40,3780,8,8,0,0,0
20250405,09,10,0,06,1,◎,0.091300,0.321749,10.123000,0.083000,接戦,110.90,0,6100,3,2,0,170,0
20250405,09,11,0,09,1,◎,0.148600,0.291615,0.000000,0.000000,接戦,0.00,10,4230,8,8,0,0,0
20250405,09,12,,03,1,◎,0.041700,0.340072,37.759000,0.040700,混戦,905.00,9,6290,3,2,0,280,0
20250406,06,01,,13,1,◎,0.103600,0.424429,1.046000,0.005100,接戦,10.10,1,7720,2,2,0,0,0
20250406,06,02,,11,1,◎,0.210100,0.364284,0.000000,0.000000,接戦,0.00,4,6260,6,9,0,0,0
20250406,06,03,,04,1,◎,0.065100,0.290952,1.972000,0.033200,接戦,30.30,4,6340,5,6,0,0,0
20250406,06,04,,06,1,◎,0.081700,0.250318,3.301000,0.058400,混戦,40.40,3,0,0,2,0,0,0
20250406,06,05,,11,1,◎,0.187900,0.570624,0.000000,0.000000,標準,0.10,2,5970,5,12,0,0,0
20250406,06,06,,05,1,◎,0.066500,0.270296,8.726000,0.059300,接戦,131.30,10,5990,2,2,0,0,0
20250406,06,07,,08,1,◎,0.160500,0.500375,0.000000,0.000000,混戦,0.00,40,2760,9,2,0,0,0
20250406,06,08,,04,1,◎,0.089900,0.225512,3.631000,0.066800,接戦,40.40,7,6680,2,4,0,0,0
20250406,06,09,0,11,1,◎,0.151100,0.247993,1.526000,0.057800,接戦,10.10,1,2550,12,10,0,2800,0
20250406,06,10,E,04,1,◎,0.099600,0.282563,5.032000,0.081400,接戦,50.50,5,5440,6,2,0,0,0
20250406,06,11,@,04,1,◎,0.215400,0.195017,0.646000,0.000000,接戦,3.00,30,2290,16,16,0,0,0
20250406,06,12,,09,1,◎,0.389700,0.452050,3.935000,0.322600,標準,10.10,22,4720,11,10,0,0,0
20250406,09,01,,11,1,◎,0.166800,0.246123,0.000000,0.000000,接戦,0.00,1,2950,12,16,0,0,0
20250406,09,02,,06,1,◎,0.051200,0.597348,4.656000,0.040700,接戦,90.90,6,7170,3,4,0,120,0
20250406,09,03,,13,1,◎,0.164400,0.160428,0.000000,0.000000,接戦,0.00,9,3400,13,13,0,0,0
20250406,09,04,,04,1,◎,0.194300,0.225028,0.389000,0.000000,混戦,2.00,20,6950,2,3,0,0,0
20250406,09,05,,08,1,◎,0.096100,0.382738,1.355000,0.027100,接戦,14.10,41,5610,5,8,0,0,0
20250406,09,06,,09,1,◎,0.065500,0.371729,5.945000,0.055100,混戦,90.80,10,2230,11,11,0,0,0
20250406,09,07,,07,1,◎,0.191400,0.426616,7.751000,0.170900,標準,40.50,1,5360,5,3,0,170,0
20250406,09,08,,10,1,◎,0.052400,1.000000,31.836000,0.050800,標準,608.00,7,4860,6,9,0,0,0
20250406,09,09,E,02,1,◎,0.120800,0.296741,0.000000,0.000000,接戦,0.00,2,5310,4,12,0,0,0
20250406,09,10,0,13,1,◎,0.109500,0.341135,0.000000,0.000000,混戦,0.00,1,5380,6,8,0,0,0
20250406,09,11,?,12,1,◎,0.055600,0.185916,6.176000,0.047000,混戦,111.10,11,5500,6,1,0,0,0
20250406,09,12,E,03,1,◎,0.134200,0.228216,0.000000,0.000000,混戦,0.00,1,3440,10,10,0,0,0
20250412,03,01,,12,1,◎,0.094100,0.374364,28.525000,0.091100,接戦,303.00,1,8730,1,1,0,110,0
20250412,03,02,,03,1,◎,0.117600,0.208290,0.000000,0.000000,混戦,0.00,8,6130,3,4,0,0,0
20250412,03,03,,13,1,◎,0.047000,0.243143,7.591000,0.041100,混戦,161.40,15,4500,11,14,0,0,0
20250412,03,04,,01,1,◎,0.285700,0.395307,0.000000,0.000000,標準,0.00,12,2600,12,11,0,0,0
20250412,03,05,,05,1,◎,0.343400,0.371258,0.687000,0.000000,標準,2.00,20,1920,16,16,0,0,0
20250412,03,06,,16,1,◎,0.116400,0.255368,0.000000,0.000000,接戦,0.00,12,6530,5,6,0,0,0
20250412,03,07,,15,1,◎,0.113900,0.578135,16.103000,0.107600,標準,141.40,12,5100,10,11,0,0,0
20250412,03,08,,06,1,◎,0.089000,0.234430,45.765000,0.087300,接戦,514.00,17,5470,8,16,0,0,0
20250412,03,09,y,02,1,◎,0.159200,0.343249,1.289000,0.040700,接戦,8.10,1,6490,3,6,0,0,0
20250412,03,10,?,09,1,◎,0.335400,0.311907,0.000000,0.000000,標準,0.00,12,6010,6,10,0,0,0
20250412,03,11,0,04,1,◎,0.079700,0.715951,9.656000,0.072100,標準,121.10,12,2430,15,15,0,0,0
20250412,03,12,,06,1,◎,0.287700,0.312479,261.256000,0.286900,接戦,908.10,50,4480,11,13,0,0,0
20250412,06,01,,08,1,◎,0.085400,0.236160,43.399000,0.083600,接戦,508.10,22,3770,9,11,0,0,0
20250412,06,02,,06,1,◎,0.049900,0.594934,5.543000,0.041300,接戦,111.00,16,6460,4,13,0,0,0
20250412,06,03,,02,1,◎,0.117000,0.224883,1.181000,0.019900,混戦,10.10,1,7370,3,1,310,120,1
20250412,06,04,,13,1,◎,0.156200,0.357693,1.890000,0.080100,接戦,12.10,21,0,0,13,0,0,0
20250412,06,05,,04,1,◎,0.087500,0.235534,70.717000,0.086400,接戦,808.10,73,3540,11,11,0,0,0
20250412,06,06,,02,1,◎,0.045700,0.279150,5.077000,0.037000,混戦,111.10,11,2630,12,12,0,0,0
20250412,06,07,,13,1,◎,0.180400,0.176212,0.000000,0.000000,接戦,0.10,61,5270,8,10,0,0,0
20250412,06,08,,02,1,◎,0.141200,0.230328,1.130000,0.018500,接戦,8.00,80,7070,1,6,0,0,0
20250412,06,09,0,03,1,◎,0.253200,0.451351,2.279000,0.159900,接戦,9.00,90,2920,8,8,0,0,0
20250412,06,10,E,02,1,◎,0.110600,0.236235,0.000000,0.000000,混戦,0.70,3,6620,4,7,0,0,0
20250412,06,11,y,07,1,◎,0.109500,0.385417,0.000000,0.000000,混戦,0.40,4,7220,1,1,0,110,0
20250412,06,12,,07,1,◎,0.096500,0.361064,0.000000,0.000000,混戦,0.00,6,5610,4,4,0,0,0
20250412,09,01,,08,1,◎,0.089500,0.246055,10.859000,0.082000,接戦,121.30,9,3510,13,10,0,0,0
20250412,09,02,,03,1,◎,0.148000,0.176242,0.000000,0.000000,接戦,0.00,15,1530,16,16,0,0,0
20250412,09,03,,02,1,◎,0.162400,0.328486,21.287000,0.155900,標準,131.10,26,3660,12,14,0,0,0
20250412,09,04,,01,1,◎,0.162900,0.322682,0.000000,0.000000,接戦,0.00,12,5320,8,15,0,0,0
20250412,09,05,,11,1,◎,0.164400,0.400685,0.986000,0.000000,接戦,6.00,70,6610,1,1,0,0,0
20250412,09,06,,03,1,◎,0.135300,0.505062,0.000000,0.000000,混戦,0.00,8,6150,3,3,0,150,0
20250412,09,07,,03,1,◎,0.219100,0.553277,133.414000,0.217800,標準,609.00,85,3690,7,9,0,0,0
20250412,09,08,,15,1,◎,0.122200,0.154915,0.000000,0.000000,混戦,0.00,5,3720,14,16,0,0,0
20250412,09,09,0,09,1,◎,0.322500,0.243638,0.645000,0.000000,混戦,2.00,20,4200,6,5,0,540,0
20250412,09,10,0,16,1,◎,0.104700,0.180039,7.416000,0.091900,接戦,70.80,9,4790,9,12,0,0,0
20250412,09,11,?,05,1,◎,0.115400,0.270025,9.333000,0.104300,接戦,80.90,1,3900,12,7,0,0,0
20250412,09,12,,05,1,◎,0.136300,0.176098,0.000000,0.000000,混戦,0.00,16,4370,11,15,0,0,0
20250413,03,01,,06,1,◎,0.161300,0.362794,0.484000,0.000000,接戦,3.00,30,6800,3,10,0,150,0
20250413,03,02,,15,1,◎,0.097200,0.528316,0.000000,0.000000,接戦,0.00,0,6280,7,6,0,0,0
20250413,03,03,,04,1,◎,0.118700,0.218630,1.199000,0.021900,接戦,10.10,1,6250,6,7,0,0,0
20250413,03,04,,12,1,◎,0.193000,0.301243,99.034000,0.191400,標準,513.10,50,4360,8,11,0,0,0
20250413,03,05,,14,1,◎,0.161100,0.602913,1.289000,0.041300,接戦,8.00,80,6070,5,11,0,250,0
20250413,03,06,,01,1,◎,0.114900,0.204898,0.000000,0.000000,混戦,0.00,3,4650,9,14,0,0,0
20250413,03,07,,13,1,◎,0.063800,0.280646,7.727000,0.056000,接戦,121.10,11,6960,2,4,600,230,1
20250413,03,08,,16,1,◎,0.271600,0.425097,0.000000,0.000000,標準,0.00,0,7300,1,1,0,170,0
20250413,03,09,?,08,1,◎,0.154100,0.241168,0.000000,0.000000,接戦,0.00,0,7370,1,3,0,0,0
20250413,03,10,0,05,1,◎,0.313700,0.440387,0.000000,0.000000,標準,0.00,15,4760,9,9,0,0,0
20250413,03,11,?,10,1,◎,0.085100,0.158189,5.157000,0.069800,接戦,60.60,6,5440,6,6,0,0,0
20250413,03,12,,06,1,◎,0.088300,0.278464,80.133000,0.087300,接戦,907.00,80,6440,3,7,1400,390,1
20250413,06,01,,07,1,◎,0.180400,0.274921,0.000000,0.000000,接戦,0.00,9,2390,13,12,0,0,0
20250413,06,02,,13,1,◎,0.110400,0.263911,0.883000,0.000000,混戦,8.00,80,3140,12,13,0,0,0
20250413,06,03,,09,1,◎,0.097200,0.524683,0.000000,0.000000,接戦,0.00,12,6310,6,9,0,320,0
20250413,06,04,,08,1,◎,0.122500,0.325589,11.107000,0.112700,接戦,90.70,5,0,0,1,0,390,0
20250413,06,05,,05,1,◎,0.044500,0.229372,22.671000,0.042700,混戦,509.00,90,5240,9,7,0,520,0
20250413,06,06,,05,1,◎,0.089300,0.289870,9.917000,0.081000,接戦,111.10,10,4020,13,11,0,0,0
20250413,06,07,,03,1,◎,0.061700,1.000000,4.360000,0.048200,標準,70.70,8,4680,7,7,0,0,0
20250413,06,08,,01,1,◎,0.122700,0.271435,0.000000,0.000000,接戦,0.00,13,3920,12,12,0,0,0
20250413,06,09,0,08,1,◎,0.083500,0.283931,5.037000,0.068100,接戦,60.30,3,6060,3,2,0,210,0
20250413,06,10,0,04,1,◎,0.083500,0.566490,8.438000,0.074400,接戦,101.00,7,3910,8,9,0,0,0
20250413,06,11,L,12,1,◎,0.309700,0.431562,0.000000,0.000000,標準,0.00,11,3270,12,7,0,0,0
20250413,06,12,,06,1,◎,0.176500,0.339848,0.000000,0.000000,接戦,0.00,1,3350,14,12,0,0,0
20250413,09,01,,05,1,◎,0.075400,0.289472,0.000000,0.000000,混戦,0.00,12,4860,9,12,0,990,0
20250413,09,02,,15,1,◎,0.120600,0.168326,0.000000,0.000000,混戦,1.00,10,2150,14,14,0,0,0
20250413,09,03,,07,1,◎,0.180300,0.341069,0.000000,0.000000,接戦,0.00,10,1840,16,15,0,0,0
20250413,09,04,,09,1,◎,0.201700,0.315195,2.037000,0.113900,接戦,10.10,1,4770,10,5,0,0,0
20250413,09,05,,09,1,◎,0.100700,0.235526,0.000000,0.000000,混戦,0.00,3,6100,1,3,0,0,0
20250413,09,06,,01,1,◎,0.077900,0.220500,7.865000,0.068700,混戦,100.90,6,5480,3,6,0,360,0
20250413,09,07,,01,1,◎,0.259200,0.703678,0.000000,0.000000,標準,0.00,2,5370,3,1,0,0,0
20250413,09,08,g,12,1,◎,0.193400,0.578750,21.491000,0.186100,標準,111.10,11,5600,3,2,1090,340,1
20250413,09,09,0,06,1,◎,0.352700,0.678118,1.058000,0.029100,標準,3.00,30,3800,7,4,0,0,0
20250413,09,10,n,02,1,◎,0.062300,0.240311,31.501000,0.060400,混戦,506.00,50,4610,8,3,0,0,0
20250413,09,11,�,15,1,◎,0.134100,0.238797,2.709000,0.089000,接戦,20.20,73,5470,6,14,0,0,0
20250413,09,12,g,01,1,◎,0.168000,0.490458,10.178000,0.154000,標準,60.60,7,3240,15,9,0,0,0
20250419,03,01,,12,1,◎,0.097200,0.496250,0.000000,0.000000,混戦,0.00,4,7830,2,5,0,0,0
20250419,03,02,,05,1,◎,0.187900,0.432204,0.000000,0.000000,標準,0.00,11,4500,12,13,0,0,0
20250419,03,03,,06,1,◎,0.068700,0.184619,9.711000,0.062000,混戦,141.40,16,2470,15,16,0,0,0
20250419,03,04,,07,1,◎,0.036100,1.000000,2.552000,0.022200,標準,70.80,11,4820,9,12,0,0,0
20250419,03,05,,12,1,◎,0.083800,0.227831,11.009000,0.076800,接戦,131.30,14,5480,8,6,0,0,0
20250419,03,06,,03,1,◎,0.120800,0.278449,0.000000,0.000000,接戦,0.00,10,6660,3,7,0,0,0
20250419,03,07,,03,1,◎,0.073900,0.692451,11.198000,0.067800,標準,151.50,6,5620,7,4,7050,1060,1
20250419,03,08,,16,1,◎,0.057500,1.000000,0.000000,0.000000,標準,0.00,1,6000,5,9,0,0,0
20250419,03,09,E,08,1,◎,0.189100,0.602467,3.801000,0.146700,標準,20.10,1,4910,5,3,0,0,0
20250419,03,10,0,09,1,◎,0.056500,0.290721,5.702000,0.047000,接戦,101.00,12,5550,7,4,0,290,0
20250419,03,11,�,11,1,◎,0.092400,0.250345,12.144000,0.085500,接戦,131.40,15,5800,7,8,0,0,0
20250419,03,12,,15,1,◎,0.255200,0.443672,3.062000,0.187500,標準,12.00,4,7360,1,5,0,0,0
20250419,06,01,,08,1,◎,0.343800,0.489377,0.000000,0.000000,標準,0.00,4,6740,4,4,0,570,0
20250419,06,02,,09,1,◎,0.217600,0.474071,1.959000,0.119800,接戦,9.00,90,5940,5,3,0,0,0
20250419,06,03,,11,1,◎,0.156800,0.377396,22.151000,0.150800,接戦,141.30,8,1980,15,15,0,0,0
20250419,06,04,,05,1,◎,0.204300,0.593588,8.276000,0.184200,標準,40.50,5,5260,6,6,0,0,0
20250419,06,05,,13,1,◎,0.075400,0.273358,0.000000,0.000000,混戦,0.10,51,5330,8,12,0,0,0
20250419,06,06,,08,1,◎,0.149200,0.705485,45.809000,0.146400,標準,307.00,45,2300,8,5,0,0,0
20250419,06,07,,13,1,◎,0.068300,0.271462,7.592000,0.059900,接戦,111.10,12,2840,15,12,0,0,0
20250419,06,08,,01,1,◎,0.152600,0.317547,6.163000,0.131000,接戦,40.40,5,3180,14,11,0,0,0
20250419,06,09,e,04,1,◎,0.309500,0.466659,0.000000,0.000000,標準,0.00,7,5850,5,6,0,190,0
20250419,06,10,e,04,1,◎,0.107700,0.243162,1.196000,0.019400,接戦,11.10,10,3330,15,13,0,0,0
20250419,06,11,i,08,1,◎,0.083500,0.393746,4.216000,0.065000,接戦,50.50,3,0,0,1,0,220,0
20250419,06,12,0,01,1,◎,0.115300,0.295121,0.000000,0.000000,接戦,0.00,1,3130,15,16,3600,720,1
20250419,09,01,,13,1,◎,0.059700,0.299906,6.033000,0.050300,接戦,101.00,10,7170,3,4,0,0,0
20250419,09,02,,07,1,◎,0.183300,0.181305,0.000000,0.000000,接戦,0.00,2,8640,1,1,0,0,0
20250419,09,03,,10,1,◎,0.167400,0.515404,18.599000,0.159800,標準,111.10,11,4830,9,11,0,0,0
20250419,09,04,,11,1,◎,0.083800,0.296090,2.549000,0.052700,接戦,30.40,7,2510,15,15,0,0,0
20250419,09,05,,06,1,◎,0.106900,0.547640,5.400000,0.088900,接戦,50.50,6,2160,7,7,0,0,0
20250419,09,06,,07,1,◎,0.147200,0.309393,7.434000,0.130000,接戦,50.50,6,6150,1,1,0,0,0
20250419,09,07,,02,1,◎,0.104200,0.518707,5.264000,0.086100,混戦,50.50,6,2950,8,10,0,0,0
20250419,09,08,,05,1,◎,0.065700,1.000000,0.000000,0.000000,標準,0.00,1,5470,6,12,1080,370,1
20250419,09,09,c,03,1,◎,0.163100,0.469875,51.044000,0.160400,標準,313.00,52,4620,12,8,0,0,0
20250419,09,10,f,05,1,◎,0.085000,0.248959,0.000000,0.000000,混戦,0.00,5,6150,5,10,1560,320,1
20250419,09,11,1,11,1,◎,0.132100,0.575386,13.331000,0.123400,標準,100.90,10,2530,12,12,0,0,0
20250419,09,12,,13,1,◎,0.265400,0.312849,0.000000,0.000000,接戦,0.70,9,4790,10,9,0,0,0
20250420,03,01,,05,1,◎,0.075400,0.284222,0.000000,0.000000,混戦,0.00,13,3830,12,4,0,0,0
20250420,03,02,,09,1,◎,0.192000,0.397060,0.384000,0.000000,混戦,2.00,50,6860,3,1,0,0,0
20250420,03,03,,03,1,◎,0.118200,0.190785,0.000000,0.000000,混戦,0.00,0,4270,10,14,0,1080,0
20250420,03,04,,09,1,◎,0.061300,0.142285,6.821000,0.052800,混戦,111.20,12,5480,8,14,0,0,0
20250420,03,05,,12,1,◎,0.086300,0.237932,1.217000,0.016600,混戦,14.10,21,4340,11,11,0,0,0
20250420,03,06,,12,1,◎,0.175300,0.528527,8.869000,0.158600,標準,50.60,7,4620,10,2,0,0,0
20250420,03,07,,11,1,◎,0.081100,0.220636,6.549000,0.069500,接戦,80.80,8,4480,11,10,0,0,0
20250420,03,08,,15,1,◎,0.079100,0.758942,9.489000,0.071300,標準,120.00,54,6910,2,1,0,0,0
20250420,03,09,?,05,1,◎,0.184200,0.305348,0.000000,0.000000,接戦,0.00,7,3800,12,10,0,0,0
20250420,03,10,?,03,1,◎,0.072000,0.296197,3.638000,0.053300,接戦,50.50,5,6600,3,7,0,210,0
20250420,03,11,?,07,1,◎,0.198600,0.553443,4.012000,0.156900,標準,20.20,2,4200,12,14,0,0,0
20250420,03,12,,07,1,◎,0.100700,0.417712,6.101000,0.085600,接戦,60.60,6,5730,6,3,0,0,0
20250420,06,01,,01,1,◎,0.067500,0.194734,8.176000,0.059700,混戦,121.20,8,7310,3,2,0,150,0
20250420,06,02,,09,1,◎,0.190600,0.186608,0.000000,0.000000,接戦,0.00,3,2760,14,13,0,0,0
20250420,06,03,,10,1,◎,0.229900,0.258540,0.000000,0.000000,接戦,1.00,10,8460,1,1,0,110,0
20250420,06,04,,07,1,◎,0.081900,0.231137,6.634000,0.070400,接戦,81.00,11,2470,15,14,0,0,0
20250420,06,05,,03,1,◎,0.159200,0.170231,0.000000,0.000000,接戦,0.00,3,6640,3,5,0,0,0
20250420,06,06,,12,1,◎,0.088700,0.230019,4.481000,0.070300,接戦,50.50,7,6100,2,3,0,0,0
20250420,06,07,,04,1,◎,0.202700,0.309301,0.000000,0.000000,接戦,0.00,0,4770,10,10,3440,670,1
20250420,06,08,0,01,1,◎,0.082100,0.231261,7.462000,0.071900,接戦,90.90,12,4890,9,6,0,0,0
20250420,06,09,?,10,1,◎,0.120500,0.334610,8.519000,0.107900,接戦,70.70,7,5430,5,2,0,290,0
20250420,06,10,L,07,1,◎,0.171900,0.259390,0.000000,0.000000,接戦,0.00,15,5160,10,8,0,0,0
20250420,06,11,A,04,1,◎,0.083200,0.138880,1.697000,0.036000,混戦,20.40,2,4500,14,17,0,0,0
20250420,06,12,g,04,1,◎,0.105600,0.188818,2.134000,0.059100,混戦,20.20,2,6390,3,12,300,140,1
20250420,09,01,,07,1,◎,0.318600,0.329057,0.000000,0.000000,標準,0.00,2,6490,7,5,490,200,1
20250420,09,02,,16,1,◎,0.065700,0.397787,2.666000,0.042100,接戦,40.60,7,4390,10,11,0,0,0
20250420,09,03,,10,1,◎,0.078500,0.189823,0.793000,0.000000,混戦,10.10,1,5090,7,11,0,770,0
20250420,09,04,,02,1,◎,0.131900,0.188417,7.982000,0.117300,標準,60.50,4,0,0,8,0,200,0
20250420,09,05,,16,1,◎,0.150300,0.239621,0.000000,0.000000,接戦,0.00,3,6060,7,8,0,1030,0
20250420,09,06,,07,1,◎,0.097200,0.363417,0.000000,0.000000,混戦,0.00,0,4970,9,8,0,0,0
20250420,09,07,,03,1,◎,0.167200,0.676467,0.000000,0.000000,標準,0.00,7,4180,8,6,0,0,0
20250420,09,08,,08,1,◎,0.091600,0.253575,55.401000,0.090100,接戦,605.00,23,4580,10,11,0,460,0
20250420,09,09,H,03,1,◎,0.186900,0.450920,150.999000,0.185900,標準,808.00,12,4080,6,8,0,0,0
20250420,09,10,?,01,1,◎,0.306400,0.465054,0.000000,0.000000,標準,0.00,3,3850,12,14,0,0,0
20250420,09,11,0,11,1,◎,0.384300,0.477512,1.537000,0.179100,標準,4.00,40,4250,8,9,0,0,0
20250420,09,12,,02,1,◎,0.102100,0.240406,0.000000,0.000000,混戦,1.00,10,2050,16,16,0,0,0
20250426,03,01,,08,1,◎,0.092600,0.221854,9.539000,0.083700,接戦,103.00,30,8080,1,1,0,0,0
20250426,03,02,,01,1,◎,0.117800,0.196444,0.000000,0.000000,混戦,0.00,13,3220,12,12,0,0,0
20250426,03,03,,14,1,◎,0.146400,0.310674,59.133000,0.144300,接戦,404.00,40,3850,13,10,0,0,0
20250426,03,04,,03,1,◎,0.097200,0.265430,0.000000,0.000000,混戦,0.00,12,4400,8,10,0,0,0
20250426,03,05,,11,1,◎,0.060700,0.364754,3.070000,0.041700,接戦,50.60,8,3450,12,11,0,0,0
20250426,03,06,,03,1,◎,0.037400,0.279511,18.876000,0.035500,混戦,505.00,43,5910,4,7,0,800,0
20250426,03,07,,12,1,◎,0.103000,0.362519,0.000000,0.000000,混戦,0.00,1,6320,3,9,0,0,0
20250426,03,08,,15,1,◎,0.300000,0.473440,1.200000,0.066700,標準,4.00,40,4990,8,5,0,230,0
20250426,03,09,0,07,1,◎,0.181600,0.152855,0.000000,0.000000,混戦,0.00,12,4170,11,11,0,0,0
20250426,03,10,?,01,1,◎,0.252000,0.436422,2.016000,0.145100,標準,8.00,80,2990,13,13,0,0,0
20250426,03,11,�,03,1,◎,0.267100,0.283464,0.000000,0.000000,標準,0.00,5,6570,3,6,0,290,0
20250426,03,12,,06,1,◎,0.114500,0.336974,11.558000,0.105700,接戦,100.90,11,3100,13,9,0,0,0
20250426,05,01,,13,1,◎,0.176500,0.305382,0.000000,0.000000,接戦,0.00,8,5800,5,11,0,0,0
20250426,05,02,,04,1,◎,0.167500,0.218468,0.000000,0.000000,接戦,0.00,12,7010,3,11,0,0,0
20250426,05,03,,04,1,◎,0.105300,0.328503,84.484000,0.104200,接戦,802.00,20,4640,9,8,0,0,0
20250426,05,04,,09,1,◎,0.187400,0.267463,0.206000,0.000000,接戦,1.10,9,6990,3,5,0,180,0
20250426,05,05,,13,1,◎,0.108600,0.195035,0.000000,0.000000,混戦,0.00,15,4590,10,9,0,0,0
20250426,05,06,,06,1,◎,0.261000,0.191646,0.000000,0.000000,接戦,0.00,0,3140,16,16,0,0,0
20250426,05,07,,04,1,◎,0.123800,0.231649,1.746000,0.056900,接戦,14.10,34,3040,13,12,0,0,0
20250426,05,08,,04,1,◎,0.085100,0.455136,17.987000,0.080800,接戦,211.30,58,2720,11,9,0,0,0
20250426,05,09,�,03,1,◎,0.129200,0.765814,13.048000,0.120500,標準,101.00,80,3150,8,8,0,0,0
20250426,05,10,0,15,1,◎,0.130600,0.282784,79.127000,0.129100,接戦,606.00,2,5940,5,5,230,130,1
20250426,05,11,?,01,1,◎,0.221000,0.248048,0.663000,0.000000,混戦,3.00,30,5120,7,2,0,0,0
20250426,05,12,,12,1,◎,0.097200,0.516843,0.000000,0.000000,混戦,0.00,6,4310,11,12,0,0,0
