date,track_code,race_num,grade_code,tentative,top_horse_num,top_rank,top_has_mark,p_win,p_raw_blended,ev,odds,y_top_is_winner,tan_payout_if_bet
20250511,05,02,,0,11,1,1,0.180300,0.324274,0.000000,0.00,1,270
20250511,05,03,,0,09,1,1,0.097200,0.261979,0.000000,0.20,0,0
20250511,05,04,,0,09,1,1,0.116600,0.194652,0.000000,0.00,0,0
20250511,05,05,,0,03,1,1,0.214600,0.311984,0.644000,3.00,0,0
20250511,05,06,,0,08,1,1,0.126600,0.289000,0.000000,0.00,0,0
20250511,05,07,,0,04,1,1,0.123500,1.000000,3.743000,30.30,0,0
20250511,05,08,,0,05,1,1,0.125500,0.504499,0.000000,0.00,0,0
20250511,05,09,g,0,05,1,1,0.061300,0.273543,3.110000,50.70,0,0
20250511,05,10,0,0,04,1,1,0.121600,0.238792,1.228000,10.10,0,0
20250511,05,11,A,0,08,1,1,0.154300,0.211117,0.000000,0.00,0,0
20250511,05,12,�,0,12,1,1,0.097200,0.531939,0.000000,0.00,0,0
20250511,08,01,,0,15,1,1,0.062600,0.270531,7.611000,121.50,0,0
20250511,08,02,,0,04,1,1,0.086000,0.203283,2.613000,30.40,0,0
20250511,08,03,,0,09,1,1,0.219300,0.427641,157.445000,718.10,0,0
20250511,08,04,,0,14,1,1,0.103400,0.276619,0.000000,0.00,0,0
20250511,08,05,,0,09,1,1,0.085800,0.445696,7.812000,91.00,0,0
20250511,08,06,,0,05,1,1,0.114500,0.306867,12.726000,111.10,0,0
20250511,08,07,,0,05,1,1,0.136700,0.280476,0.000000,0.00,0,0
20250511,08,08,,0,13,1,1,0.103800,0.345203,0.000000,0.00,0,0
20250511,08,09,0,0,04,1,1,0.190800,0.499444,11.601000,60.80,0,0
20250511,08,10,L,0,09,1,1,0.261400,0.685426,0.000000,0.00,0,0
20250511,08,11,E,0,07,1,1,0.153500,0.366104,0.768000,5.00,0,0
20250511,08,12,,0,12,1,1,0.075400,0.267504,0.000000,0.00,0,0
20250517,04,01,,0,01,1,1,0.070100,0.423558,8.495000,121.20,0,0
20250517,04,02,,0,05,1,1,0.304100,0.537347,0.000000,1.00,0,0
20250517,04,03,,0,15,1,1,0.092100,0.258425,6.517000,70.80,0,0
20250517,04,04,,0,07,1,1,0.173700,0.465845,15.789000,90.90,0,0
20250517,04,05,,0,01,1,1,0.268800,0.351519,4.328000,16.10,0,0
20250517,04,06,,0,07,1,1,0.121200,0.429359,0.000000,0.00,0,0
20250517,04,07,,0,09,1,1,0.166100,0.528824,15.102000,90.90,0,0
20250517,04,08,,0,09,1,1,0.308700,0.408345,0.000000,0.00,0,0
20250517,04,09,0,0,02,1,1,0.216100,0.772170,0.000000,0.00,0,0
20250517,04,10,f,0,01,1,1,0.064300,0.160960,32.392000,504.00,0,0
20250517,04,11,�,0,14,1,1,0.177700,0.147765,2.150000,12.10,0,0
20250517,04,12,,0,04,1,1,0.192100,0.225603,0.000000,0.50,0,0
20250517,05,01,,0,11,1,1,0.158300,0.209941,0.000000,0.00,0,0
20250517,05,02,,0,11,1,1,0.292100,0.386132,0.000000,0.20,0,0
20250517,05,03,,0,06,1,1,0.168500,0.292143,0.000000,0.00,0,0
20250517,05,04,,0,14,1,1,0.185400,0.185777,0.000000,1.00,1,340
20250517,05,05,,0,12,1,1,0.067800,0.270273,0.000000,0.00,0,0
20250517,05,06,,0,06,1,1,0.000000,0.000000,0.000000,303.00,1,530
20250517,05,07,,0,09,1,1,0.172500,0.212296,0.000000,0.00,0,0
20250517,05,08,,0,05,1,1,0.201800,0.317138,0.000000,0.00,0,0
20250517,05,09,?,0,09,1,1,0.245100,0.786805,4.926000,20.10,0,0
20250517,05,10,?,0,04,1,1,0.193900,0.327579,1.163000,6.00,0,0
20250517,05,11,E,0,04,1,1,0.223500,0.414570,67.744000,303.10,0,0
20250517,05,12,,0,10,1,1,0.322300,0.359231,0.000000,0.50,0,0
20250517,08,01,,0,05,1,1,0.130400,0.277800,2.633000,20.20,0,0
20250517,08,02,,0,02,1,1,0.063300,1.000000,4.478000,70.70,0,0
20250517,08,03,,0,13,1,1,0.169500,0.367294,0.000000,0.00,0,0
20250517,08,04,,0,02,1,1,0.064000,0.249230,1.292000,20.20,0,0
20250517,08,05,,0,13,1,1,0.118900,0.195253,0.000000,0.00,0,0
20250517,08,06,,0,03,1,1,0.408700,0.423745,0.000000,1.00,0,0
20250517,08,07,,0,04,1,1,0.125900,0.231254,0.000000,0.00,0,0
20250517,08,08,i,0,10,1,1,0.362500,0.581785,1.087000,3.00,0,0
20250517,08,09,E,0,03,1,1,0.248300,0.443263,4.965000,20.00,0,0
20250517,08,10,0,0,13,1,1,0.324000,0.486775,52.331000,161.50,0,0
20250517,08,11,0,0,08,1,1,0.223100,0.362892,0.000000,0.20,0,0
20250517,08,12,,0,01,1,1,0.085800,0.350431,5.198000,60.60,0,0
20250518,04,01,,0,03,1,1,0.297600,0.392768,0.000000,0.00,0,0
20250518,04,02,,0,13,1,1,0.127700,0.394412,0.000000,0.00,0,0
20250518,04,03,,0,09,1,1,0.047700,0.297033,3.370000,70.70,0,0
20250518,04,04,,0,03,1,1,0.124000,0.336653,6.251000,50.40,0,0
20250518,04,05,,0,01,1,1,0.093200,0.295799,4.678000,50.20,0,0
20250518,04,06,,0,13,1,1,0.143500,0.329801,1.464000,10.20,0,0
20250518,04,07,,0,06,1,1,0.117000,0.604486,0.000000,0.00,0,0
20250518,04,08,,0,09,1,1,0.192500,0.304532,0.962000,5.00,0,0
20250518,04,09,?,0,04,1,1,0.103400,0.293000,0.000000,0.00,0,0
20250518,04,10,Z,0,10,1,1,0.150200,0.241243,0.000000,0.00,0,0
20250518,04,11,E,0,14,1,1,0.085300,0.165784,60.213000,706.00,0,0
20250518,04,12,,0,03,1,1,0.127700,0.390359,0.000000,0.00,0,0
20250518,05,01,,0,01,1,1,0.203800,0.303934,0.000000,0.00,0,0
20250518,05,02,,0,06,1,1,0.163500,0.214515,0.000000,0.00,0,0
20250518,05,03,,0,04,1,1,0.067300,0.576954,2.713000,40.30,0,0
20250518,05,04,,0,06,1,1,0.194500,0.373964,0.000000,0.70,0,0
20250518,05,05,,0,05,1,1,0.242800,0.477110,9.783000,40.30,0,0
20250518,05,06,,0,09,1,1,0.344700,0.595597,27.574000,80.00,1,150
20250518,05,07,,0,10,1,1,0.231600,0.415551,1.853000,8.00,0,0
20250518,05,08,,0,02,1,1,0.061500,1.000000,6.216000,101.00,0,0
20250518,05,09,0,0,07,1,1,0.249500,0.317374,0.000000,0.00,0,0
20250518,05,10,~,0,02,1,1,0.092600,0.341651,0.000000,0.00,0,0
20250518,05,11,1,0,01,1,1,0.380600,0.131671,4.224000,11.10,0,0
20250518,05,12,0,0,04,1,1,0.097200,0.485022,0.000000,0.00,0,0
20250518,08,01,,0,15,1,1,0.102900,0.207770,16.623000,161.60,0,0
20250518,08,02,,0,02,1,1,0.066200,0.375346,6.017000,90.90,0,0
20250518,08,03,,0,03,1,1,0.097900,0.217073,0.000000,0.00,1,1480
20250518,08,04,,0,05,1,1,0.242800,0.305571,0.000000,1.00,1,190
20250518,08,05,,0,01,1,1,0.061700,0.238116,2.491000,40.40,0,0
20250518,08,06,,0,05,1,1,0.123500,0.686989,0.000000,0.00,0,0
20250518,08,07,,0,05,1,1,0.124600,0.362780,12.581000,101.00,0,0
20250518,08,08,,0,08,1,1,0.366600,0.587623,0.000000,0.00,0,0
20250518,08,09,h,0,09,1,1,0.094100,0.272629,2.852000,30.30,1,170
20250518,08,10,E,0,06,1,1,0.140500,0.257816,0.000000,0.00,0,0
20250518,08,11,0,0,09,1,1,0.156500,0.191843,0.000000,0.00,0,0
20250518,08,12,,0,01,1,1,0.180300,0.392515,0.000000,0.00,0,0
20250524,04,01,,0,12,1,1,0.192000,0.202141,0.576000,3.00,0,0
20250524,04,02,,0,15,1,1,0.056800,0.184973,5.162000,90.90,0,0
20250524,04,03,,0,14,1,1,0.097900,0.326525,0.000000,0.00,0,0
20250524,04,04,,0,07,1,1,0.091300,0.490425,7.365000,80.70,0,0
20250524,04,05,,0,08,1,1,0.097200,0.356920,0.000000,0.00,0,0
20250524,04,06,,0,15,1,1,0.234900,0.448979,47.456000,202.00,1,570
20250524,04,07,,0,02,1,1,0.119300,0.221004,0.000000,0.00,0,0
20250524,04,08,,0,11,1,1,0.122200,1.000000,1.357000,11.10,0,0
20250524,04,09,E,0,15,1,1,0.194000,0.400877,0.000000,0.00,0,0
20250524,04,10,?,0,02,1,1,0.436600,0.438692,0.000000,0.00,0,0
20250524,04,11,e,0,13,1,1,0.176500,0.331680,0.000000,0.00,0,0
20250524,04,12,,0,13,1,1,0.070100,0.297023,35.380000,505.00,1,1110
20250524,05,01,,0,10,1,1,0.118100,0.164731,0.000000,0.00,0,0
20250524,05,02,,0,02,1,1,0.329400,0.376099,0.000000,0.00,0,0
20250524,05,03,,0,12,1,1,0.140800,0.406538,1.422000,10.10,0,0
20250524,05,04,,0,15,1,1,0.109900,0.418950,0.000000,0.00,0,0
20250524,05,05,,0,12,1,1,0.116200,0.173042,0.000000,0.90,0,0
20250524,05,06,,0,07,1,1,0.115100,0.161480,0.000000,0.00,0,0
20250524,05,07,,0,05,1,1,0.117200,0.138101,0.000000,0.00,0,0
20250524,05,08,,0,10,1,1,0.159400,0.203136,0.000000,0.00,0,0
20250524,05,09,l,0,07,1,1,0.160500,0.505999,0.000000,0.00,1,560
20250524,05,10,?,0,12,1,1,0.124600,0.344580,75.483000,606.00,0,0
20250524,05,11,E,0,15,1,1,0.307000,0.377086,217.047000,707.00,1,150
20250524,05,12,,0,14,1,1,0.199700,0.209592,2.017000,10.10,0,0
20250524,08,01,,0,03,1,1,0.097200,0.596143,0.000000,0.00,0,0
20250524,08,02,,0,03,1,1,0.090000,0.372298,13.633000,151.50,0,0
20250524,08,03,,0,07,1,1,0.108800,0.161866,0.000000,0.00,0,0
20250524,08,04,,0,10,1,1,0.067200,0.279042,0.000000,0.00,0,0
20250524,08,05,,0,11,1,1,0.217600,0.355162,2.219000,10.20,0,0
20250524,08,06,,0,03,1,1,0.160500,0.348158,0.000000,0.00,0,0
20250524,08,07,,0,05,1,1,0.044200,0.256409,35.744000,809.00,1,160
20250524,08,08,,0,06,1,1,0.088500,0.262032,1.159000,13.10,0,0
20250524,08,09,0,0,06,1,1,0.130900,0.193797,0.000000,0.00,0,0
20250524,08,10,0,0,03,1,1,0.208100,0.531486,8.406000,40.40,0,0
20250524,08,11,C,0,14,1,1,0.124200,0.173167,1.379000,11.10,0,0
20250524,08,12,X,0,11,1,1,0.132200,0.199649,0.000000,0.00,0,0
20250525,04,01,,0,14,1,1,0.166200,0.236204,0.000000,0.00,0,0
20250525,04,02,,0,07,1,1,0.367200,0.420427,0.000000,0.00,0,0
20250525,04,03,,0,07,1,1,0.166200,0.265012,1.163000,7.00,0,0
20250525,04,04,,0,12,1,1,0.177800,0.187150,0.711000,4.00,0,0
20250525,04,05,,0,11,1,1,0.071300,0.244244,1.440000,20.20,0,0
20250525,04,06,,0,07,1,1,0.056300,0.233697,6.254000,111.10,0,0
20250525,04,07,,0,12,1,1,0.220900,0.379704,0.000000,0.00,0,0
20250525,04,08,,0,13,1,1,0.288500,0.344601,262.526000,910.00,0,0
20250525,04,09,g,0,14,1,1,0.154700,0.200078,0.000000,0.00,0,0
20250525,04,10,�,0,02,1,1,0.097900,0.349288,0.000000,0.00,0,0
20250525,04,11,?,0,04,1,1,0.146700,0.192911,0.000000,0.00,0,0
20250525,04,12,,0,01,1,1,0.112100,0.525713,6.768000,60.40,0,0
20250525,05,01,,0,13,1,1,0.075400,0.268168,0.000000,0.00,0,0
20250525,05,02,,0,11,1,1,0.219100,0.301466,0.657000,3.00,0,0
20250525,05,03,,0,11,1,1,0.279900,0.336170,1.959000,7.00,0,0
20250525,05,04,,0,06,1,1,0.160300,0.249806,0.000000,0.00,0,0
20250525,05,05,,0,16,1,1,0.138000,0.311996,71.204000,516.10,0,0
20250525,05,06,,0,05,1,1,0.152300,0.284279,0.000000,0.00,0,0
20250525,05,07,,0,05,1,1,0.135400,0.413582,10.944000,80.80,0,0
20250525,05,08,0,0,06,1,1,0.105000,0.287287,1.586000,15.10,0,0
20250525,05,09,�,0,06,1,1,0.148400,0.330997,0.000000,0.50,1,160
20250525,05,10,E,0,09,1,1,0.339100,0.460221,34.247000,101.00,0,0
20250525,05,11,0,0,13,1,1,0.072700,0.141365,13.224000,181.80,0,0
20250525,05,12,e,0,05,1,1,0.139000,0.225726,1.404000,10.10,0,0
20250525,08,01,,0,02,1,1,0.168200,0.248699,0.000000,0.00,0,0
20250525,08,02,,0,16,1,1,0.197500,0.187924,0.790000,4.00,0,0
20250525,08,03,,0,14,1,1,0.094600,0.472648,1.930000,20.40,0,0
20250525,08,04,,0,06,1,1,0.067800,0.268404,0.000000,0.00,0,0
20250525,08,05,,0,06,1,1,0.065400,0.265030,6.610000,101.00,0,0
20250525,08,06,,0,13,1,1,0.303800,0.390520,12.181000,40.10,0,0
20250525,08,07,,0,14,1,1,0.266500,0.403833,10.795000,40.50,0,0
20250525,08,08,�,0,04,1,1,0.131400,1.000000,0.000000,0.00,0,0
20250525,08,09,,0,06,1,1,0.175700,0.258240,0.000000,0.00,0,0
20250525,08,10,0,0,11,1,1,0.275200,0.306257,0.000000,0.00,0,0
20250525,08,11,e,0,17,1,1,0.169500,0.346743,0.000000,0.00,0,0
20250525,08,12,,0,06,1,1,0.154700,0.537351,7.749000,50.10,0,0
20250531,05,01,,0,06,1,1,0.163400,0.267893,0.000000,0.00,0,0
20250531,05,02,,0,15,1,1,0.055200,0.143869,6.694000,121.20,0,0
20250531,05,03,,0,12,1,1,0.176600,0.296061,0.000000,0.00,0,0
20250531,05,04,,0,09,1,1,0.095800,0.398278,1.255000,13.10,0,0
20250531,05,05,,0,04,1,1,0.164400,0.487544,149.090000,907.00,1,520
20250531,05,06,,0,03,1,1,0.257000,0.308798,0.000000,0.80,0,0
20250531,05,07,,0,04,1,1,0.135300,0.578430,0.000000,0.00,0,0
20250531,05,08,,0,03,1,1,0.117700,0.288247,0.000000,0.00,0,0
20250531,05,09,E,0,16,1,1,0.303000,0.532230,0.000000,0.00,0,0
20250531,05,10,0,0,11,1,1,0.113700,0.235141,0.000000,0.00,0,0
20250531,05,11,E,0,02,1,1,0.184000,0.256190,0.000000,0.00,1,260
20250531,05,12,,0,11,1,1,0.065000,0.286035,7.226000,111.10,0,0
20250531,08,01,,0,06,1,1,0.060900,0.273839,9.838000,161.50,0,0
20250531,08,02,,0,15,1,1,0.164900,0.199327,0.000000,0.00,0,0
20250531,08,03,,0,11,1,1,0.088300,0.204902,11.595000,131.30,0,0
20250531,08,04,,0,05,1,1,0.170500,0.225748,0.000000,0.00,0,0
20250531,08,05,,0,01,1,1,0.105800,0.295975,0.000000,0.00,0,0
20250531,08,06,,0,09,1,1,0.095100,0.294481,10.458000,110.00,0,0
20250531,08,07,,0,01,1,1,0.172500,0.771761,8.626000,50.00,1,500
20250531,08,08,,0,01,1,1,0.083600,0.349557,0.000000,0.00,0,0
20250531,08,09,L,0,09,1,1,0.168800,0.210750,1.182000,7.00,0,0
20250531,08,10,0,0,16,1,1,0.196300,0.298136,1.982000,10.10,0,0
20250531,08,11,1,0,07,1,1,0.098800,0.229463,0.000000,0.00,0,0
20250531,08,12,,0,06,1,1,0.305600,0.378802,0.000000,0.00,0,0
20250601,05,01,,0,10,1,1,0.353200,0.395004,0.706000,2.00,0,0
20250601,05,02,,0,05,1,1,0.239900,0.256302,2.423000,10.10,0,0
20250601,05,03,,0,06,1,1,0.185600,0.200180,0.000000,0.00,0,0
20250601,05,04,,0,09,1,1,0.250600,0.598548,50.626000,202.00,0,0
20250601,05,05,,0,10,1,1,0.187500,0.246396,0.000000,0.00,0,0
20250601,05,06,,0,05,1,1,0.278200,0.347674,0.417000,1.50,0,0
20250601,05,07,,0,07,1,1,0.116500,0.199988,0.000000,0.00,0,0
20250601,05,08,0,0,13,1,1,0.097000,0.179778,7.824000,80.70,0,0
20250601,05,09,E,0,03,1,1,0.178600,0.181921,0.000000,0.00,0,0
20250601,05,10,E,0,17,1,1,0.268600,0.241224,0.322000,1.20,0,0
20250601,05,11,D,0,02,1,1,0.219400,0.224956,0.658000,3.00,0,0
20250601,05,12,?,0,02,1,1,0.162900,0.257602,1.140000,7.00,0,0
20250601,08,01,,0,09,1,1,0.123500,0.660223,0.000000,0.00,0,0
20250601,08,02,,0,11,1,1,0.086700,0.247265,2.626000,30.30,0,0
20250601,08,03,,0,03,1,1,0.105100,0.232139,0.000000,0.00,0,0
20250601,08,04,,0,08,1,1,0.084100,0.490268,59.508000,708.00,0,0
20250601,08,05,,0,03,1,1,0.221000,0.518518,1.105000,5.00,1,150
20250601,08,06,,0,13,1,1,0.109500,0.576743,0.000000,0.00,0,0
20250601,08,07,,0,09,1,1,0.082800,0.389757,5.028000,60.70,0,0
20250601,08,08,,0,02,1,1,0.034600,0.291369,27.979000,808.00,0,0
20250601,08,09,0,0,04,1,1,0.065300,0.186882,4.624000,70.80,0,0
20250601,08,10,0,0,14,1,1,0.287800,0.484158,0.000000,0.00,1,1120
20250601,08,11,h,0,05,1,1,0.192000,0.226521,0.000000,0.00,0,0
20250601,08,12,?,0,02,1,1,0.109500,0.589237,0.000000,0.00,0,0
20250607,05,01,,0,05,1,1,0.149400,0.298054,0.448000,3.00,0,0
20250607,05,02,,0,10,1,1,0.115300,0.191348,0.000000,0.00,0,0
20250607,05,03,,0,09,1,1,0.176500,0.358939,0.000000,0.00,0,0
20250607,05,04,,0,03,1,1,0.100100,0.186973,91.065000,910.10,0,0
20250607,05,05,,0,08,1,1,0.113600,0.260812,0.000000,0.00,0,0
20250607,05,06,,0,10,1,1,0.241200,0.327223,0.482000,2.00,0,0
20250607,05,07,,0,07,1,1,0.099200,0.308864,9.953000,100.30,0,0
20250607,05,08,,0,01,1,1,0.092600,0.348674,0.000000,0.00,0,0
20250607,05,09,0,0,11,1,1,0.060500,1.000000,7.334000,121.20,0,0
20250607,05,10,?,0,01,1,1,0.079900,0.267300,0.000000,0.00,0,0
20250607,05,11,0,0,13,1,1,0.092600,0.356552,0.000000,0.00,0,0
20250607,05,12,,0,02,1,1,0.061300,1.000000,0.000000,0.00,0,0
20250607,09,01,,0,04,1,1,0.095700,0.410248,8.693000,90.80,0,0
20250607,09,02,,0,07,1,1,0.153000,0.326522,24.711000,161.50,0,0
20250607,09,03,,0,07,1,1,0.364400,0.367799,0.000000,0.00,0,0
20250607,09,04,,0,14,1,1,0.187900,0.567365,0.000000,0.00,0,0
20250607,09,05,,0,07,1,1,0.186000,0.367138,0.000000,0.00,0,0
20250607,09,06,,0,03,1,1,0.293000,0.250147,1.172000,4.00,0,0
20250607,09,07,,0,10,1,1,0.074200,0.540943,60.059000,809.00,0,0
20250607,09,08,,0,04,1,1,0.156400,0.427248,3.160000,20.20,0,0
20250607,09,09,0,0,09,1,1,0.172700,0.399163,0.000000,0.00,0,0
20250607,09,10,?,0,02,1,1,0.225000,0.636019,2.273000,10.10,0,0
20250607,09,11,0,0,09,1,1,0.060100,0.239644,48.491000,807.00,0,0
20250607,09,12,,0,14,1,1,0.227600,0.205657,0.000000,0.00,0,0
20250608,05,01,,0,05,1,1,0.118400,0.252972,0.000000,0.00,0,0
20250608,05,02,,0,01,1,1,0.047200,0.256800,42.982000,910.10,0,0
20250608,05,03,,0,13,1,1,0.170300,0.357532,0.000000,1.00,0,0
20250608,05,04,,0,16,1,1,0.125700,0.290322,0.000000,0.00,0,0
20250608,05,05,,0,10,1,1,0.087900,0.394827,2.662000,30.30,0,0
20250608,05,06,,0,11,1,1,0.082100,0.199701,5.814000,70.80,0,0
20250608,05,07,,0,01,1,1,0.162300,0.236530,0.000000,0.00,0,0
20250608,05,08,,0,08,1,1,0.280000,0.307761,141.675000,506.00,0,0
20250608,05,09,0,0,12,1,1,0.118600,0.333695,13.052000,110.10,0,0
20250608,05,10,?,0,08,1,1,0.111800,0.324468,9.046000,80.90,0,0
20250608,05,11,?,0,11,1,1,0.157200,0.203423,0.000000,0.00,0,0
20250608,05,12,?,0,12,1,1,0.085000,0.292144,0.000000,0.00,0,0
20250608,09,01,,0,08,1,1,0.147000,0.405731,2.983000,20.30,0,0
20250608,09,02,,0,10,1,1,0.149700,0.341500,1.961000,13.10,0,0
20250608,09,03,,0,05,1,1,0.176500,0.319077,0.000000,0.00,0,0
20250608,09,04,,0,09,1,1,0.071000,0.400626,14.488000,204.00,0,0
20250608,09,05,,0,01,1,1,0.126500,0.222642,0.000000,0.00,0,0
20250608,09,06,,0,06,1,1,0.111200,0.125389,0.000000,0.00,0,0
20250608,09,07,,0,06,1,1,0.140100,0.568214,0.420000,3.00,0,0
20250608,09,08,,0,02,1,1,0.070800,0.258883,9.294000,131.30,0,0
20250608,09,09,0,0,06,1,1,0.165000,0.247629,0.000000,0.00,0,0
20250608,09,10,0,0,03,1,1,0.176500,0.244995,0.000000,0.00,0,0
20250608,09,11,0,0,11,1,1,0.169000,0.201614,0.000000,0.30,0,0
20250608,09,12,,0,06,1,1,0.121200,0.459889,0.000000,0.00,0,0
20250614,02,01,,0,05,1,1,0.178100,0.309600,0.000000,0.00,0,0
20250614,02,02,,0,09,1,1,0.080700,0.312202,4.078000,50.50,0,0
20250614,02,03,,0,02,1,1,0.211900,0.310824,0.000000,0.00,0,0
20250614,02,04,,0,04,1,1,0.086000,0.265816,34.741000,404.00,0,0
20250614,02,05,,0,12,1,1,0.204800,0.418303,0.000000,0.00,0,0
20250614,02,06,,0,04,1,1,0.075700,0.300369,15.219000,201.00,1,350
20250614,02,07,,0,02,1,1,0.135000,0.414508,0.000000,0.00,0,0
20250614,02,08,,0,03,1,1,0.125500,0.585114,0.000000,0.00,0,0
20250614,02,09,K,0,12,1,1,0.181600,0.388659,1.834000,10.10,0,0
20250614,02,10,O,0,09,1,1,0.069400,0.298633,7.698000,111.00,0,0
20250614,02,11,r,0,02,1,1,0.153800,0.209310,31.076000,202.00,0,0
20250614,02,12,,0,01,1,1,0.090100,0.230913,9.103000,101.00,0,0
20250614,05,01,,0,14,1,1,0.176500,0.343478,0.000000,0.00,0,0
20250614,05,02,,0,01,1,1,0.064100,0.242580,5.175000,80.80,0,0
20250614,05,03,,0,16,1,1,0.097200,0.507497,0.000000,0.00,0,0
20250614,05,04,i,0,08,1,1,0.074100,0.292240,67.321000,908.00,0,0
20250614,05,05,,0,09,1,1,0.385300,0.342121,3.082000,8.00,0,0
20250614,05,06,,0,10,1,1,0.130700,0.208111,0.000000,0.00,0,0
20250614,05,07,,0,16,1,1,0.103400,0.289307,0.000000,0.00,0,0
20250614,05,08,,0,12,1,1,0.137700,0.178317,0.000000,0.00,0,0
20250614,05,09,?,0,02,1,1,0.130200,0.376738,1.042000,8.00,0,0
20250614,05,10,0,0,07,1,1,0.190100,0.277624,0.000000,0.10,0,0
20250614,05,11,c,0,06,1,1,0.235500,0.289267,0.259000,1.10,0,0
20250614,05,12,,0,10,1,1,0.116700,0.261446,0.000000,0.00,0,0
20250614,09,01,,0,03,1,1,0.207200,0.409599,20.949000,101.10,0,0
20250614,09,02,,0,10,1,1,0.119500,0.261482,0.000000,0.00,0,0
20250614,09,03,,0,15,1,1,0.105200,0.378339,10.653000,101.30,0,0
20250614,09,04,,0,12,1,1,0.083400,0.364571,9.271000,111.20,0,0
20250614,09,05,,0,04,1,1,0.265100,0.304359,0.000000,0.00,0,0
20250614,09,06,,0,10,1,1,0.087300,0.369685,0.000000,0.00,0,0
20250614,09,07,,0,06,1,1,0.209400,0.342084,0.000000,0.00,0,0
20250614,09,08,c,0,05,1,1,0.000000,0.000000,0.000000,101.00,0,0
20250614,09,09,,0,04,1,1,0.119900,0.292749,0.000000,0.00,1,220
20250614,09,10,0,0,12,1,1,0.113500,0.224611,9.168000,80.80,0,0
20250614,09,11,E,0,01,1,1,0.227200,0.430546,20.565000,90.50,0,0
20250614,09,12,,0,06,1,1,0.115000,0.256304,0.000000,0.00,0,0
20250615,02,01,,0,01,1,1,0.061500,0.404274,55.912000,909.00,0,0
20250615,02,02,,0,14,1,1,0.148300,0.725773,0.000000,1.00,1,220
20250615,02,03,,0,04,1,1,0.097300,0.743541,39.097000,402.00,0,0
20250615,02,04,,0,08,1,1,0.000000,0.000000,0.000000,70.30,0,0
20250615,02,05,,0,02,1,1,0.102200,1.000000,0.000000,0.00,0,0
20250615,02,06,,0,06,1,1,0.000000,0.000000,0.000000,911.10,0,0
20250615,02,07,,0,03,1,1,0.160500,0.611846,0.000000,0.00,0,0
20250615,02,08,,0,07,1,1,0.090700,0.291171,0.000000,0.00,0,0
20250615,02,09,h,0,12,1,1,0.091900,0.271057,1.112000,12.10,0,0
20250615,02,10,f,0,02,1,1,0.090600,0.291348,6.408000,70.70,0,0
20250615,02,11,h,0,07,1,1,0.167400,0.206616,0.000000,0.00,0,0
20250615,02,12,,0,08,1,1,0.127800,0.281796,3.872000,30.30,0,0
20250615,05,01,,0,11,1,1,0.322000,0.698411,3.896000,12.10,0,0
20250615,05,02,,0,14,1,1,0.129600,0.554043,2.617000,20.20,0,0
20250615,05,03,,0,09,1,1,0.294100,0.393228,0.000000,0.00,0,0
20250615,05,04,,0,17,1,1,0.160400,0.226768,0.000000,0.00,0,0
20250615,05,05,,0,04,1,1,0.219800,0.300636,0.000000,0.00,0,0
20250615,05,06,,0,07,1,1,0.152600,0.415770,6.164000,40.40,0,0
20250615,05,07,,0,02,1,1,0.248700,0.262655,0.000000,0.30,0,0
20250615,05,08,,0,05,1,1,0.184100,0.457818,29.753000,161.60,0,0
20250615,05,09,m,0,08,1,1,0.289600,0.608818,87.474000,302.00,0,0
20250615,05,10,�,0,01,1,1,0.056700,0.191540,5.154000,90.90,1,380
20250615,05,11,�,0,04,1,1,0.324600,0.478711,0.649000,2.00,0,0
20250615,05,12,,0,15,1,1,0.100000,0.232566,0.000000,0.00,0,0
20250615,09,01,,0,08,1,1,0.161900,0.133793,0.000000,0.00,0,0
20250615,09,02,,0,02,1,1,0.165000,0.438432,13.330000,80.80,0,0
20250615,09,03,,0,03,1,1,0.353400,0.375426,0.000000,0.00,0,0
20250615,09,04,,0,14,1,1,0.239100,0.278953,1.434000,6.00,0,0
20250615,09,05,,0,08,1,1,0.265100,0.382205,0.000000,0.00,0,0
20250615,09,06,,0,05,1,1,0.165700,0.363809,15.060000,90.90,0,0
20250615,09,07,,0,03,1,1,0.150000,0.656227,1.515000,10.10,1,160
20250615,09,08,�,0,08,1,1,0.098200,0.295761,13.884000,141.40,0,0
20250615,09,09,0,0,13,1,1,0.216400,0.345954,0.000000,0.00,0,0
20250615,09,10,0,0,18,1,1,0.170600,0.412349,0.000000,0.80,0,0
20250615,09,11,?,0,04,1,1,0.087500,0.363475,44.295000,506.00,0,0
20250615,09,12,0,0,08,1,1,0.096500,0.363707,0.000000,0.00,1,1040
20250621,02,01,,0,02,1,1,0.096500,0.358540,0.000000,0.00,0,0
20250621,02,02,,0,04,1,1,0.211900,0.344729,0.000000,0.00,0,0
20250621,02,03,,0,13,1,1,0.069100,0.293849,5.601000,81.00,0,0
20250621,02,04,,0,14,1,1,0.074000,0.298325,3.736000,50.50,0,0
20250621,02,05,,0,03,1,1,0.120000,0.379500,0.000000,0.00,0,0
20250621,02,06,,0,01,1,1,0.102200,1.000000,0.000000,0.00,1,440
20250621,02,07,,0,14,1,1,0.319600,0.375389,0.639000,2.00,0,0
20250621,02,08,,0,01,1,1,0.313900,0.377582,158.213000,504.00,0,0
20250621,02,09,�,0,09,1,1,0.256300,0.525337,0.000000,0.00,0,0
20250621,02,10,0,0,02,1,1,0.000000,0.000000,0.000000,40.30,0,0
