race_id,track_code,race_num,race_name,distance,starter_count,horse_num,horse_name,mark,model_rank_by_mark,morning_odds,morning_popularity,final_odds,final_popularity,market_probability,win_probability,expected_value_morning,confidence,bet_candidate,confirmed_order,win_payout,place_payout,profit_loss_yen_100unit
20260613-02-01,02,01,,1200,15,1,ヒャクレツケン,,,104.1,12,102.0,12,0.0098,,,,False,13,0,0,0
20260613-02-01,02,01,,1200,15,2,テリオスルミ,,,21.2,7,21.6,7,0.0463,,,,False,0,0,0,0
20260613-02-01,02,01,,1200,15,3,ティスマイル,,,166.0,16,170.9,16,0.0059,,,,False,11,0,0,0
20260613-02-01,02,01,,1200,15,4,スタンダールロマン,,,38.2,10,35.3,9,0.0283,,,,False,12,0,0,0
20260613-02-01,02,01,,1200,15,5,ジャーナーリア,○,2,6.2,3,6.2,3,0.1613,0.052000000000000005,0.33,標準,False,5,0,0,0
20260613-02-01,02,01,,1200,15,6,コスモファーブロス,◎,1,4.0,2,3.9,2,0.2564,0.18600000000000003,0.74,標準,False,4,0,0,0
20260613-02-01,02,01,,1200,15,7,アルサック,△,4,10.8,4,10.8,4,0.0926,,,,False,2,0,310,0
20260613-02-01,02,01,,1200,15,8,シーシェル,,,120.4,13,115.6,13,0.0087,,,,False,8,0,0,0
20260613-02-01,02,01,,1200,15,9,ニシノマーレ,▲,3,2.5,1,2.5,1,0.4,0.092,0.23,標準,False,9,0,0,0
20260613-02-01,02,01,,1200,15,10,ディーズメンフィス,☆,5,35.4,9,36.2,10,0.0276,,,,False,1,2700,620,0
20260613-02-01,02,01,,1200,15,11,ハナイロマヒナ,,,38.6,11,38.7,11,0.0258,,,,False,7,0,0,0
20260613-02-01,02,01,,1200,15,12,デルマハルナ,,,154.8,15,159.4,15,0.0063,,,,False,15,0,0,0
20260613-02-01,02,01,,1200,15,13,ヨドノサファイア,,,22.7,8,22.9,8,0.0437,,,,False,6,0,0,0
20260613-02-01,02,01,,1200,15,14,ソレイユルヴァン,,,142.8,14,144.8,14,0.0069,,,,False,10,0,0,0
20260613-02-01,02,01,,1200,15,15,テンユウ,,,12.8,5,12.8,5,0.0781,,,,False,3,0,320,0
20260613-02-01,02,01,,1200,15,16,ティンクルバレット,,,13.8,6,14.0,6,0.0714,,,,False,14,0,0,0
20260613-02-02,02,02,,1700,14,1,ワンダーアスク,,,8.8,5,8.9,5,0.1124,,,,False,9,0,0,0
20260613-02-02,02,02,,1700,14,2,コウソクユノ,◎,1,13.3,8,13.2,8,0.0758,0.07400000000000001,0.98,混戦,False,4,0,0,0
20260613-02-02,02,02,,1700,14,3,ベルラフィネ,,,23.6,10,23.9,10,0.0418,,,,False,13,0,0,0
